region,num_agents,policy,seed,episode,WEL,ISR,CE,burned_cells,total_reward
saudi,3,Value-First Heuristic,42,0,27.0,0.2857142857142857,0.98989898989899,900,-191.26953125
saudi,3,Value-First Heuristic,42,1,15.0,0.42857142857142855,0.9954022988505747,869,-607.03125
saudi,3,Value-First Heuristic,42,2,15.0,0.42857142857142855,0.9977011494252873,896,-737.626953125
saudi,3,Value-First Heuristic,42,3,15.0,0.42857142857142855,0.993103448275862,758,-403.115234375
saudi,3,Value-First Heuristic,42,4,15.0,0.42857142857142855,0.9954022988505747,886,-669.47265625
saudi,3,Value-First Heuristic,42,5,27.0,0.2857142857142857,1.0,900,-351.396484375
saudi,3,Value-First Heuristic,42,6,27.0,0.2857142857142857,1.0,900,-572.59765625
saudi,3,Value-First Heuristic,42,7,27.0,0.2857142857142857,0.9885057471264368,900,-161.376953125
saudi,3,Value-First Heuristic,42,8,15.0,0.42857142857142855,0.993103448275862,818,-506.58203125
saudi,3,Value-First Heuristic,42,9,15.0,0.42857142857142855,0.9965277777777778,899,-628.8671875
saudi,3,Value-First Heuristic,42,10,15.0,0.42857142857142855,0.9973544973544973,896,-536.533203125
saudi,3,Value-First Heuristic,42,11,15.0,0.42857142857142855,1.0,897,-626.85546875
saudi,3,Value-First Heuristic,42,12,15.0,0.42857142857142855,0.98989898989899,899,-414.0234375
saudi,3,Value-First Heuristic,42,13,15.0,0.42857142857142855,0.9954022988505747,677,-314.4921875
saudi,3,Value-First Heuristic,42,14,27.0,0.2857142857142857,0.9950980392156863,900,-731.71875
saudi,3,Value-First Heuristic,1042,0,15.0,0.42857142857142855,0.9970760233918129,897,-583.88671875
saudi,3,Value-First Heuristic,1042,1,15.0,0.42857142857142855,0.9954022988505747,854,-586.728515625
saudi,3,Value-First Heuristic,1042,2,27.0,0.2857142857142857,1.0,900,-653.45703125
saudi,3,Value-First Heuristic,1042,3,15.0,0.42857142857142855,0.993103448275862,836,-543.26171875
saudi,3,Value-First Heuristic,1042,4,27.0,0.2857142857142857,1.0,900,-471.279296875
saudi,3,Value-First Heuristic,1042,5,15.0,0.42857142857142855,0.9916666666666667,899,-238.69140625
saudi,3,Value-First Heuristic,1042,6,15.0,0.42857142857142855,0.994535519125683,897,-657.236328125
saudi,3,Value-First Heuristic,1042,7,15.0,0.42857142857142855,1.0,896,-665.166015625
saudi,3,Value-First Heuristic,1042,8,15.0,0.42857142857142855,0.9906103286384976,899,-444.6484375
saudi,3,Value-First Heuristic,1042,9,27.0,0.2857142857142857,1.0,900,-296.3671875
saudi,3,Value-First Heuristic,1042,10,15.0,0.42857142857142855,0.9954022988505747,807,-486.611328125
saudi,3,Value-First Heuristic,1042,11,27.0,0.2857142857142857,1.0,900,-617.294921875
saudi,3,Value-First Heuristic,1042,12,27.0,0.2857142857142857,1.0,900,-617.275390625
saudi,3,Value-First Heuristic,1042,13,15.0,0.42857142857142855,0.9972222222222222,899,-715.029296875
saudi,3,Value-First Heuristic,1042,14,15.0,0.42857142857142855,0.9977011494252873,882,-666.54296875
saudi,3,Value-First Heuristic,2042,0,15.0,0.42857142857142855,0.993103448275862,857,-594.6484375
saudi,3,Value-First Heuristic,2042,1,15.0,0.42857142857142855,0.9933333333333333,899,-639.677734375
saudi,3,Value-First Heuristic,2042,2,15.0,0.42857142857142855,0.9939393939393939,899,-676.826171875
saudi,3,Value-First Heuristic,2042,3,27.0,0.2857142857142857,1.0,900,-190.13671875
saudi,3,Value-First Heuristic,2042,4,15.0,0.42857142857142855,0.9950980392156863,899,-454.8828125
saudi,3,Value-First Heuristic,2042,5,27.0,0.2857142857142857,1.0,900,-679.189453125
saudi,3,Value-First Heuristic,2042,6,15.0,0.42857142857142855,0.9954022988505747,874,-590.15625
saudi,3,Value-First Heuristic,2042,7,27.0,0.2857142857142857,1.0,900,-296.34765625
saudi,3,Value-First Heuristic,2042,8,27.0,0.2857142857142857,1.0,900,-696.318359375
saudi,3,Value-First Heuristic,2042,9,15.0,0.42857142857142855,0.9971264367816092,899,-693.212890625
saudi,3,Value-First Heuristic,2042,10,27.0,0.2857142857142857,1.0,900,-639.951171875
saudi,3,Value-First Heuristic,2042,11,27.0,0.2857142857142857,1.0,900,-390.712890625
saudi,3,Value-First Heuristic,2042,12,15.0,0.42857142857142855,0.996969696969697,896,-595.5859375
saudi,3,Value-First Heuristic,2042,13,27.0,0.2857142857142857,0.9906103286384976,900,-466.50390625
saudi,3,Value-First Heuristic,2042,14,15.0,0.42857142857142855,0.9905660377358491,899,-648.798828125
saudi,3,Value-First Heuristic,3042,0,15.0,0.42857142857142855,0.993103448275862,792,-458.798828125
saudi,3,Value-First Heuristic,3042,1,15.0,0.42857142857142855,0.9976851851851852,897,-713.8671875
saudi,3,Value-First Heuristic,3042,2,27.0,0.2857142857142857,1.0,900,-131.23046875
saudi,3,Value-First Heuristic,3042,3,27.0,0.2857142857142857,0.9952038369304557,900,-747.646484375
saudi,3,Value-First Heuristic,3042,4,15.0,0.42857142857142855,0.9901960784313726,899,-413.8671875
saudi,3,Value-First Heuristic,3042,5,27.0,0.2857142857142857,1.0,900,-437.2265625
saudi,3,Value-First Heuristic,3042,6,15.0,0.42857142857142855,1.0,896,-629.6875
saudi,3,Value-First Heuristic,3042,7,15.0,0.42857142857142855,0.993103448275862,850,-519.51171875
saudi,3,Value-First Heuristic,3042,8,15.0,0.42857142857142855,0.9954022988505747,864,-587.03125
saudi,3,Value-First Heuristic,3042,9,15.0,0.42857142857142855,0.9967637540453075,896,-552.607421875
saudi,3,Value-First Heuristic,3042,10,15.0,0.42857142857142855,0.9920634920634921,897,-682.3828125
saudi,3,Value-First Heuristic,3042,11,15.0,0.42857142857142855,0.994579945799458,899,-704.697265625
saudi,3,Value-First Heuristic,3042,12,15.0,0.42857142857142855,0.9919678714859438,899,-538.33984375
saudi,3,Value-First Heuristic,3042,13,27.0,0.2857142857142857,0.9948320413436692,900,-712.685546875
saudi,3,Value-First Heuristic,3042,14,27.0,0.2857142857142857,0.9944903581267218,900,-691.3671875
saudi,3,Value-First Heuristic,4042,0,15.0,0.42857142857142855,0.9954022988505747,887,-664.31640625
saudi,3,Value-First Heuristic,4042,1,15.0,0.42857142857142855,0.9971751412429378,896,-572.51953125
saudi,3,Value-First Heuristic,4042,2,15.0,0.42857142857142855,0.9954022988505747,748,-380.654296875
saudi,3,Value-First Heuristic,4042,3,27.0,0.2857142857142857,1.0,900,-169.033203125
saudi,3,Value-First Heuristic,4042,4,27.0,0.2857142857142857,0.9958333333333333,900,-534.70703125
saudi,3,Value-First Heuristic,4042,5,27.0,0.2857142857142857,1.0,900,-456.015625
saudi,3,Value-First Heuristic,4042,6,15.0,0.42857142857142855,0.9908045977011494,873,-634.21875
saudi,3,Value-First Heuristic,4042,7,27.0,0.2857142857142857,1.0,900,-687.587890625
saudi,3,Value-First Heuristic,4042,8,15.0,0.42857142857142855,0.9952380952380953,897,-717.890625
saudi,3,Value-First Heuristic,4042,9,15.0,0.42857142857142855,0.9941520467836257,899,-697.451171875
saudi,3,Value-First Heuristic,4042,10,15.0,0.42857142857142855,0.9954022988505747,852,-554.04296875
saudi,3,Value-First Heuristic,4042,11,27.0,0.2857142857142857,1.0,900,-588.232421875
saudi,3,Value-First Heuristic,4042,12,15.0,0.42857142857142855,0.9954022988505747,882,-655.830078125
saudi,3,Value-First Heuristic,4042,13,15.0,0.42857142857142855,0.9977011494252873,891,-705.09765625
saudi,3,Value-First Heuristic,4042,14,27.0,0.2857142857142857,1.0,900,-622.080078125
saudi,3,Local Reactive,42,0,27.0,0.2857142857142857,1.0,889,-188.57421875
saudi,3,Local Reactive,42,1,27.0,0.2857142857142857,1.0,803,-558.291015625
saudi,3,Local Reactive,42,2,27.0,0.2857142857142857,0.9885057471264368,870,-711.962890625
saudi,3,Local Reactive,42,3,-1.0,0.5714285714285714,1.0,588,-353.22265625
saudi,3,Local Reactive,42,4,27.0,0.2857142857142857,1.0,823,-617.734375
saudi,3,Local Reactive,42,5,27.0,0.2857142857142857,0.9876543209876543,892,-347.099609375
saudi,3,Local Reactive,42,6,27.0,0.2857142857142857,1.0,880,-548.2421875
saudi,3,Local Reactive,42,7,27.0,0.2857142857142857,0.9770114942528736,892,-159.6875
saudi,3,Local Reactive,42,8,27.0,0.2857142857142857,0.9977011494252873,746,-468.916015625
saudi,3,Local Reactive,42,9,27.0,0.2857142857142857,0.9965277777777778,889,-619.970703125
saudi,3,Local Reactive,42,10,27.0,0.2857142857142857,0.9894179894179894,840,-507.85390625
saudi,3,Local Reactive,42,11,27.0,0.2857142857142857,0.9971988795518207,841,-588.291015625
saudi,3,Local Reactive,42,12,27.0,0.2857142857142857,0.9949494949494949,883,-406.083984375
saudi,3,Local Reactive,42,13,27.0,0.2857142857142857,0.9954022988505747,578,-293.759765625
saudi,3,Local Reactive,42,14,27.0,0.2857142857142857,0.9950980392156863,848,-689.84609375
saudi,3,Local Reactive,1042,0,27.0,0.2857142857142857,1.0,865,-561.240234375
saudi,3,Local Reactive,1042,1,27.0,0.2857142857142857,0.9954022988505747,789,-540.478515625
saudi,3,Local Reactive,1042,2,27.0,0.2857142857142857,0.9702380952380952,876,-619.2578125
saudi,3,Local Reactive,1042,3,27.0,0.2857142857142857,1.0,757,-502.265625
saudi,3,Local Reactive,1042,4,27.0,0.2857142857142857,1.0,879,-454.658203125
saudi,3,Local Reactive,1042,5,27.0,0.2857142857142857,1.0,885,-234.775390625
saudi,3,Local Reactive,1042,6,27.0,0.2857142857142857,0.9972677595628415,845,-615.732421875
saudi,3,Local Reactive,1042,7,27.0,0.2857142857142857,1.0,862,-639.873046875
saudi,3,Local Reactive,1042,8,27.0,0.2857142857142857,0.971830985915493,865,-426.5625
saudi,3,Local Reactive,1042,9,27.0,0.2857142857142857,1.0,896,-294.21875
saudi,3,Local Reactive,1042,10,27.0,0.2857142857142857,0.993103448275862,710,-436.083984375
saudi,3,Local Reactive,1042,11,27.0,0.2857142857142857,0.9964539007092199,894,-611.923828125
saudi,3,Local Reactive,1042,12,27.0,0.2857142857142857,0.9964539007092199,894,-611.9140625
saudi,3,Local Reactive,1042,13,27.0,0.2857142857142857,0.9972451790633609,870,-695.400390625
saudi,3,Local Reactive,1042,14,27.0,0.2857142857142857,1.0,811,-604.86328125
saudi,3,Local Reactive,2042,0,27.0,0.2857142857142857,0.9977011494252873,785,-543.349609375
saudi,3,Local Reactive,2042,1,27.0,0.2857142857142857,0.9933333333333333,885,-627.44140625
saudi,3,Local Reactive,2042,2,27.0,0.2857142857142857,1.0,862,-644.8828125
saudi,3,Local Reactive,2042,3,27.0,0.2857142857142857,1.0,893,-185.8984375
saudi,3,Local Reactive,2042,4,27.0,0.2857142857142857,1.0,884,-445.712890625
saudi,3,Local Reactive,2042,5,27.0,0.2857142857142857,0.9732142857142857,877,-659.1796875
saudi,3,Local Reactive,2042,6,27.0,0.2857142857142857,1.0,775,-529.78515625
saudi,3,Local Reactive,2042,7,27.0,0.2857142857142857,0.9927536231884058,895,-293.80859375
saudi,3,Local Reactive,2042,8,27.0,0.2857142857142857,1.0,873,-673.681640625
saudi,3,Local Reactive,2042,9,27.0,0.2857142857142857,0.9798850574712644,877,-667.97109375
saudi,3,Local Reactive,2042,10,27.0,0.2857142857142857,0.9972677595628415,862,-602.998046875
saudi,3,Local Reactive,2042,11,27.0,0.2857142857142857,0.96875,890,-381.15234375
saudi,3,Local Reactive,2042,12,27.0,0.2857142857142857,0.9878787878787879,858,-570.95703125
saudi,3,Local Reactive,2042,13,27.0,0.2857142857142857,1.0,894,-462.490234375
saudi,3,Local Reactive,2042,14,27.0,0.2857142857142857,0.9937106918238994,859,-616.13515625
saudi,3,Local Reactive,3042,0,27.0,0.2857142857142857,1.0,668,-413.046875
saudi,3,Local Reactive,3042,1,27.0,0.2857142857142857,1.0,828,-660.625
saudi,3,Local Reactive,3042,2,27.0,0.2857142857142857,0.9866666666666667,893,-129.736328125
saudi,3,Local Reactive,3042,3,27.0,0.2857142857142857,0.9952038369304557,880,-723.92578125
saudi,3,Local Reactive,3042,4,27.0,0.2857142857142857,0.9656862745098039,881,-404.228515625
saudi,3,Local Reactive,3042,5,27.0,0.2857142857142857,1.0,893,-433.0078125
saudi,3,Local Reactive,3042,6,27.0,0.2857142857142857,1.0,846,-578.88671875
saudi,3,Local Reactive,3042,7,27.0,0.2857142857142857,0.9954022988505747,791,-482.939453125
saudi,3,Local Reactive,3042,8,27.0,0.2857142857142857,0.993103448275862,791,-540.734765625
saudi,3,Local Reactive,3042,9,27.0,0.2857142857142857,0.9967637540453075,860,-525.419921875
saudi,3,Local Reactive,3042,10,27.0,0.2857142857142857,1.0,861,-649.833984375
saudi,3,Local Reactive,3042,11,27.0,0.2857142857142857,0.9946236559139785,877,-689.443359375
saudi,3,Local Reactive,3042,12,27.0,0.2857142857142857,0.9759036144578314,883,-526.611328125
saudi,3,Local Reactive,3042,13,27.0,0.2857142857142857,1.0,863,-722.421875
saudi,3,Local Reactive,3042,14,27.0,0.2857142857142857,0.9889807162534435,868,-658.96484375
saudi,3,Local Reactive,4042,0,27.0,0.2857142857142857,1.0,836,-625.6640625
saudi,3,Local Reactive,4042,1,27.0,0.2857142857142857,0.9943502824858758,832,-530.15625
saudi,3,Local Reactive,4042,2,27.0,0.2857142857142857,0.993103448275862,649,-341.357421875
saudi,3,Local Reactive,4042,3,27.0,0.2857142857142857,1.0,891,-166.962890625
saudi,3,Local Reactive,4042,4,27.0,0.2857142857142857,1.0,890,-527.412109375
saudi,3,Local Reactive,4042,5,27.0,0.2857142857142857,1.0,883,-440.17578125
saudi,3,Local Reactive,4042,6,27.0,0.2857142857142857,1.0,812,-587.041015625
saudi,3,Local Reactive,4042,7,27.0,0.2857142857142857,0.9950248756218906,855,-645.927734375
saudi,3,Local Reactive,4042,8,27.0,0.2857142857142857,1.0,857,-677.861328125
saudi,3,Local Reactive,4042,9,27.0,0.2857142857142857,1.0,888,-684.130859375
saudi,3,Local Reactive,4042,10,27.0,0.2857142857142857,0.9954022988505747,768,-508.71328125
saudi,3,Local Reactive,4042,11,27.0,0.2857142857142857,1.0,882,-567.6171875
saudi,3,Local Reactive,4042,12,27.0,0.2857142857142857,1.0,810,-603.349609375
saudi,3,Local Reactive,4042,13,27.0,0.2857142857142857,0.993103448275862,845,-667.255859375
saudi,3,Local Reactive,4042,14,27.0,0.2857142857142857,0.9968847352024922,870,-590.869140625
saudi,3,CommNet (matched),42,0,1.0,0.5714285714285714,0.696969696969697,891,-190.20703125
saudi,3,CommNet (matched),42,1,21.0,0.42857142857142855,0.6735632183908046,864,-601.07890625
saudi,3,CommNet (matched),42,2,7.0,0.42857142857142855,0.3701149425287356,891,-733.116796875
saudi,3,CommNet (matched),42,3,1.0,0.5714285714285714,0.6735632183908046,742,-391.9671875
saudi,3,CommNet (matched),42,4,21.0,0.42857142857142855,0.6735632183908046,880,-662.419140625
saudi,3,CommNet (matched),42,5,27.0,0.2857142857142857,0.4876543209876543,897,-350.168359375
saudi,3,CommNet (matched),42,6,27.0,0.2857142857142857,0.677536231884058,894,-566.655078125
saudi,3,CommNet (matched),42,7,21.0,0.42857142857142855,0.9080459770114943,890,-160.59296875
saudi,3,CommNet (matched),42,8,-5.0,0.5714285714285714,0.6735632183908046,803,-493.424609375
saudi,3,CommNet (matched),42,9,7.0,0.42857142857142855,0.3854166666666667,895,-626.090625
saudi,3,CommNet (matched),42,10,-11.0,0.7142857142857143,0.6746031746031746,882,-530.109375
saudi,3,CommNet (matched),42,11,-11.0,0.7142857142857143,0.6750700280112045,879,-616.141796875
saudi,3,CommNet (matched),42,12,1.0,0.5714285714285714,0.6818181818181818,885,-409.308203125
saudi,3,CommNet (matched),42,13,1.0,0.5714285714285714,0.6735632183908046,660,-305.319140625
saudi,3,CommNet (matched),42,14,27.0,0.2857142857142857,0.6740196078431373,898,-729.697265625
saudi,3,CommNet (matched),1042,0,-11.0,0.7142857142857143,0.6754385964912281,881,-575.275390625
saudi,3,CommNet (matched),1042,1,27.0,0.2857142857142857,0.6735632183908046,844,-576.291015625
saudi,3,CommNet (matched),1042,2,27.0,0.2857142857142857,0.3541666666666667,896,-649.51640625
saudi,3,CommNet (matched),1042,3,27.0,0.2857142857142857,0.6735632183908046,824,-531.391015625
saudi,3,CommNet (matched),1042,4,27.0,0.2857142857142857,0.6785714285714286,896,-466.867578125
saudi,3,CommNet (matched),1042,5,1.0,0.5714285714285714,0.6,889,-237.169921875
saudi,3,CommNet (matched),1042,6,-11.0,0.7142857142857143,0.674863387978142,878,-644.59140625
saudi,3,CommNet (matched),1042,7,-11.0,0.7142857142857143,0.6738095238095239,881,-654.7015625
saudi,3,CommNet (matched),1042,8,-11.0,0.7142857142857143,0.6807511737089202,887,-439.6234375
saudi,3,CommNet (matched),1042,9,27.0,0.2857142857142857,0.7608695652173914,892,-293.530078125
saudi,3,CommNet (matched),1042,10,15.0,0.42857142857142855,0.6735632183908046,792,-468.76640625
saudi,3,CommNet (matched),1042,11,15.0,0.42857142857142855,0.6950354609929078,894,-612.729296875
saudi,3,CommNet (matched),1042,12,15.0,0.42857142857142855,0.6950354609929078,894,-612.71953125
saudi,3,CommNet (matched),1042,13,9.0,0.5714285714285714,0.37777777777777777,892,-708.73671875
saudi,3,CommNet (matched),1042,14,27.0,0.2857142857142857,0.6735632183908046,870,-654.34765625
saudi,3,CommNet (matched),2042,0,27.0,0.2857142857142857,0.6735632183908046,846,-583.439453125
saudi,3,CommNet (matched),2042,1,1.0,0.5714285714285714,0.6766666666666666,888,-631.69609375
saudi,3,CommNet (matched),2042,2,15.0,0.42857142857142855,0.3575757575757576,893,-672.7015625
saudi,3,CommNet (matched),2042,3,21.0,0.42857142857142855,0.6666666666666666,891,-188.215234375
saudi,3,CommNet (matched),2042,4,7.0,0.42857142857142855,0.4068627450980392,894,-452.855859375
saudi,3,CommNet (matched),2042,5,27.0,0.2857142857142857,0.3958333333333333,899,-678.076171875
saudi,3,CommNet (matched),2042,6,1.0,0.5714285714285714,0.6735632183908046,859,-579.027734375
saudi,3,CommNet (matched),2042,7,27.0,0.2857142857142857,0.7608695652173914,892,-293.510546875
saudi,3,CommNet (matched),2042,8,27.0,0.2857142857142857,0.3775811209439528,897,-693.58125
saudi,3,CommNet (matched),2042,9,7.0,0.42857142857142855,0.3505747126436782,892,-688.265234375
saudi,3,CommNet (matched),2042,10,27.0,0.2857142857142857,0.6749311294765841,896,-635.363671875
saudi,3,CommNet (matched),2042,11,27.0,0.2857142857142857,0.6822916666666666,895,-388.080859375
saudi,3,CommNet (matched),2042,12,7.0,0.42857142857142855,0.38181818181818183,893,-594.327734375
saudi,3,CommNet (matched),2042,13,27.0,0.2857142857142857,0.3568075117370892,898,-465.246484375
saudi,3,CommNet (matched),2042,14,-5.0,0.5714285714285714,0.6761006289308176,891,-642.97578125
saudi,3,CommNet (matched),3042,0,1.0,0.5714285714285714,0.6735632183908046,776,-446.039453125
saudi,3,CommNet (matched),3042,1,-11.0,0.7142857142857143,0.47685185185185186,879,-698.825
saudi,3,CommNet (matched),3042,2,15.0,0.42857142857142855,0.7307692307692307,892,-139.252734375
saudi,3,CommNet (matched),3042,3,27.0,0.2857142857142857,0.6738609112709832,898,-745.322265625
saudi,3,CommNet (matched),3042,4,-11.0,0.7142857142857143,0.6813725490196079,887,-409.29140625
saudi,3,CommNet (matched),3042,5,15.0,0.42857142857142855,0.7230769230769231,894,-434.26015625
saudi,3,CommNet (matched),3042,6,-11.0,0.7142857142857143,0.674074074074074,882,-620.705078125
saudi,3,CommNet (matched),3042,7,1.0,0.5714285714285714,0.6735632183908046,834,-508.92265625
saudi,3,CommNet (matched),3042,8,15.0,0.42857142857142855,0.6735632183908046,858,-578.959765625
saudi,3,CommNet (matched),3042,9,7.0,0.42857142857142855,0.3851132686084142,893,-551.534765625
saudi,3,CommNet (matched),3042,10,7.0,0.42857142857142855,0.37566137566137564,893,-679.82578125
saudi,3,CommNet (matched),3042,11,7.0,0.42857142857142855,0.37669376693766937,893,-699.59140625
saudi,3,CommNet (matched),3042,12,1.0,0.5714285714285714,0.678714859437751,889,-532.345703125
saudi,3,CommNet (matched),3042,13,27.0,0.2857142857142857,0.7002583979328165,898,-710.17578125
saudi,3,CommNet (matched),3042,14,27.0,0.2857142857142857,0.6721763085399449,898,-689.287109375
saudi,3,CommNet (matched),4042,0,1.0,0.5714285714285714,0.6735632183908046,874,-652.765625
saudi,3,CommNet (matched),4042,1,-11.0,0.7142857142857143,0.6751412429378532,880,-564.594140625
saudi,3,CommNet (matched),4042,2,1.0,0.5714285714285714,0.6735632183908046,733,-371.69375
saudi,3,CommNet (matched),4042,3,21.0,0.42857142857142855,0.9111111111111111,890,-168.1515625
saudi,3,CommNet (matched),4042,4,15.0,0.42857142857142855,0.4583333333333333,891,-529.648046875
saudi,3,CommNet (matched),4042,5,27.0,0.2857142857142857,0.6796536796536796,896,-453.312890625
saudi,3,CommNet (matched),4042,6,21.0,0.42857142857142855,0.6735632183908046,861,-621.74765625
saudi,3,CommNet (matched),4042,7,27.0,0.2857142857142857,0.6741293532338308,896,-683.303125
saudi,3,CommNet (matched),4042,8,-11.0,0.7142857142857143,0.6738095238095239,880,-703.773828125
saudi,3,CommNet (matched),4042,9,15.0,0.42857142857142855,0.3713450292397661,893,-692.765234375
