region,condition,policy,seed,episode,WEL,ISR,CE,burned_cells,total_reward
california,heldout_ignition,Local Reactive,4042,12,0.0,0.8333333333333334,1.0,393,-296.71875
california,heldout_ignition,Local Reactive,4042,13,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Local Reactive,4042,14,28.0,0.16666666666666666,0.9977011494252873,593,-443.212890625
california,heldout_ignition,Learned Hierarchical,42,0,34.0,0.0,0.9894736842105263,826,-392.578125
california,heldout_ignition,Learned Hierarchical,42,1,16.0,0.5,0.9885057471264368,575,-278.2421875
california,heldout_ignition,Learned Hierarchical,42,2,12.0,0.5,0.993103448275862,497,-324.21875
california,heldout_ignition,Learned Hierarchical,42,3,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,42,4,28.0,0.16666666666666666,0.9632183908045977,739,-537.998046875
california,heldout_ignition,Learned Hierarchical,42,5,34.0,0.0,0.9894736842105263,826,-392.55859375
california,heldout_ignition,Learned Hierarchical,42,6,16.0,0.5,0.9885057471264368,575,-278.232421875
california,heldout_ignition,Learned Hierarchical,42,7,12.0,0.5,0.993103448275862,497,-324.23828125
california,heldout_ignition,Learned Hierarchical,42,8,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,42,9,28.0,0.16666666666666666,0.9632183908045977,739,-538.0078125
california,heldout_ignition,Learned Hierarchical,42,10,34.0,0.0,0.9894736842105263,826,-392.59765625
california,heldout_ignition,Learned Hierarchical,42,11,16.0,0.5,0.9885057471264368,575,-278.2421875
california,heldout_ignition,Learned Hierarchical,42,12,12.0,0.5,0.993103448275862,497,-324.228515625
california,heldout_ignition,Learned Hierarchical,42,13,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,42,14,28.0,0.16666666666666666,0.9632183908045977,739,-537.958984375
california,heldout_ignition,Learned Hierarchical,1042,0,34.0,0.0,0.9894736842105263,826,-392.568359375
california,heldout_ignition,Learned Hierarchical,1042,1,16.0,0.5,0.9885057471264368,575,-278.22265625
california,heldout_ignition,Learned Hierarchical,1042,2,12.0,0.5,0.993103448275862,497,-324.228515625
california,heldout_ignition,Learned Hierarchical,1042,3,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,1042,4,28.0,0.16666666666666666,0.9632183908045977,739,-537.958984375
california,heldout_ignition,Learned Hierarchical,1042,5,34.0,0.0,0.9894736842105263,826,-392.59765625
california,heldout_ignition,Learned Hierarchical,1042,6,16.0,0.5,0.9885057471264368,575,-278.2421875
california,heldout_ignition,Learned Hierarchical,1042,7,12.0,0.5,0.993103448275862,497,-324.21875
california,heldout_ignition,Learned Hierarchical,1042,8,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,1042,9,28.0,0.16666666666666666,0.9632183908045977,739,-537.998046875
california,heldout_ignition,Learned Hierarchical,1042,10,34.0,0.0,0.9894736842105263,826,-392.578125
california,heldout_ignition,Learned Hierarchical,1042,11,16.0,0.5,0.9885057471264368,575,-278.2421875
california,heldout_ignition,Learned Hierarchical,1042,12,12.0,0.5,0.993103448275862,497,-324.208984375
california,heldout_ignition,Learned Hierarchical,1042,13,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,1042,14,28.0,0.16666666666666666,0.9632183908045977,739,-537.98828125
california,heldout_ignition,Learned Hierarchical,2042,0,34.0,0.0,0.9894736842105263,826,-392.568359375
california,heldout_ignition,Learned Hierarchical,2042,1,16.0,0.5,0.9885057471264368,575,-278.251953125
california,heldout_ignition,Learned Hierarchical,2042,2,12.0,0.5,0.993103448275862,497,-324.228515625
california,heldout_ignition,Learned Hierarchical,2042,3,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,2042,4,28.0,0.16666666666666666,0.9632183908045977,739,-538.0078125
california,heldout_ignition,Learned Hierarchical,2042,5,34.0,0.0,0.9894736842105263,826,-392.587890625
