region,condition,policy,seed,episode,WEL,ISR,CE,burned_cells,total_reward
saudi,heldout_ignition,Local Reactive,1042,7.0,25.933333333333334,0.30476190476190473,0.9944757324321271,805.2,-413.798828125
saudi,heldout_ignition,Local Reactive,2042,7.0,23.666666666666668,0.3333333333333333,0.9889449008536043,803.3333333333334,-411.31492187500004
saudi,heldout_ignition,Local Reactive,3042,7.0,25.666666666666668,0.2952380952380952,0.9913001217446875,805.3333333333334,-412.21401041666667
saudi,heldout_ignition,Local Reactive,4042,7.0,25.933333333333334,0.30476190476190473,0.9897352120108744,806.6666666666666,-413.7398697916667
saudi,heldout_ignition,No-Op,42,7.0,27.0,0.2857142857142857,1.0,850.0,-432.5611979166667
saudi,heldout_ignition,No-Op,1042,7.0,27.0,0.2857142857142857,1.0,850.0,-432.5598958333333
saudi,heldout_ignition,No-Op,2042,7.0,27.0,0.2857142857142857,1.0,850.0,-432.5592447916667
saudi,heldout_ignition,No-Op,3042,7.0,27.0,0.2857142857142857,1.0,850.0,-432.548828125
saudi,heldout_ignition,No-Op,4042,7.0,27.0,0.2857142857142857,1.0,850.0,-432.5501302083333
saudi,heldout_ignition,Value-First Heuristic,42,7.0,19.8,0.3714285714285714,0.9979958036854588,848.4,-431.6927083333333
saudi,heldout_ignition,Value-First Heuristic,1042,7.0,19.8,0.3714285714285714,0.9979958036854588,848.4,-431.6901041666667
saudi,heldout_ignition,Value-First Heuristic,2042,7.0,19.8,0.3714285714285714,0.9979958036854588,848.4,-431.689453125
saudi,heldout_ignition,Value-First Heuristic,3042,7.0,19.8,0.3714285714285714,0.9979958036854588,848.4,-431.6822916666667
saudi,heldout_ignition,Value-First Heuristic,4042,7.0,19.8,0.3714285714285714,0.9979958036854588,848.4,-431.6809895833333
saudi,wind_plus90,CommNet (matched),42,7.0,2.2,0.5523809523809523,0.5480705084186498,880.2,-501.56786458333335
saudi,wind_plus90,CommNet (matched),1042,7.0,1.1333333333333333,0.5428571428571428,0.5772245929350471,887.0,-504.8352083333333
saudi,wind_plus90,CommNet (matched),2042,7.0,4.333333333333333,0.4857142857142857,0.5104744224784591,888.4666666666667,-487.3960416666667
saudi,wind_plus90,CommNet (matched),3042,7.0,3.4,0.5333333333333333,0.540618550818482,886.8666666666667,-496.12291666666664
saudi,wind_plus90,CommNet (matched),4042,7.0,0.4666666666666667,0.5619047619047619,0.6023442398994836,885.5333333333333,-490.98802083333334
saudi,wind_plus90,Learned Hierarchical,42,7.0,16.4,0.41904761904761906,0.9729987999508024,890.4666666666667,-473.4147135416667
saudi,wind_plus90,Learned Hierarchical,1042,7.0,15.0,0.42857142857142855,0.9651437415980165,897.2,-484.2890625
saudi,wind_plus90,Learned Hierarchical,2042,7.0,15.0,0.42857142857142855,0.9570481668972177,897.0666666666667,-464.3997395833333
saudi,wind_plus90,Learned Hierarchical,3042,7.0,15.8,0.41904761904761906,0.973256123174045,896.6,-476.783203125
saudi,wind_plus90,Learned Hierarchical,4042,7.0,15.8,0.41904761904761906,0.9791424183146668,896.8,-482.728515625
saudi,wind_plus90,Local Reactive,42,7.0,24.533333333333335,0.32380952380952377,0.9927442323340838,844.4,-481.2260416666667
saudi,wind_plus90,Local Reactive,1042,7.0,27.0,0.2857142857142857,0.9961571303750241,855.4666666666667,-475.47020833333335
saudi,wind_plus90,Local Reactive,2042,7.0,24.6,0.3142857142857143,0.9932541992799314,862.0666666666667,-457.44838541666667
saudi,wind_plus90,Local Reactive,3042,7.0,27.0,0.2857142857142857,0.9939168424843712,857.6,-470.07567708333335
saudi,wind_plus90,Local Reactive,4042,7.0,25.333333333333332,0.32380952380952377,0.9967459958418412,859.5333333333333,-473.92609375
saudi,wind_plus90,No-Op,42,7.0,26.4,0.30476190476190473,1.0,893.0,-474.0729166666667
saudi,wind_plus90,No-Op,1042,7.0,27.0,0.2857142857142857,1.0,899.9333333333333,-484.9192708333333
saudi,wind_plus90,No-Op,2042,7.0,27.0,0.2857142857142857,1.0,900.0,-464.3092447916667
saudi,wind_plus90,No-Op,3042,7.0,27.0,0.2857142857142857,1.0,899.5333333333333,-476.8828125
saudi,wind_plus90,No-Op,4042,7.0,27.0,0.2857142857142857,1.0,899.4666666666667,-483.4361979166667
saudi,wind_plus90,Value-First Heuristic,42,7.0,15.6,0.42857142857142855,0.9945031059880436,890.6666666666666,-473.4583333333333
saudi,wind_plus90,Value-First Heuristic,1042,7.0,15.0,0.42857142857142855,0.9948985017036969,897.3333333333334,-484.296875
saudi,wind_plus90,Value-First Heuristic,2042,7.0,15.0,0.42857142857142855,0.9945173271598554,897.0,-464.2486979166667
saudi,wind_plus90,Value-First Heuristic,3042,7.0,15.8,0.41904761904761906,0.9948025410395102,896.6666666666666,-476.7298177083333
saudi,wind_plus90,Value-First Heuristic,4042,7.0,15.8,0.41904761904761906,0.9942546332940875,897.0,-482.72265625
