group,cell,controller,variant,coordinate,catastrophe_weight,cascade_prob,n_seeds,n_episodes,rollout_gif,burned_cells_mean,burned_cells_ci_lo,burned_cells_ci_hi,isr_mean,isr_ci_lo,isr_ci_hi,wel_mean,wel_ci_lo,wel_ci_hi,cps_mean,cps_ci_lo,cps_ci_hi,rac_mean,rac_ci_lo,rac_ci_hi,pa_mean,pa_ci_lo,pa_ci_hi,ccl_mean,ccl_ci_lo,ccl_ci_hi,ce_mean,ce_ci_lo,ce_ci_hi
strategic_components,full,hybrid,risk_aware,True,5.0,0.15,3,12,figures/ablation/strategic_components/full.gif,0.2777777777777778,0.16666666666666666,0.4166666666666667,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6376695960744986,0.6001122389733803,0.7040334393883834,1.0,1.0,1.0,0.0,0.0,0.0,0.9966666666666667,,
strategic_components,no_prioritization,hybrid,greedy_risk,True,5.0,0.15,3,12,figures/ablation/strategic_components/no_prioritization.gif,0.7777777777777777,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7398402705096278,0.6650283333545615,0.7853965196729212,1.0,1.0,1.0,0.0,0.0,0.0,0.9966666666666667,,
strategic_components,no_coordination,hybrid,risk_aware,False,5.0,0.15,3,12,figures/ablation/strategic_components/no_coordination.gif,26.861111111111114,26.0,27.416666666666668,0.6904761904761904,0.6785714285714285,0.7023809523809522,5.282364689641529,4.980474894245465,5.570004078249137,0.888888888888889,0.880952380952381,0.8928571428571429,-111.55710420048136,-151.84540079127962,-40.82686470790278,0.6983204134366924,0.6841085271317829,0.7151162790697674,13.138888888888888,9.722222222222221,15.305555555555555,0.88,,
