WEL,ISR,CE,burned,return,region,policy,seed,episode,train_seed
8.0,0.7142857142857143,0.9933774834437086,246,-13.714285714285714,saudi,hiercomm,3042,14,42
0.0,1.0,0.9911699779249448,86,0.0,saudi,hiercomm,4042,0,42
13.0,0.5714285714285714,0.9624724061810155,239,-21.571428571428573,saudi,hiercomm,4042,1,42
4.0,0.8571428571428571,0.9933774834437086,263,-6.857142857142858,saudi,hiercomm,4042,2,42
13.0,0.5714285714285714,0.9911699779249448,220,-21.571428571428573,saudi,hiercomm,4042,3,42
0.0,1.0,0.9933774834437086,204,0.0,saudi,hiercomm,4042,4,42
10.0,0.8571428571428571,0.9426048565121413,93,-12.857142857142858,saudi,hiercomm,4042,5,42
0.0,1.0,0.9911699779249448,118,0.0,saudi,hiercomm,4042,6,42
8.0,0.7142857142857143,0.9470198675496688,226,-14.114285714285712,saudi,hiercomm,4042,7,42
10.0,0.8571428571428571,0.9911699779249448,175,-12.857142857142858,saudi,hiercomm,4042,8,42
4.0,0.8571428571428571,0.9933774834437086,189,-6.857142857142858,saudi,hiercomm,4042,9,42
4.0,0.8571428571428571,0.9911699779249448,280,-6.857142857142858,saudi,hiercomm,4042,10,42
4.0,0.8571428571428571,0.9933774834437086,202,-6.857142857142858,saudi,hiercomm,4042,11,42
0.0,1.0,0.9933774834437086,300,0.0,saudi,hiercomm,4042,12,42
0.0,1.0,0.9801324503311258,284,0.0,saudi,hiercomm,4042,13,42
0.0,1.0,0.9801324503311258,200,0.0,saudi,hiercomm,4042,14,42
3.0,0.8571428571428571,0.9249448123620309,181,-6.1571428571428575,saudi,hiercomm,42,0,1042
9.0,0.7142857142857143,0.9786666666666667,58,-14.714285714285714,saudi,hiercomm,42,1,1042
10.0,0.8571428571428571,0.9962546816479401,80,-12.857142857142858,saudi,hiercomm,42,2,1042
3.0,0.8571428571428571,0.988009592326139,117,-5.857142857142858,saudi,hiercomm,42,3,1042
7.0,0.7142857142857143,0.869757174392936,133,-12.714285714285714,saudi,hiercomm,42,4,1042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,5,1042
7.0,0.7142857142857143,0.989247311827957,106,-12.714285714285714,saudi,hiercomm,42,6,1042
4.0,0.8571428571428571,0.9955849889624724,130,-6.857142857142858,saudi,hiercomm,42,7,1042
3.0,0.8571428571428571,0.8454746136865342,149,-5.857142857142858,saudi,hiercomm,42,8,1042
4.0,0.8571428571428571,0.9293598233995585,497,-6.857142857142858,saudi,hiercomm,42,9,1042
10.0,0.8571428571428571,1.0,145,-12.85714285714286,saudi,hiercomm,42,10,1042
3.0,0.8571428571428571,0.9735099337748344,146,-6.057142857142857,saudi,hiercomm,42,11,1042
0.0,1.0,1.0,45,0.0,saudi,hiercomm,42,12,1042
0.0,1.0,0.8587196467991169,258,-1.0999999999999999,saudi,hiercomm,42,13,1042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,14,1042
13.0,0.5714285714285714,0.9514348785871964,183,-21.671428571428574,saudi,hiercomm,1042,0,1042
0.0,1.0,0.9858156028368794,134,-0.1,saudi,hiercomm,1042,1,1042
7.0,0.7142857142857143,0.9558498896247241,308,-12.714285714285714,saudi,hiercomm,1042,2,1042
3.0,0.8571428571428571,0.9757174392935982,231,-5.857142857142858,saudi,hiercomm,1042,3,1042
9.0,0.7142857142857143,1.0,61,-14.714285714285714,saudi,hiercomm,1042,4,1042
0.0,1.0,0.9955849889624724,188,0.0,saudi,hiercomm,1042,5,1042
0.0,1.0,0.9880952380952381,68,0.0,saudi,hiercomm,1042,6,1042
4.0,0.8571428571428571,0.9845474613686535,223,-6.957142857142857,saudi,hiercomm,1042,7,1042
4.0,0.8571428571428571,0.9977924944812362,166,-6.857142857142858,saudi,hiercomm,1042,8,1042
9.0,0.7142857142857143,0.9977924944812362,149,-14.714285714285714,saudi,hiercomm,1042,9,1042
10.0,0.8571428571428571,0.9381898454746137,75,-12.957142857142857,saudi,hiercomm,1042,10,1042
9.0,0.7142857142857143,0.9867549668874173,118,-14.814285714285713,saudi,hiercomm,1042,11,1042
4.0,0.8571428571428571,1.0,267,-6.857142857142858,saudi,hiercomm,1042,12,1042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,1042,13,1042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,1042,14,1042
9.0,0.7142857142857143,0.9889624724061811,402,-14.714285714285714,saudi,hiercomm,2042,0,1042
0.0,1.0,0.9977924944812362,112,0.0,saudi,hiercomm,2042,1,1042
7.0,0.7142857142857143,0.9072847682119205,341,-12.714285714285714,saudi,hiercomm,2042,2,1042
13.0,0.5714285714285714,0.9955849889624724,240,-21.571428571428573,saudi,hiercomm,2042,3,1042
4.0,0.8571428571428571,0.9933774834437086,242,-6.857142857142858,saudi,hiercomm,2042,4,1042
3.0,0.8571428571428571,1.0,101,-5.857142857142858,saudi,hiercomm,2042,5,1042
4.0,0.8571428571428571,0.976897689768977,155,-6.857142857142858,saudi,hiercomm,2042,6,1042
4.0,0.8571428571428571,1.0,285,-6.857142857142858,saudi,hiercomm,2042,7,1042
9.0,0.7142857142857143,1.0,61,-14.714285714285714,saudi,hiercomm,2042,8,1042
8.0,0.7142857142857143,0.9801324503311258,249,-13.814285714285713,saudi,hiercomm,2042,9,1042
9.0,0.7142857142857143,1.0,77,-14.714285714285714,saudi,hiercomm,2042,10,1042
4.0,0.8571428571428571,0.8035320088300221,498,-6.857142857142858,saudi,hiercomm,2042,11,1042
0.0,1.0,1.0,320,0.0,saudi,hiercomm,2042,12,1042
0.0,1.0,0.9470198675496688,136,-0.2,saudi,hiercomm,2042,13,1042
0.0,1.0,0.9889624724061811,217,0.0,saudi,hiercomm,2042,14,1042
23.0,0.42857142857142855,0.9359823399558499,140,-34.628571428571426,saudi,hiercomm,3042,0,1042
4.0,0.8571428571428571,0.9867549668874173,90,-6.957142857142857,saudi,hiercomm,3042,1,1042
4.0,0.8571428571428571,0.9933774834437086,260,-6.857142857142858,saudi,hiercomm,3042,2,1042
0.0,1.0,0.9933774834437086,92,0.0,saudi,hiercomm,3042,3,1042
9.0,0.7142857142857143,1.0,113,-14.714285714285714,saudi,hiercomm,3042,4,1042
0.0,1.0,0.9293598233995585,132,-0.1,saudi,hiercomm,3042,5,1042
7.0,0.7142857142857143,1.0,204,-12.714285714285714,saudi,hiercomm,3042,6,1042
9.0,0.7142857142857143,1.0,34,-14.714285714285714,saudi,hiercomm,3042,7,1042
7.0,0.7142857142857143,0.9713024282560706,126,-12.914285714285715,saudi,hiercomm,3042,8,1042
0.0,1.0,0.9624724061810155,121,-0.2,saudi,hiercomm,3042,9,1042
4.0,0.8571428571428571,0.9977924944812362,173,-6.857142857142858,saudi,hiercomm,3042,10,1042
0.0,1.0,0.9889624724061811,97,0.0,saudi,hiercomm,3042,11,1042
4.0,0.8571428571428571,0.8785871964679912,243,-6.957142857142857,saudi,hiercomm,3042,12,1042
3.0,0.8571428571428571,1.0,81,-5.857142857142858,saudi,hiercomm,3042,13,1042
0.0,1.0,1.0,84,0.0,saudi,hiercomm,3042,14,1042
0.0,1.0,0.9880952380952381,68,0.0,saudi,hiercomm,4042,0,1042
4.0,0.8571428571428571,0.9955849889624724,118,-6.857142857142858,saudi,hiercomm,4042,1,1042
9.0,0.7142857142857143,0.9933774834437086,199,-14.714285714285714,saudi,hiercomm,4042,2,1042
3.0,0.8571428571428571,1.0,90,-5.857142857142858,saudi,hiercomm,4042,3,1042
0.0,1.0,0.9487179487179487,2,-0.1,saudi,hiercomm,4042,4,1042
10.0,0.8571428571428571,0.9913419913419913,78,-12.857142857142858,saudi,hiercomm,4042,5,1042
3.0,0.8571428571428571,0.9977924944812362,97,-5.857142857142858,saudi,hiercomm,4042,6,1042
13.0,0.5714285714285714,0.9323671497584541,169,-22.07142857142858,saudi,hiercomm,4042,7,1042
13.0,0.7142857142857143,1.0,95,-18.714285714285715,saudi,hiercomm,4042,8,1042
0.0,1.0,0.9827586206896551,161,0.0,saudi,hiercomm,4042,9,1042
4.0,0.8571428571428571,1.0,208,-6.857142857142858,saudi,hiercomm,4042,10,1042
4.0,0.8571428571428571,1.0,264,-6.857142857142858,saudi,hiercomm,4042,11,1042
0.0,1.0,1.0,95,0.0,saudi,hiercomm,4042,12,1042
4.0,0.8571428571428571,0.9933774834437086,190,-6.857142857142858,saudi,hiercomm,4042,13,1042
0.0,1.0,0.9506172839506173,2,-0.1,saudi,hiercomm,4042,14,1042
4.0,0.8571428571428571,0.9911699779249448,205,-6.957142857142857,saudi,hiercomm,42,0,2042
9.0,0.7142857142857143,1.0,48,-14.714285714285714,saudi,hiercomm,42,1,2042
10.0,0.8571428571428571,1.0,111,-12.857142857142858,saudi,hiercomm,42,2,2042
19.0,0.5714285714285714,1.0,141,-27.571428571428577,saudi,hiercomm,42,3,2042
23.0,0.42857142857142855,1.0,159,-34.42857142857143,saudi,hiercomm,42,4,2042
4.0,0.8571428571428571,0.9052287581699346,166,-7.257142857142856,saudi,hiercomm,42,5,2042
8.0,0.7142857142857143,1.0,266,-13.714285714285714,saudi,hiercomm,42,6,2042
3.0,0.8571428571428571,0.9911699779249448,173,-5.857142857142858,saudi,hiercomm,42,7,2042
19.0,0.5714285714285714,1.0,141,-27.571428571428573,saudi,hiercomm,42,8,2042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,9,2042
10.0,0.8571428571428571,1.0,193,-12.857142857142858,saudi,hiercomm,42,10,2042
4.0,0.8571428571428571,0.9713024282560706,229,-7.257142857142856,saudi,hiercomm,42,11,2042
10.0,0.8571428571428571,1.0,144,-12.85714285714286,saudi,hiercomm,42,12,2042
0.0,1.0,0.9444444444444444,7,0.0,saudi,hiercomm,42,13,2042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,14,2042
23.0,0.42857142857142855,0.9977924944812362,219,-34.42857142857143,saudi,hiercomm,1042,0,2042
4.0,0.8571428571428571,1.0,147,-6.857142857142858,saudi,hiercomm,1042,1,2042
19.0,0.5714285714285714,1.0,96,-27.571428571428573,saudi,hiercomm,1042,2,2042
19.0,0.5714285714285714,1.0,210,-27.571428571428573,saudi,hiercomm,1042,3,2042
9.0,0.7142857142857143,1.0,55,-14.714285714285714,saudi,hiercomm,1042,4,2042
8.0,0.7142857142857143,0.9955849889624724,300,-13.714285714285714,saudi,hiercomm,1042,5,2042
10.0,0.8571428571428571,1.0,130,-12.857142857142858,saudi,hiercomm,1042,6,2042
4.0,0.8571428571428571,0.9834983498349835,203,-6.857142857142858,saudi,hiercomm,1042,7,2042
23.0,0.42857142857142855,0.9933774834437086,151,-34.528571428571425,saudi,hiercomm,1042,8,2042
8.0,0.7142857142857143,0.9470198675496688,292,-14.114285714285712,saudi,hiercomm,1042,9,2042
4.0,0.8571428571428571,0.996996996996997,130,-6.857142857142858,saudi,hiercomm,1042,10,2042
4.0,0.8571428571428571,1.0,148,-6.857142857142858,saudi,hiercomm,1042,11,2042
9.0,0.7142857142857143,1.0,94,-14.714285714285714,saudi,hiercomm,1042,12,2042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,1042,13,2042
4.0,0.8571428571428571,0.9158576051779935,195,-7.557142857142855,saudi,hiercomm,1042,14,2042
9.0,0.7142857142857143,1.0,195,-14.714285714285714,saudi,hiercomm,2042,0,2042
9.0,0.7142857142857143,0.9950248756218906,61,-14.714285714285714,saudi,hiercomm,2042,1,2042
19.0,0.5714285714285714,1.0,94,-27.571428571428573,saudi,hiercomm,2042,2,2042
17.0,0.42857142857142855,0.9645390070921985,251,-28.628571428571426,saudi,hiercomm,2042,3,2042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,2042,4,2042
19.0,0.5714285714285714,1.0,144,-27.571428571428577,saudi,hiercomm,2042,5,2042
13.0,0.7142857142857143,1.0,193,-18.714285714285715,saudi,hiercomm,2042,6,2042
8.0,0.7142857142857143,0.9911699779249448,330,-13.814285714285713,saudi,hiercomm,2042,7,2042
9.0,0.7142857142857143,1.0,55,-14.714285714285714,saudi,hiercomm,2042,8,2042
23.0,0.42857142857142855,0.9959839357429718,195,-34.42857142857143,saudi,hiercomm,2042,9,2042
9.0,0.7142857142857143,0.9955849889624724,119,-14.714285714285714,saudi,hiercomm,2042,10,2042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,2042,11,2042
7.0,0.7142857142857143,1.0,159,-12.714285714285714,saudi,hiercomm,2042,12,2042
10.0,0.8571428571428571,0.9369369369369369,101,-13.057142857142857,saudi,hiercomm,2042,13,2042
3.0,0.8571428571428571,0.9969418960244648,166,-5.857142857142858,saudi,hiercomm,2042,14,2042
8.0,0.7142857142857143,1.0,188,-13.714285714285714,saudi,hiercomm,3042,0,2042
8.0,0.7142857142857143,0.9977924944812362,176,-13.714285714285714,saudi,hiercomm,3042,1,2042
8.0,0.7142857142857143,1.0,353,-13.714285714285714,saudi,hiercomm,3042,2,2042
19.0,0.5714285714285714,1.0,100,-27.571428571428577,saudi,hiercomm,3042,3,2042
0.0,1.0,1.0,92,0.0,saudi,hiercomm,3042,4,2042
10.0,0.8571428571428571,0.9422222222222222,101,-13.057142857142857,saudi,hiercomm,3042,5,2042
17.0,0.5714285714285714,1.0,167,-25.571428571428577,saudi,hiercomm,3042,6,2042
9.0,0.7142857142857143,1.0,154,-14.714285714285714,saudi,hiercomm,3042,7,2042
23.0,0.42857142857142855,1.0,174,-34.42857142857143,saudi,hiercomm,3042,8,2042
9.0,0.7142857142857143,1.0,177,-14.714285714285714,saudi,hiercomm,3042,9,2042
23.0,0.42857142857142855,0.9933774834437086,258,-34.42857142857143,saudi,hiercomm,3042,10,2042
7.0,0.7142857142857143,1.0,195,-12.714285714285714,saudi,hiercomm,3042,11,2042
4.0,0.8571428571428571,0.8807947019867549,256,-8.057142857142853,saudi,hiercomm,3042,12,2042
19.0,0.5714285714285714,1.0,198,-27.571428571428577,saudi,hiercomm,3042,13,2042
4.0,0.8571428571428571,1.0,127,-6.857142857142858,saudi,hiercomm,3042,14,2042
10.0,0.8571428571428571,1.0,130,-12.857142857142858,saudi,hiercomm,4042,0,2042
4.0,0.8571428571428571,0.9889624724061811,203,-6.857142857142858,saudi,hiercomm,4042,1,2042
0.0,1.0,1.0,142,0.0,saudi,hiercomm,4042,2,2042
9.0,0.7142857142857143,0.9881796690307328,218,-14.714285714285714,saudi,hiercomm,4042,3,2042
0.0,1.0,0.9358974358974359,2,-0.1,saudi,hiercomm,4042,4,2042
8.0,0.7142857142857143,0.9624724061810155,181,-14.214285714285712,saudi,hiercomm,4042,5,2042
13.0,0.7142857142857143,1.0,179,-18.714285714285715,saudi,hiercomm,4042,6,2042
27.0,0.2857142857142857,0.9955849889624724,299,-41.285714285714285,saudi,hiercomm,4042,7,2042
9.0,0.7142857142857143,1.0,107,-14.714285714285714,saudi,hiercomm,4042,8,2042
0.0,1.0,1.0,211,0.0,saudi,hiercomm,4042,9,2042
19.0,0.5714285714285714,1.0,151,-27.571428571428577,saudi,hiercomm,4042,10,2042
3.0,0.8571428571428571,1.0,78,-5.857142857142858,saudi,hiercomm,4042,11,2042
4.0,0.8571428571428571,0.9293598233995585,142,-7.457142857142857,saudi,hiercomm,4042,12,2042
21.0,0.42857142857142855,0.9745547073791349,258,-32.52857142857143,saudi,hiercomm,4042,13,2042
0.0,1.0,0.9382716049382716,2,-0.1,saudi,hiercomm,4042,14,2042
9.0,0.7142857142857143,0.9889624724061811,127,-14.814285714285713,saudi,hiercomm,42,0,3042
9.0,0.7142857142857143,0.9580573951434879,136,-14.914285714285713,saudi,hiercomm,42,1,3042
19.0,0.5714285714285714,0.7284768211920529,195,-28.071428571428577,saudi,hiercomm,42,2,3042
19.0,0.5714285714285714,0.9074074074074074,129,-27.571428571428577,saudi,hiercomm,42,3,3042
9.0,0.7142857142857143,0.9337748344370861,131,-14.814285714285713,saudi,hiercomm,42,4,3042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,5,3042
0.0,1.0,0.9444444444444444,1,0.0,saudi,hiercomm,42,6,3042
9.0,0.7142857142857143,0.7527593818984547,156,-15.214285714285712,saudi,hiercomm,42,7,3042
9.0,0.7142857142857143,0.9853479853479854,74,-14.714285714285714,saudi,hiercomm,42,8,3042
0.0,1.0,0.9743589743589743,0,0.0,saudi,hiercomm,42,9,3042
0.0,1.0,0.9867549668874173,129,-0.1,saudi,hiercomm,42,10,3042
9.0,0.7142857142857143,0.9889624724061811,95,-14.814285714285713,saudi,hiercomm,42,11,3042
9.0,0.7142857142857143,0.9601990049751243,163,-15.114285714285714,saudi,hiercomm,42,12,3042
4.0,0.8571428571428571,0.9801324503311258,444,-7.057142857142858,saudi,hiercomm,42,13,3042
0.0,1.0,0.9606060606060606,5,0.0,saudi,hiercomm,42,14,3042
0.0,1.0,0.9757174392935982,158,-0.1,saudi,hiercomm,1042,0,3042
0.0,1.0,0.9955849889624724,131,0.0,saudi,hiercomm,1042,1,3042
9.0,0.7142857142857143,0.9933774834437086,148,-14.714285714285714,saudi,hiercomm,1042,2,3042
9.0,0.7142857142857143,0.9933774834437086,153,-14.714285714285714,saudi,hiercomm,1042,3,3042
9.0,0.7142857142857143,0.8675496688741722,110,-15.014285714285712,saudi,hiercomm,1042,4,3042
9.0,0.7142857142857143,0.9955849889624724,80,-14.714285714285714,saudi,hiercomm,1042,5,3042
0.0,1.0,0.9977924944812362,93,0.0,saudi,hiercomm,1042,6,3042
0.0,1.0,0.9861111111111112,0,0.0,saudi,hiercomm,1042,7,3042
9.0,0.7142857142857143,0.9699074074074074,132,-15.014285714285712,saudi,hiercomm,1042,8,3042
9.0,0.7142857142857143,0.9955849889624724,80,-14.714285714285714,saudi,hiercomm,1042,9,3042
0.0,1.0,0.8543046357615894,126,-0.6999999999999996,saudi,hiercomm,1042,10,3042
9.0,0.7142857142857143,0.9977924944812362,193,-14.714285714285714,saudi,hiercomm,1042,11,3042
9.0,0.7142857142857143,0.9801324503311258,268,-14.814285714285713,saudi,hiercomm,1042,12,3042
0.0,1.0,0.9977924944812362,15,0.0,saudi,hiercomm,1042,13,3042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,1042,14,3042
9.0,0.7142857142857143,0.7417218543046358,277,-15.114285714285712,saudi,hiercomm,2042,0,3042
3.0,0.8571428571428571,0.9713024282560706,127,-6.057142857142858,saudi,hiercomm,2042,1,3042
9.0,0.7142857142857143,0.9448123620309051,225,-15.114285714285712,saudi,hiercomm,2042,2,3042
9.0,0.7142857142857143,0.7527593818984547,259,-15.014285714285712,saudi,hiercomm,2042,3,3042
0.0,1.0,1.0,0,0.0,saudi,hiercomm,2042,4,3042
9.0,0.7142857142857143,0.9757174392935982,219,-14.714285714285714,saudi,hiercomm,2042,5,3042
9.0,0.7142857142857143,0.9205298013245033,124,-14.814285714285713,saudi,hiercomm,2042,6,3042
0.0,1.0,0.9955849889624724,238,0.0,saudi,hiercomm,2042,7,3042
9.0,0.7142857142857143,0.8565121412803532,110,-15.014285714285712,saudi,hiercomm,2042,8,3042
0.0,1.0,0.9713024282560706,139,0.0,saudi,hiercomm,2042,9,3042
9.0,0.7142857142857143,0.891832229580574,117,-14.914285714285713,saudi,hiercomm,2042,10,3042
0.0,1.0,0.9743589743589743,0,0.0,saudi,hiercomm,2042,11,3042
4.0,0.8571428571428571,0.9889624724061811,348,-6.857142857142858,saudi,hiercomm,2042,12,3042
10.0,0.8571428571428571,0.9947916666666666,67,-12.857142857142858,saudi,hiercomm,2042,13,3042
9.0,0.7142857142857143,0.9006622516556292,211,-14.714285714285714,saudi,hiercomm,2042,14,3042
0.0,1.0,0.9047619047619048,0,-0.1,saudi,hiercomm,3042,0,3042
0.0,1.0,1.0,69,0.0,saudi,hiercomm,3042,1,3042
4.0,0.8571428571428571,0.9911699779249448,286,-6.857142857142858,saudi,hiercomm,3042,2,3042
0.0,1.0,0.9955849889624724,97,0.0,saudi,hiercomm,3042,3,3042
0.0,1.0,0.9621212121212122,63,-0.1,saudi,hiercomm,3042,4,3042
10.0,0.8571428571428571,0.9977924944812362,109,-12.857142857142858,saudi,hiercomm,3042,5,3042
0.0,1.0,0.9977924944812362,73,0.0,saudi,hiercomm,3042,6,3042
9.0,0.7142857142857143,0.847682119205298,102,-15.014285714285712,saudi,hiercomm,3042,7,3042
9.0,0.7142857142857143,0.9801324503311258,273,-14.714285714285714,saudi,hiercomm,3042,8,3042
9.0,0.7142857142857143,0.8807947019867549,264,-15.014285714285714,saudi,hiercomm,3042,9,3042
0.0,1.0,0.9911699779249448,241,0.0,saudi,hiercomm,3042,10,3042
9.0,0.7142857142857143,0.7969094922737306,188,-15.214285714285712,saudi,hiercomm,3042,11,3042
0.0,1.0,0.9861111111111112,0,0.0,saudi,hiercomm,3042,12,3042
9.0,0.7142857142857143,0.9757174392935982,220,-14.714285714285714,saudi,hiercomm,3042,13,3042
4.0,0.8571428571428571,0.9933774834437086,186,-6.857142857142858,saudi,hiercomm,3042,14,3042
0.0,1.0,0.9977924944812362,93,0.0,saudi,hiercomm,4042,0,3042
0.0,1.0,1.0,34,0.0,saudi,hiercomm,4042,1,3042
0.0,1.0,0.9845474613686535,180,-0.1,saudi,hiercomm,4042,2,3042
9.0,0.7142857142857143,0.9492273730684326,126,-14.914285714285713,saudi,hiercomm,4042,3,3042
4.0,0.8571428571428571,0.9933774834437086,405,-6.857142857142858,saudi,hiercomm,4042,4,3042
19.0,0.5714285714285714,0.9823399558498896,164,-27.571428571428577,saudi,hiercomm,4042,5,3042
0.0,1.0,0.9955849889624724,101,0.0,saudi,hiercomm,4042,6,3042
4.0,0.8571428571428571,0.9006622516556292,165,-7.7571428571428545,saudi,hiercomm,4042,7,3042
3.0,0.8571428571428571,0.9933774834437086,184,-5.857142857142858,saudi,hiercomm,4042,8,3042
0.0,1.0,0.9708333333333333,65,-0.1,saudi,hiercomm,4042,9,3042
0.0,1.0,0.9955849889624724,144,0.0,saudi,hiercomm,4042,10,3042
9.0,0.7142857142857143,0.9801324503311258,262,-14.814285714285713,saudi,hiercomm,4042,11,3042
0.0,1.0,0.9977924944812362,234,0.0,saudi,hiercomm,4042,12,3042
9.0,0.7142857142857143,0.7902869757174393,251,-15.514285714285712,saudi,hiercomm,4042,13,3042
4.0,0.8571428571428571,0.9911699779249448,356,-6.857142857142858,saudi,hiercomm,4042,14,3042
