version,region,num_agents,mean_entropy,mean_repeated_ratio,overlap_efficiency,suppression_partitioning,frontier_coverage,specialization_emergence
v3,saudi,3,-1.4428232973175173e-12,1.0,1.0,1.0,5.952117162124964e-05,6.602689588614621
v3,saudi,5,-1.4428232973175173e-12,1.0,0.9212719298245613,0.9,5.9713991478579585e-05,10.962743757434419
v3,saudi,10,-1.4428232973175173e-12,1.0,0.9171663636670249,0.9042560333341254,0.00010248086205183199,10.797769509985931
v3,california,3,-1.4428232973175173e-12,1.0,0.9742063492063492,0.9981652681850514,0.0001384431002496815,17.252723663505975
v3,california,5,0.012959457187232752,0.9973199329983249,0.9663230288230288,0.9148038606937625,0.00023895582819806116,15.605430047843527
v3,california,10,0.9565745046840194,0.9891122278056951,0.9336404482556225,0.9156059806346923,0.004227650509906777,18.35858727045906
