region,num_agents,policy,version,seed,episode,reward,burned_cells,fire_intensity
saudi,5,noop,baseline,0,0,-3275.867302762438,86,155.26150512695312
saudi,5,noop,baseline,0,1,-3452.7592407649254,94,165.3692626953125
saudi,5,noop,baseline,0,2,-3329.6967237161066,100,165.61941528320312
saudi,5,noop,baseline,0,3,-3235.3020449061964,86,152.3734588623047
saudi,5,noop,baseline,0,4,-3269.363371074106,83,157.77029418945312
saudi,5,noop,baseline,0,5,-3711.3250672060644,107,178.85421752929688
saudi,5,noop,baseline,0,6,-3461.83169170866,92,169.22555541992188
saudi,5,noop,baseline,0,7,-3517.709073411244,108,180.15171813964844
saudi,5,noop,baseline,0,8,-3585.443066569711,100,164.99993896484375
saudi,5,noop,baseline,0,9,-3453.005874318921,92,163.18515014648438
saudi,5,noop,baseline,0,10,-3131.6536494217867,91,158.78335571289062
saudi,5,noop,baseline,0,11,-3101.374003207501,88,161.91334533691406
saudi,5,noop,baseline,0,12,-2974.432817712429,80,153.36431884765625
saudi,5,noop,baseline,0,13,-3884.8106285694366,98,189.14208984375
saudi,5,noop,baseline,0,14,-3917.0390281543187,91,176.09182739257812
saudi,5,noop,baseline,0,15,-3909.8447475051607,103,178.66250610351562
saudi,5,noop,baseline,0,16,-3052.063794896245,91,157.97702026367188
saudi,5,noop,baseline,0,17,-3298.9189854470565,114,194.25677490234375
saudi,5,noop,baseline,0,18,-3267.1728886312217,85,157.1819305419922
saudi,5,noop,baseline,0,19,-3166.4252678107973,90,151.3170166015625
saudi,5,random,baseline,0,0,-2486.2665375814854,70,119.70722198486328
saudi,5,random,baseline,0,1,-2432.8702912006147,69,118.64617919921875
saudi,5,random,baseline,0,2,-1963.5914737678313,66,123.8360366821289
saudi,5,random,baseline,0,3,-2131.6043779420634,57,106.25874328613281
saudi,5,random,baseline,0,4,-3204.3491632249284,84,148.6044921875
saudi,5,random,baseline,0,5,-3013.760960360393,82,141.02259826660156
saudi,5,random,baseline,0,6,-3189.455307393323,85,159.81175231933594
saudi,5,random,baseline,0,7,-2023.2138470276104,64,130.67396545410156
saudi,5,random,baseline,0,8,-2366.588490794846,67,124.61370849609375
saudi,5,random,baseline,0,9,-1030.12202093319,49,84.5198974609375
saudi,5,random,baseline,0,10,-1507.2420935402793,45,74.2001724243164
saudi,5,random,baseline,0,11,-2539.034193779813,79,149.3594207763672
saudi,5,random,baseline,0,12,-1830.694974947542,48,107.87164306640625
saudi,5,random,baseline,0,13,-2516.374634399942,76,146.547607421875
saudi,5,random,baseline,0,14,-2103.0571834754865,59,122.9421615600586
saudi,5,random,baseline,0,15,-2956.452246138544,79,140.7498779296875
saudi,5,random,baseline,0,16,-2394.9323541330505,70,138.6005859375
saudi,5,random,baseline,0,17,-3316.3221681003033,104,181.11080932617188
saudi,5,random,baseline,0,18,-2498.7569477134703,75,138.19532775878906
saudi,5,random,baseline,0,19,-2130.106278146179,69,118.02334594726562
saudi,5,nearest_fire,baseline,0,0,53.21634171257703,0,0.09774549305438995
saudi,5,nearest_fire,baseline,0,1,86.45684797591177,0,0.09755536168813705
saudi,5,nearest_fire,baseline,0,2,44.76399099774038,0,0.09781274944543839
saudi,5,nearest_fire,baseline,0,3,50.82755411061305,0,0.0999949648976326
saudi,5,nearest_fire,baseline,0,4,46.37006291419177,0,0.09974584728479385
saudi,5,nearest_fire,baseline,0,5,38.41793819503243,0,0.09974584728479385
saudi,5,nearest_fire,baseline,0,6,44.13629983740829,0,0.09706306457519531
saudi,5,nearest_fire,baseline,0,7,22.25955050135199,0,0.09871098399162292
saudi,5,nearest_fire,baseline,0,8,53.26128742218805,0,0.09719039499759674
saudi,5,nearest_fire,baseline,0,9,35.87224192297189,0,0.08556659519672394
saudi,5,nearest_fire,baseline,0,10,62.061916087547644,0,0.097129225730896
saudi,5,nearest_fire,baseline,0,11,63.37022025598997,0,0.09104956686496735
saudi,5,nearest_fire,baseline,0,12,43.56531922472508,0,0.09855146706104279
saudi,5,nearest_fire,baseline,0,13,51.87292035009579,0,0.0726184993982315
saudi,5,nearest_fire,baseline,0,14,57.98330764493724,0,0.0783395916223526
saudi,5,nearest_fire,baseline,0,15,59.890146668148084,0,0.09999755769968033
saudi,5,nearest_fire,baseline,0,16,19.300172841225315,0,0.09999755769968033
saudi,5,nearest_fire,baseline,0,17,55.6477405012741,0,0.08802138268947601
saudi,5,nearest_fire,baseline,0,18,44.23978445485407,0,0.09974584728479385
saudi,5,nearest_fire,baseline,0,19,47.638905298605465,0,0.09763473272323608
saudi,5,frontier,baseline,0,0,53.21634171257703,0,0.09774549305438995
saudi,5,frontier,baseline,0,1,86.45684797591177,0,0.09755536168813705
saudi,5,frontier,baseline,0,2,44.76399099774038,0,0.09781274944543839
saudi,5,frontier,baseline,0,3,50.82755411061305,0,0.0999949648976326
saudi,5,frontier,baseline,0,4,46.37006291419177,0,0.09974584728479385
saudi,5,frontier,baseline,0,5,38.41793819503243,0,0.09974584728479385
saudi,5,frontier,baseline,0,6,44.13629983740829,0,0.09706306457519531
saudi,5,frontier,baseline,0,7,22.25955050135199,0,0.09871098399162292
saudi,5,frontier,baseline,0,8,53.26128742218805,0,0.09719039499759674
saudi,5,frontier,baseline,0,9,35.87224192297189,0,0.08556659519672394
saudi,5,frontier,baseline,0,10,62.061916087547644,0,0.097129225730896
