train_region,test_region,reward_mean,reward_std,reward_ci_lo,reward_ci_hi,burned_cells_mean,transfer_degradation_pct
saudi,saudi,15.397981701696633,9.870600981211545,12.826617013318156,17.96934639007511,0.0,0.0
saudi,california,135.91236347599605,36.097395308717005,126.50872454702368,145.3160024049684,0.0,-36.87030252352251
california,california,99.30011183590258,35.71663861350165,89.99566284711766,108.60456082468751,0.0,0.0
california,saudi,15.669898690852737,11.632283318717748,12.639602700983488,18.700194680721985,0.0,-1.7659261741176275
