Ablation Group,Configuration,Return,Burned,WEL,ISR,CE
Design Component,Full Redesign,-556.3255208333334,880.3333333333334,17.4,0.4,0.9969949073741556
Design Component,Without BC Pretraining,-556.4420572916666,880.0666666666667,27.0,0.28571428571428564,0.9989709329582747
Design Component,Without KL Regularization,-556.1634114583334,880.0666666666667,18.2,0.3904761904761905,0.9938689213475611
Design Component,Without Entropy Bonus,-556.4498697916666,880.4,17.4,0.4,0.9937335671059144
Design Component,Without WEL/ISR Reward,-556.169921875,880.1333333333333,18.2,0.3904761904761905,0.9914116042544737
Design Component,Without Target-Seeking,-556.5234375,880.4666666666667,18.2,0.3904761904761905,0.9919478017452535
