WEL,ISR,CE,burned,return,region,policy,seed,episode
18.0,0.5714285714285714,0.9977924944812362,412,-26.571428571428577,saudi,value_first,42,4
18.0,0.5714285714285714,0.9933774834437086,527,-26.571428571428573,saudi,value_first,42,5
18.0,0.5714285714285714,0.9977924944812362,468,-26.571428571428577,saudi,value_first,42,6
18.0,0.5714285714285714,1.0,407,-26.571428571428577,saudi,value_first,42,7
18.0,0.5714285714285714,0.9977924944812362,426,-26.571428571428577,saudi,value_first,42,8
18.0,0.5714285714285714,0.9933774834437086,581,-26.571428571428573,saudi,value_first,42,9
18.0,0.5714285714285714,0.9977924944812362,512,-26.571428571428577,saudi,value_first,42,10
18.0,0.5714285714285714,0.9955849889624724,471,-26.571428571428577,saudi,value_first,42,11
18.0,0.5714285714285714,0.9977924944812362,599,-26.571428571428577,saudi,value_first,42,12
18.0,0.5714285714285714,0.9955849889624724,623,-26.571428571428577,saudi,value_first,42,13
18.0,0.5714285714285714,0.9955849889624724,508,-26.571428571428573,saudi,value_first,42,14
18.0,0.5714285714285714,0.9955849889624724,510,-26.571428571428577,saudi,value_first,1042,0
18.0,0.5714285714285714,0.9955849889624724,424,-26.571428571428577,saudi,value_first,1042,1
18.0,0.5714285714285714,0.9977924944812362,435,-26.571428571428577,saudi,value_first,1042,2
18.0,0.5714285714285714,0.9977924944812362,510,-26.571428571428577,saudi,value_first,1042,3
27.0,0.2857142857142857,0.9977924944812362,380,-41.285714285714285,saudi,value_first,1042,4
18.0,0.5714285714285714,0.9977924944812362,503,-26.571428571428577,saudi,value_first,1042,5
18.0,0.5714285714285714,0.9955849889624724,424,-26.571428571428577,saudi,value_first,1042,6
18.0,0.5714285714285714,0.9955849889624724,528,-26.571428571428573,saudi,value_first,1042,7
18.0,0.5714285714285714,0.9955849889624724,523,-26.571428571428577,saudi,value_first,1042,8
18.0,0.5714285714285714,0.9977924944812362,509,-26.571428571428577,saudi,value_first,1042,9
18.0,0.5714285714285714,0.9955849889624724,395,-26.571428571428577,saudi,value_first,1042,10
18.0,0.5714285714285714,0.9955849889624724,428,-26.571428571428577,saudi,value_first,1042,11
18.0,0.5714285714285714,0.9977924944812362,495,-26.571428571428577,saudi,value_first,1042,12
18.0,0.5714285714285714,0.9955849889624724,502,-26.571428571428573,saudi,value_first,1042,13
18.0,0.5714285714285714,0.9955849889624724,567,-26.571428571428573,saudi,value_first,1042,14
27.0,0.2857142857142857,0.9977924944812362,486,-41.285714285714285,saudi,value_first,2042,0
27.0,0.2857142857142857,0.9977924944812362,427,-41.285714285714285,saudi,value_first,2042,1
18.0,0.5714285714285714,0.9977924944812362,451,-26.571428571428577,saudi,value_first,2042,2
18.0,0.5714285714285714,0.9977924944812362,478,-26.571428571428577,saudi,value_first,2042,3
18.0,0.5714285714285714,0.9933774834437086,599,-26.571428571428573,saudi,value_first,2042,4
18.0,0.5714285714285714,1.0,479,-26.571428571428577,saudi,value_first,2042,5
18.0,0.5714285714285714,0.9955849889624724,506,-26.571428571428577,saudi,value_first,2042,6
18.0,0.5714285714285714,0.9977924944812362,539,-26.571428571428573,saudi,value_first,2042,7
27.0,0.2857142857142857,0.9977924944812362,379,-41.285714285714285,saudi,value_first,2042,8
18.0,0.5714285714285714,0.9955849889624724,502,-26.571428571428577,saudi,value_first,2042,9
27.0,0.2857142857142857,1.0,356,-41.285714285714285,saudi,value_first,2042,10
18.0,0.5714285714285714,0.9933774834437086,582,-26.571428571428573,saudi,value_first,2042,11
18.0,0.5714285714285714,0.9933774834437086,601,-26.571428571428577,saudi,value_first,2042,12
18.0,0.5714285714285714,0.9955849889624724,445,-26.571428571428577,saudi,value_first,2042,13
18.0,0.5714285714285714,1.0,414,-26.571428571428577,saudi,value_first,2042,14
18.0,0.5714285714285714,0.9955849889624724,455,-26.571428571428573,saudi,value_first,3042,0
18.0,0.5714285714285714,0.9911699779249448,459,-26.571428571428577,saudi,value_first,3042,1
18.0,0.5714285714285714,0.9977924944812362,546,-26.571428571428573,saudi,value_first,3042,2
18.0,0.5714285714285714,0.9955849889624724,425,-26.571428571428577,saudi,value_first,3042,3
18.0,0.5714285714285714,0.9977924944812362,533,-26.571428571428577,saudi,value_first,3042,4
18.0,0.5714285714285714,0.9955849889624724,443,-26.571428571428577,saudi,value_first,3042,5
18.0,0.5714285714285714,0.9977924944812362,535,-26.571428571428577,saudi,value_first,3042,6
27.0,0.2857142857142857,0.9977924944812362,360,-41.285714285714285,saudi,value_first,3042,7
18.0,0.5714285714285714,1.0,509,-26.571428571428577,saudi,value_first,3042,8
18.0,0.5714285714285714,0.9977924944812362,473,-26.571428571428577,saudi,value_first,3042,9
18.0,0.5714285714285714,0.9911699779249448,573,-26.571428571428577,saudi,value_first,3042,10
18.0,0.5714285714285714,1.0,407,-26.571428571428577,saudi,value_first,3042,11
18.0,0.5714285714285714,0.9955849889624724,503,-26.571428571428573,saudi,value_first,3042,12
18.0,0.5714285714285714,1.0,480,-26.571428571428577,saudi,value_first,3042,13
18.0,0.5714285714285714,0.9955849889624724,420,-26.571428571428577,saudi,value_first,3042,14
18.0,0.5714285714285714,0.9955849889624724,424,-26.571428571428577,saudi,value_first,4042,0
18.0,0.5714285714285714,0.9955849889624724,476,-26.571428571428577,saudi,value_first,4042,1
18.0,0.5714285714285714,0.9977924944812362,551,-26.571428571428577,saudi,value_first,4042,2
18.0,0.5714285714285714,0.9977924944812362,357,-26.571428571428577,saudi,value_first,4042,3
18.0,0.5714285714285714,0.9955849889624724,596,-26.571428571428573,saudi,value_first,4042,4
18.0,0.5714285714285714,0.9955849889624724,402,-26.571428571428577,saudi,value_first,4042,5
18.0,0.5714285714285714,0.9955849889624724,428,-26.571428571428577,saudi,value_first,4042,6
18.0,0.5714285714285714,0.9955849889624724,482,-26.571428571428577,saudi,value_first,4042,7
18.0,0.5714285714285714,1.0,460,-26.571428571428577,saudi,value_first,4042,8
18.0,0.5714285714285714,0.9977924944812362,541,-26.571428571428577,saudi,value_first,4042,9
18.0,0.5714285714285714,1.0,490,-26.571428571428577,saudi,value_first,4042,10
18.0,0.5714285714285714,0.9977924944812362,491,-26.571428571428577,saudi,value_first,4042,11
18.0,0.5714285714285714,0.9977924944812362,518,-26.571428571428577,saudi,value_first,4042,12
18.0,0.5714285714285714,0.9977924944812362,520,-26.571428571428577,saudi,value_first,4042,13
18.0,0.5714285714285714,0.9977924944812362,583,-26.571428571428573,saudi,value_first,4042,14
27.0,0.2857142857142857,0.9933774834437086,474,-41.285714285714285,saudi,greedy_risk,42,0
27.0,0.2857142857142857,0.9867549668874173,357,-41.285714285714285,saudi,greedy_risk,42,1
18.0,0.5714285714285714,0.9889624724061811,434,-26.571428571428577,saudi,greedy_risk,42,2
27.0,0.2857142857142857,0.9889624724061811,443,-41.285714285714285,saudi,greedy_risk,42,3
27.0,0.2857142857142857,0.9889624724061811,414,-41.285714285714285,saudi,greedy_risk,42,4
27.0,0.2857142857142857,0.9933774834437086,522,-41.285714285714285,saudi,greedy_risk,42,5
27.0,0.2857142857142857,0.9911699779249448,484,-41.28571428571429,saudi,greedy_risk,42,6
27.0,0.2857142857142857,0.9867549668874173,403,-41.285714285714285,saudi,greedy_risk,42,7
27.0,0.2857142857142857,0.9823399558498896,431,-41.285714285714285,saudi,greedy_risk,42,8
27.0,0.2857142857142857,0.9911699779249448,578,-41.285714285714285,saudi,greedy_risk,42,9
18.0,0.5714285714285714,0.9933774834437086,512,-26.571428571428577,saudi,greedy_risk,42,10
27.0,0.2857142857142857,0.9933774834437086,478,-41.285714285714285,saudi,greedy_risk,42,11
27.0,0.2857142857142857,0.9911699779249448,599,-41.285714285714285,saudi,greedy_risk,42,12
27.0,0.2857142857142857,0.9911699779249448,627,-41.285714285714285,saudi,greedy_risk,42,13
27.0,0.2857142857142857,0.9933774834437086,515,-41.285714285714285,saudi,greedy_risk,42,14
27.0,0.2857142857142857,0.9911699779249448,524,-41.285714285714285,saudi,greedy_risk,1042,0
27.0,0.2857142857142857,0.9933774834437086,431,-41.285714285714285,saudi,greedy_risk,1042,1
27.0,0.2857142857142857,0.9867549668874173,441,-41.285714285714285,saudi,greedy_risk,1042,2
27.0,0.2857142857142857,0.9867549668874173,517,-41.285714285714285,saudi,greedy_risk,1042,3
27.0,0.2857142857142857,0.9911699779249448,387,-41.285714285714285,saudi,greedy_risk,1042,4
27.0,0.2857142857142857,0.9911699779249448,519,-41.28571428571429,saudi,greedy_risk,1042,5
18.0,0.5714285714285714,0.9933774834437086,431,-26.571428571428577,saudi,greedy_risk,1042,6
27.0,0.2857142857142857,0.9911699779249448,535,-41.285714285714285,saudi,greedy_risk,1042,7
18.0,0.5714285714285714,0.9955849889624724,530,-26.571428571428577,saudi,greedy_risk,1042,8
27.0,0.2857142857142857,0.9889624724061811,525,-41.285714285714285,saudi,greedy_risk,1042,9
18.0,0.5714285714285714,0.9977924944812362,396,-26.571428571428577,saudi,greedy_risk,1042,10
27.0,0.2857142857142857,0.9933774834437086,435,-41.285714285714285,saudi,greedy_risk,1042,11
27.0,0.2857142857142857,0.9933774834437086,511,-41.285714285714285,saudi,greedy_risk,1042,12
27.0,0.2857142857142857,0.9911699779249448,509,-41.285714285714285,saudi,greedy_risk,1042,13
27.0,0.2857142857142857,0.9955849889624724,563,-41.285714285714285,saudi,greedy_risk,1042,14
27.0,0.2857142857142857,0.9933774834437086,512,-41.285714285714285,saudi,greedy_risk,2042,0
27.0,0.2857142857142857,0.9867549668874173,435,-41.285714285714285,saudi,greedy_risk,2042,1
27.0,0.2857142857142857,0.9867549668874173,488,-41.285714285714285,saudi,greedy_risk,2042,2
27.0,0.2857142857142857,0.9801324503311258,485,-41.285714285714285,saudi,greedy_risk,2042,3
27.0,0.2857142857142857,0.9889624724061811,554,-41.285714285714285,saudi,greedy_risk,2042,4
27.0,0.2857142857142857,0.9889624724061811,486,-41.285714285714285,saudi,greedy_risk,2042,5
18.0,0.5714285714285714,0.9933774834437086,504,-26.571428571428577,saudi,greedy_risk,2042,6
27.0,0.2857142857142857,0.9933774834437086,532,-41.285714285714285,saudi,greedy_risk,2042,7
27.0,0.2857142857142857,0.9911699779249448,385,-41.285714285714285,saudi,greedy_risk,2042,8
27.0,0.2857142857142857,0.9911699779249448,516,-41.285714285714285,saudi,greedy_risk,2042,9
27.0,0.2857142857142857,0.9911699779249448,371,-41.285714285714285,saudi,greedy_risk,2042,10
27.0,0.2857142857142857,0.9911699779249448,578,-41.285714285714285,saudi,greedy_risk,2042,11
27.0,0.2857142857142857,0.9911699779249448,587,-41.28571428571429,saudi,greedy_risk,2042,12
18.0,0.5714285714285714,0.9911699779249448,452,-26.571428571428577,saudi,greedy_risk,2042,13
27.0,0.2857142857142857,0.9867549668874173,437,-41.285714285714285,saudi,greedy_risk,2042,14
27.0,0.2857142857142857,0.9889624724061811,471,-41.285714285714285,saudi,greedy_risk,3042,0
27.0,0.2857142857142857,0.9955849889624724,457,-41.28571428571429,saudi,greedy_risk,3042,1
27.0,0.2857142857142857,0.9889624724061811,551,-41.285714285714285,saudi,greedy_risk,3042,2
18.0,0.5714285714285714,0.9933774834437086,432,-26.571428571428577,saudi,greedy_risk,3042,3
18.0,0.5714285714285714,0.9933774834437086,549,-26.571428571428577,saudi,greedy_risk,3042,4
18.0,0.5714285714285714,0.9911699779249448,450,-26.571428571428577,saudi,greedy_risk,3042,5
18.0,0.5714285714285714,0.9889624724061811,544,-26.571428571428577,saudi,greedy_risk,3042,6
27.0,0.2857142857142857,0.9889624724061811,370,-41.285714285714285,saudi,greedy_risk,3042,7
27.0,0.2857142857142857,0.9889624724061811,516,-41.285714285714285,saudi,greedy_risk,3042,8
27.0,0.2857142857142857,0.9889624724061811,489,-41.285714285714285,saudi,greedy_risk,3042,9
27.0,0.2857142857142857,0.9911699779249448,559,-41.28571428571429,saudi,greedy_risk,3042,10
27.0,0.2857142857142857,0.9867549668874173,428,-41.285714285714285,saudi,greedy_risk,3042,11
27.0,0.2857142857142857,0.9911699779249448,510,-41.285714285714285,saudi,greedy_risk,3042,12
27.0,0.2857142857142857,0.9889624724061811,487,-41.285714285714285,saudi,greedy_risk,3042,13
27.0,0.2857142857142857,0.9911699779249448,427,-41.285714285714285,saudi,greedy_risk,3042,14
18.0,0.5714285714285714,0.9933774834437086,431,-26.571428571428577,saudi,greedy_risk,4042,0
27.0,0.2857142857142857,0.9889624724061811,492,-41.28571428571429,saudi,greedy_risk,4042,1
18.0,0.5714285714285714,0.9933774834437086,558,-26.571428571428577,saudi,greedy_risk,4042,2
27.0,0.2857142857142857,0.9889624724061811,371,-41.285714285714285,saudi,greedy_risk,4042,3
27.0,0.2857142857142857,0.9955849889624724,589,-41.285714285714285,saudi,greedy_risk,4042,4
18.0,0.5714285714285714,0.9889624724061811,416,-26.571428571428577,saudi,greedy_risk,4042,5
18.0,0.5714285714285714,0.9889624724061811,435,-26.571428571428577,saudi,greedy_risk,4042,6
27.0,0.2857142857142857,0.9911699779249448,497,-41.285714285714285,saudi,greedy_risk,4042,7
18.0,0.5714285714285714,0.9911699779249448,467,-26.571428571428577,saudi,greedy_risk,4042,8
18.0,0.5714285714285714,0.9933774834437086,557,-26.571428571428577,saudi,greedy_risk,4042,9
18.0,0.5714285714285714,0.977924944812362,497,-26.571428571428577,saudi,greedy_risk,4042,10
27.0,0.2857142857142857,0.9889624724061811,507,-41.285714285714285,saudi,greedy_risk,4042,11
18.0,0.5714285714285714,0.9933774834437086,534,-26.571428571428577,saudi,greedy_risk,4042,12
27.0,0.2857142857142857,0.9955849889624724,543,-41.285714285714285,saudi,greedy_risk,4042,13
27.0,0.2857142857142857,0.9933774834437086,578,-41.285714285714285,saudi,greedy_risk,4042,14
23.0,0.42857142857142855,0.4188034188034188,116,-37.02857142857143,saudi,local_reactive,42,0
9.0,0.7142857142857143,0.4345991561181435,47,-16.614285714285707,saudi,local_reactive,42,1
17.0,0.5714285714285714,0.42424242424242425,149,-27.871428571428567,saudi,local_reactive,42,2
13.0,0.7142857142857143,0.656084656084656,84,-19.81428571428571,saudi,local_reactive,42,3
9.0,0.7142857142857143,0.39849624060150374,79,-17.614285714285707,saudi,local_reactive,42,4
0.0,1.0,1.0,0,0.0,saudi,local_reactive,42,5
0.0,1.0,1.0,0,0.0,saudi,local_reactive,42,6
19.0,0.5714285714285714,0.5897435897435898,72,-29.371428571428567,saudi,local_reactive,42,7
19.0,0.5714285714285714,0.5113636363636364,87,-30.971428571428568,saudi,local_reactive,42,8
0.0,1.0,1.0,0,0.0,saudi,local_reactive,42,9
17.0,0.5714285714285714,0.42857142857142855,190,-28.67142857142856,saudi,local_reactive,42,10
23.0,0.42857142857142855,0.4188034188034188,116,-37.02857142857143,saudi,local_reactive,42,11
20.0,0.5714285714285714,0.5233644859813084,139,-31.671428571428578,saudi,local_reactive,42,12
0.0,1.0,1.0,0,0.0,saudi,local_reactive,42,13
0.0,1.0,1.0,0,0.0,saudi,local_reactive,42,14
17.0,0.5714285714285714,0.37777777777777777,226,-29.77142857142856,saudi,local_reactive,1042,0
4.0,0.8571428571428571,0.5458333333333333,75,-8.457142857142852,saudi,local_reactive,1042,1
19.0,0.5714285714285714,0.5077519379844961,87,-30.971428571428568,saudi,local_reactive,1042,2
23.0,0.42857142857142855,0.41304347826086957,172,-38.628571428571476,saudi,local_reactive,1042,3
9.0,0.7142857142857143,0.4603174603174603,57,-17.414285714285704,saudi,local_reactive,1042,4
14.0,0.7142857142857143,0.39172749391727496,111,-24.8142857142857,saudi,local_reactive,1042,5
16.0,0.7142857142857143,0.47246376811594204,79,-23.51428571428571,saudi,local_reactive,1042,6
0.0,1.0,1.0,0,0.0,saudi,local_reactive,1042,7
23.0,0.42857142857142855,0.4567901234567901,136,-36.42857142857144,saudi,local_reactive,1042,8
14.0,0.7142857142857143,0.4345991561181435,111,-22.214285714285708,saudi,local_reactive,1042,9
13.0,0.7142857142857143,0.5089605734767025,59,-20.61428571428571,saudi,local_reactive,1042,10
4.0,0.8571428571428571,0.5324675324675324,77,-8.457142857142859,saudi,local_reactive,1042,11
23.0,0.42857142857142855,0.4523809523809524,199,-37.52857142857147,saudi,local_reactive,1042,12
0.0,1.0,1.0,0,0.0,saudi,local_reactive,1042,13
0.0,1.0,1.0,0,0.0,saudi,local_reactive,1042,14
19.0,0.5714285714285714,0.3825503355704698,99,-32.67142857142857,saudi,local_reactive,2042,0
9.0,0.7142857142857143,0.48095238095238096,56,-17.314285714285706,saudi,local_reactive,2042,1
19.0,0.5714285714285714,0.3841059602649007,110,-30.571428571428562,saudi,local_reactive,2042,2
19.0,0.5714285714285714,0.5748792270531401,96,-29.871428571428574,saudi,local_reactive,2042,3
0.0,1.0,0.9444444444444444,0,0.0,saudi,local_reactive,2042,4
14.0,0.7142857142857143,0.40591397849462363,201,-24.0142857142857,saudi,local_reactive,2042,5
14.0,0.7142857142857143,0.43137254901960786,219,-22.614285714285703,saudi,local_reactive,2042,6
0.0,1.0,1.0,0,0.0,saudi,local_reactive,2042,7
9.0,0.7142857142857143,0.44,59,-17.814285714285706,saudi,local_reactive,2042,8
14.0,0.7142857142857143,0.3968253968253968,239,-22.914285714285707,saudi,local_reactive,2042,9
9.0,0.7142857142857143,0.39880952380952384,66,-17.214285714285708,saudi,local_reactive,2042,10
0.0,1.0,1.0,0,0.0,saudi,local_reactive,2042,11
4.0,0.8571428571428571,0.7037037037037037,113,-8.457142857142854,saudi,local_reactive,2042,12
20.0,0.5714285714285714,0.39166666666666666,168,-33.27142857142858,saudi,local_reactive,2042,13
13.0,0.7142857142857143,0.639344262295082,75,-19.81428571428571,saudi,local_reactive,2042,14
14.0,0.7142857142857143,0.4292237442922374,109,-21.91428571428571,saudi,local_reactive,3042,0
0.0,1.0,0.6073059360730594,52,-1.4999999999999987,saudi,local_reactive,3042,1
0.0,1.0,1.0,0,0.0,saudi,local_reactive,3042,2
16.0,0.7142857142857143,0.48427672955974843,75,-24.114285714285707,saudi,local_reactive,3042,3
14.0,0.7142857142857143,0.592156862745098,105,-22.514285714285716,saudi,local_reactive,3042,4
20.0,0.5714285714285714,0.3926553672316384,166,-33.27142857142858,saudi,local_reactive,3042,5
14.0,0.7142857142857143,0.5607843137254902,95,-21.51428571428572,saudi,local_reactive,3042,6
9.0,0.7142857142857143,0.5192307692307693,46,-16.51428571428571,saudi,local_reactive,3042,7
17.0,0.5714285714285714,0.39770114942528734,211,-31.471428571428554,saudi,local_reactive,3042,8
23.0,0.42857142857142855,0.44074074074074077,195,-37.928571428571466,saudi,local_reactive,3042,9
4.0,0.8571428571428571,0.78125,83,-8.057142857142857,saudi,local_reactive,3042,10
19.0,0.5714285714285714,0.6025641025641025,76,-29.571428571428566,saudi,local_reactive,3042,11
0.0,1.0,1.0,0,0.0,saudi,local_reactive,3042,12
14.0,0.7142857142857143,0.4356060606060606,206,-22.814285714285703,saudi,local_reactive,3042,13
4.0,0.8571428571428571,0.3824561403508772,136,-10.057142857142853,saudi,local_reactive,3042,14
16.0,0.7142857142857143,0.47126436781609193,79,-23.714285714285708,saudi,local_reactive,4042,0
0.0,1.0,0.5657894736842105,63,-1.6999999999999968,saudi,local_reactive,4042,1
23.0,0.42857142857142855,0.45689655172413796,149,-36.928571428571445,saudi,local_reactive,4042,2
19.0,0.5714285714285714,0.39775910364145656,83,-29.971428571428564,saudi,local_reactive,4042,3
0.0,1.0,1.0,0,0.0,saudi,local_reactive,4042,4
13.0,0.7142857142857143,0.5487179487179488,69,-20.01428571428571,saudi,local_reactive,4042,5
16.0,0.7142857142857143,0.5261044176706827,80,-23.31428571428571,saudi,local_reactive,4042,6
17.0,0.5714285714285714,0.4009009009009009,197,-28.57142857142856,saudi,local_reactive,4042,7
10.0,0.8571428571428571,0.6772486772486772,93,-13.757142857142853,saudi,local_reactive,4042,8
23.0,0.42857142857142855,0.45689655172413796,145,-36.928571428571445,saudi,local_reactive,4042,9
14.0,0.7142857142857143,0.437984496124031,209,-22.814285714285703,saudi,local_reactive,4042,10
23.0,0.42857142857142855,0.4583333333333333,200,-37.12857142857146,saudi,local_reactive,4042,11
17.0,0.5714285714285714,0.4175824175824176,241,-28.87142857142856,saudi,local_reactive,4042,12
23.0,0.42857142857142855,0.41025641025641024,234,-39.12857142857149,saudi,local_reactive,4042,13
0.0,1.0,1.0,0,0.0,saudi,local_reactive,4042,14
4.0,0.8571428571428571,0.6821192052980133,422,-7.257142857142858,saudi,mappo,42,0
17.0,0.42857142857142855,0.8145695364238411,358,-28.42857142857143,saudi,mappo,42,1
14.0,0.7142857142857143,1.0,395,-19.714285714285715,saudi,mappo,42,2
4.0,0.8571428571428571,0.9315673289183223,409,-6.957142857142857,saudi,mappo,42,3
18.0,0.5714285714285714,1.0,416,-26.571428571428577,saudi,mappo,42,4
8.0,0.7142857142857143,0.7902869757174393,473,-13.714285714285714,saudi,mappo,42,5
8.0,0.7142857142857143,0.4105960264900662,425,-14.414285714285715,saudi,mappo,42,6
4.0,0.8571428571428571,0.695364238410596,389,-6.957142857142857,saudi,mappo,42,7
8.0,0.7142857142857143,0.6975717439293598,420,-13.714285714285714,saudi,mappo,42,8
8.0,0.7142857142857143,1.0,529,-13.714285714285714,saudi,mappo,42,9
8.0,0.7142857142857143,0.8300220750551877,479,-13.714285714285714,saudi,mappo,42,10
4.0,0.8571428571428571,0.6821192052980133,426,-7.257142857142858,saudi,mappo,42,11
