env_steps,episode,episode_return,WEL,ISR
150,1,-66.33333333333337,25.0,0.3333333333333333
300,2,-62.93333333333332,22.0,0.3333333333333333
423,3,-77.46666666666661,28.0,0.16666666666666666
461,4,-0.24999999999999895,0.0,1.0
607,5,-77.31666666666663,28.0,0.16666666666666666
622,6,0.05,0.0,1.0
772,7,-44.59999999999996,12.0,0.5
831,8,-13.183333333333337,6.0,0.8333333333333334
981,9,-49.049999999999955,16.0,0.5
1131,10,-58.73333333333334,18.0,0.3333333333333333
1240,11,-4.099999999999998,0.0,1.0
1390,12,-21.93333333333334,6.0,0.8333333333333334
1540,13,-31.933333333333326,6.0,0.8333333333333334
1690,14,-43.516666666666715,16.0,0.6666666666666666
1840,15,-27.466666666666676,6.0,0.6666666666666666
1898,16,-12.933333333333335,6.0,0.8333333333333334
2048,17,-6.699999999999998,0.0,1.0
2120,18,-13.63333333333334,6.0,0.8333333333333334
2270,19,-59.33333333333334,22.0,0.3333333333333333
2304,20,-10.983333333333333,6.0,0.8333333333333334
2454,21,-48.45000000000001,16.0,0.5
2525,22,-5.399999999999995,0.0,1.0
2675,23,-44.0,19.0,0.5
2825,24,-76.51666666666664,28.0,0.16666666666666666
2909,25,-14.683333333333335,6.0,0.8333333333333334
2968,26,-13.733333333333338,6.0,0.8333333333333334
3118,27,-57.750000000000014,22.0,0.5
3268,28,-55.79999999999998,19.0,0.5
3418,29,-52.883333333333326,18.0,0.3333333333333333
3470,30,-3.2999999999999985,0.0,1.0
3486,31,0.05,0.0,1.0
3562,32,-4.549999999999999,0.0,1.0
3712,33,-65.98333333333332,22.0,0.3333333333333333
3862,34,-49.6,19.0,0.5
3948,35,-3.849999999999998,0.0,1.0
4098,36,-33.066666666666656,9.0,0.6666666666666666
4171,37,-13.433333333333335,6.0,0.8333333333333334
4242,38,4.163336342344337e-17,0.0,1.0
4267,39,0.0499999999999986,0.0,1.0
4279,40,0.05,0.0,1.0
4313,41,0.05,0.0,1.0
4463,42,-49.34999999999999,16.0,0.5
4613,43,-38.86666666666666,6.0,0.6666666666666666
4730,44,-4.249999999999997,0.0,1.0
4872,45,-37.666666666666664,6.0,0.6666666666666666
5022,46,-70.18333333333332,22.0,0.3333333333333333
5172,47,-58.1,19.0,0.5
5189,48,0.05,0.0,1.0
5339,49,-85.90000000000002,34.0,0.0
5489,50,-45.96666666666669,16.0,0.6666666666666666
5546,51,-13.783333333333337,6.0,0.8333333333333334
5559,52,0.05,0.0,1.0
5683,53,-77.76666666666667,28.0,0.16666666666666666
5833,54,-44.21666666666665,13.0,0.6666666666666666
5983,55,-39.46666666666665,16.0,0.6666666666666666
6133,56,-14.250000000000005,0.0,1.0
6243,57,-11.083333333333337,6.0,0.8333333333333334
6393,58,-58.58333333333335,22.0,0.3333333333333333
6543,59,-48.95000000000001,16.0,0.5
6566,60,0.05,0.0,1.0
6716,61,-18.43333333333336,6.0,0.8333333333333334
6866,62,-43.26666666666664,9.0,0.6666666666666666
6926,63,-0.4,0.0,1.0
7076,64,-19.733333333333345,6.0,0.8333333333333334
7226,65,-13.083333333333345,6.0,0.8333333333333334
7302,66,-13.633333333333333,6.0,0.8333333333333334
7355,67,-0.5500000000000014,0.0,1.0
7505,68,-75.91666666666663,28.0,0.16666666666666666
7655,69,-50.250000000000014,19.0,0.5
7805,70,-73.21666666666667,28.0,0.16666666666666666
7955,71,-21.733333333333352,6.0,0.8333333333333334
8105,72,-55.39999999999999,18.0,0.5
8255,73,-17.933333333333344,6.0,0.8333333333333334
8405,74,-30.766666666666662,6.0,0.6666666666666666
8472,75,-4.949999999999998,0.0,1.0
8622,76,-49.366666666666646,16.0,0.6666666666666666
8655,77,-0.9000000000000002,0.0,1.0
8805,78,-34.533333333333324,6.0,0.8333333333333334
8955,79,-50.91666666666666,16.0,0.6666666666666666
9105,80,-70.61666666666667,28.0,0.16666666666666666
9158,81,-2.699999999999999,0.0,1.0
9308,82,-7.949999999999993,0.0,1.0
9374,83,-14.93333333333334,6.0,0.8333333333333334
9421,84,-11.483333333333336,6.0,0.8333333333333334
9434,85,0.05,0.0,1.0
9451,86,0.04999999999999999,0.0,1.0
9497,87,-0.14999999999999997,0.0,1.0
9647,88,-50.416666666666664,13.0,0.6666666666666666
9710,89,-13.383333333333342,6.0,0.8333333333333334
9860,90,-62.33333333333332,18.0,0.3333333333333333
9999,91,-32.81666666666666,6.0,0.6666666666666666
10051,92,-0.9500000000000003,0.0,1.0
10201,93,-2.8999999999999986,0.0,1.0
10351,94,-3.949999999999999,0.0,1.0
10501,95,-23.18333333333334,6.0,0.8333333333333334
10651,96,-46.99999999999997,19.0,0.5
10783,97,-61.48333333333332,18.0,0.3333333333333333
10933,98,-16.083333333333353,6.0,0.8333333333333334
11083,99,-32.56666666666665,9.0,0.6666666666666666
11233,100,-75.8666666666666,28.0,0.16666666666666666
11363,101,-50.01666666666664,13.0,0.6666666666666666
11419,102,-0.04999999999999999,0.0,1.0
11465,103,-11.433333333333335,6.0,0.8333333333333334
11615,104,-44.71666666666665,9.0,0.6666666666666666
11765,105,-59.14999999999999,22.0,0.5
11915,106,-45.099999999999994,15.0,0.5
11953,107,0.04999999999999999,0.0,1.0
12103,108,-49.749999999999964,12.0,0.5
12166,109,-14.683333333333339,6.0,0.8333333333333334
12316,110,-16.883333333333354,6.0,0.8333333333333334
12338,111,0.05,0.0,1.0
12470,112,-37.49999999999997,12.0,0.5
12487,113,0.05,0.0,1.0
12637,114,-42.5,18.0,0.5
12787,115,-26.833333333333353,6.0,0.8333333333333334
12937,116,-65.09999999999997,22.0,0.5
13087,117,-19.083333333333332,3.0,0.8333333333333334
13112,118,0.05,0.0,1.0
13191,119,-14.38333333333334,6.0,0.8333333333333334
13341,120,-41.40000000000001,12.0,0.5
13391,121,0.0,0.0,1.0
13468,122,-3.3,0.0,1.0
13618,123,-20.783333333333363,6.0,0.8333333333333334
13768,124,-58.083333333333336,25.0,0.3333333333333333
13905,125,-32.11666666666666,12.0,0.6666666666666666
14055,126,-42.1,12.0,0.5
14197,127,-3.399999999999998,0.0,1.0
14213,128,0.05,0.0,1.0
14363,129,-34.650000000000034,12.0,0.5
14375,130,0.05,0.0,1.0
14525,131,-44.7,15.0,0.5
14675,132,-34.716666666666676,9.0,0.6666666666666666
14825,133,-49.19999999999998,12.0,0.5
14975,134,-21.53333333333336,6.0,0.8333333333333334
15125,135,-45.36666666666668,16.0,0.6666666666666666
15275,136,-58.20000000000001,22.0,0.5
15425,137,-65.53333333333329,22.0,0.3333333333333333
15575,138,-58.283333333333296,18.0,0.3333333333333333
15725,139,-29.36666666666669,12.0,0.6666666666666666
15875,140,-19.53333333333336,6.0,0.8333333333333334
16025,141,-20.033333333333346,6.0,0.8333333333333334
16175,142,-20.28333333333335,6.0,0.8333333333333334
16325,143,-57.53333333333336,18.0,0.3333333333333333
16475,144,-32.68333333333334,10.0,0.8333333333333334
16625,145,-19.78333333333335,6.0,0.8333333333333334
16775,146,-55.15000000000001,22.0,0.5
16925,147,-40.01666666666666,9.0,0.6666666666666666
17075,148,-33.41666666666664,12.0,0.6666666666666666
17225,149,-65.43333333333332,22.0,0.3333333333333333
17288,150,-12.683333333333335,6.0,0.8333333333333334
17438,151,-18.000000000000004,0.0,1.0
17554,152,-90.25000000000001,34.0,0.0
17704,153,-55.89999999999997,19.0,0.5
17854,154,-22.883333333333336,6.0,0.8333333333333334
17931,155,-15.083333333333341,6.0,0.8333333333333334
18081,156,-43.900000000000034,12.0,0.5
18231,157,-59.083333333333314,18.0,0.3333333333333333
18381,158,-66.93333333333334,25.0,0.3333333333333333
18514,159,-66.43333333333332,22.0,0.3333333333333333
18580,160,-11.383333333333335,6.0,0.8333333333333334
18730,161,-9.449999999999998,0.0,1.0
18880,162,-38.29999999999999,15.0,0.5
19030,163,-21.433333333333344,6.0,0.8333333333333334
19180,164,-58.45000000000001,19.0,0.5
19330,165,-13.933333333333326,3.0,0.8333333333333334
19408,166,-13.483333333333338,6.0,0.8333333333333334
19558,167,-67.98333333333329,22.0,0.3333333333333333
19603,168,-0.7500000000000001,0.0,1.0
19753,169,-53.15000000000001,22.0,0.5
19903,170,-20.33333333333335,6.0,0.8333333333333334
20053,171,-11.833333333333337,6.0,0.8333333333333334
20203,172,-23.833333333333353,6.0,0.8333333333333334
20353,173,-32.21666666666666,12.0,0.6666666666666666
20503,174,-45.56666666666667,16.0,0.6666666666666666
20615,175,-0.5500000000000003,0.0,1.0
20765,176,-13.833333333333343,6.0,0.8333333333333334
20915,177,-43.80000000000001,19.0,0.5
21065,178,-37.716666666666654,12.0,0.6666666666666666
21207,179,-78.26666666666668,28.0,0.16666666666666666
21330,180,-35.91666666666665,9.0,0.6666666666666666
21480,181,-32.21666666666667,12.0,0.6666666666666666
