num_agents,overlap_ratio_mean,overlap_ratio_std,coverage_efficiency_mean,region_specialization_mean,action_entropy_mean,repeated_action_ratio_mean
1,0.0,0.0,0.0812603648424544,1.0,0.0,1.0
3,0.009716209716209715,0.007780916884614215,0.06301824212271974,1.0,0.0,1.0
5,0.014529399196895299,0.007604795583646634,0.1310116086235489,0.99983852519449,0.9513887062559219,0.9886097152428811
10,0.056656834863346946,0.039388194567643225,0.04228855721393035,0.9485854118546562,0.0,1.0
