region,num_agents,containment_efficiency_mean,containment_efficiency_std,burned_cells_mean,fire_intensity_mean
california,1,-29.16821628740583,0.8777616741964351,257.21666666666664,347.4303207397461
california,3,-28.356604800531223,0.7349322112428819,247.33333333333334,338.0834493001302
california,5,-26.928207701680495,2.479254633870083,234.76666666666668,321.6334060668945
california,10,-25.765343459101068,1.9734555845964334,223.38333333333333,308.2413548787435
saudi,1,-43.309322779212366,3.633889386407966,98.63333333333334,178.34557774861653
saudi,3,-41.86951100826992,3.419339560466272,95.05,172.5503173828125
saudi,5,-39.38825606048275,6.171898426939581,88.81666666666666,162.56323521931967
saudi,10,-39.01388280125382,3.544936256606916,88.7,161.05637817382814
