seed,episode,region,policy,WEL,ISR,CE,burned_cells,total_reward
4042,8,saudi,Full System (retrained),15.0,0.42857142857142855,0.9928571428571429,898,-718.310546875
4042,9,saudi,Full System (retrained),27.0,0.2857142857142857,0.9970760233918129,900,-698.28125
4042,10,saudi,Full System (retrained),15.0,0.42857142857142855,0.9862068965517241,852,-554.04296875
4042,11,saudi,Full System (retrained),27.0,0.2857142857142857,1.0,900,-588.232421875
4042,12,saudi,Full System (retrained),27.0,0.2857142857142857,0.9977011494252873,882,-655.810546875
4042,13,saudi,Full System (retrained),15.0,0.42857142857142855,0.993103448275862,892,-707.236328125
4042,14,saudi,Full System (retrained),27.0,0.2857142857142857,1.0,900,-622.080078125
42,0,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.98989898989899,900,-191.26953125
42,1,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9977011494252873,870,-608.203125
42,2,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,897,-738.92578125
42,3,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,757,-402.40234375
42,4,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,886,-669.47265625
42,5,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-351.396484375
42,6,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-572.59765625
42,7,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9885057471264368,900,-161.376953125
42,8,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9977011494252873,818,-506.58203125
42,9,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9965277777777778,899,-628.8671875
42,10,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9973544973544973,897,-537.3046875
42,11,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9971988795518207,897,-626.85546875
42,12,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9747474747474747,899,-414.0234375
42,13,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,677,-314.4921875
42,14,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9950980392156863,900,-731.71875
1042,0,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,1.0,897,-583.88671875
1042,1,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,854,-586.728515625
1042,2,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-653.45703125
1042,3,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,836,-543.26171875
1042,4,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-471.279296875
1042,5,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9916666666666667,899,-238.61328125
1042,6,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,1.0,897,-657.236328125
1042,7,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,1.0,896,-665.166015625
1042,8,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9342723004694836,899,-444.6484375
1042,9,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-296.3671875
1042,10,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9977011494252873,807,-486.611328125
1042,11,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-617.294921875
1042,12,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-617.275390625
1042,13,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9972222222222222,900,-715.927734375
1042,14,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,882,-667.265625
2042,0,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9977011494252873,857,-594.6484375
2042,1,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9966666666666667,899,-639.677734375
2042,2,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9878787878787879,899,-676.826171875
2042,3,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9895833333333334,900,-190.13671875
2042,4,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9950980392156863,899,-454.814453125
2042,5,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-679.189453125
2042,6,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9908045977011494,874,-590.15625
2042,7,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-296.34765625
2042,8,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-696.318359375
2042,9,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9942528735632183,899,-693.212890625
2042,10,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9917355371900827,899,-639.04296875
2042,11,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-390.712890625
2042,12,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9818181818181818,897,-596.376953125
2042,13,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9906103286384976,900,-466.50390625
2042,14,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9937106918238994,899,-648.798828125
3042,0,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9977011494252873,791,-457.96875
3042,1,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9976851851851852,898,-714.296875
3042,2,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-131.23046875
3042,3,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9952038369304557,900,-747.646484375
3042,4,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9950980392156863,899,-413.8671875
3042,5,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-437.2265625
3042,6,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,1.0,896,-629.6875
3042,7,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9862068965517241,850,-519.51171875
3042,8,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9954022988505747,864,-587.03125
3042,9,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9902912621359223,897,-553.330078125
3042,10,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9947089947089947,897,-682.3828125
3042,11,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.989159891598916,899,-704.697265625
3042,12,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9919678714859438,899,-538.33984375
3042,13,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9948320413436692,900,-712.685546875
3042,14,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9944903581267218,900,-691.3671875
4042,0,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9908045977011494,888,-664.74609375
4042,1,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,1.0,897,-573.251953125
4042,2,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9908045977011494,748,-380.654296875
4042,3,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9777777777777777,900,-169.033203125
4042,4,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9791666666666666,900,-534.70703125
4042,5,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-456.015625
4042,6,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9908045977011494,872,-633.740234375
4042,7,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9676616915422885,899,-686.71875
4042,8,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9928571428571429,898,-718.310546875
4042,9,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,0.9970760233918129,900,-698.28125
4042,10,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.9862068965517241,852,-554.04296875
4042,11,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-588.232421875
4042,12,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.993103448275862,882,-655.830078125
4042,13,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.993103448275862,892,-707.236328125
4042,14,saudi,BC-only (no RL fine-tuning),27.0,0.2857142857142857,1.0,900,-622.080078125
42,0,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.98989898989899,900,-191.26953125
42,1,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9954022988505747,868,-607.470703125
42,2,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9954022988505747,893,-735.99609375
42,3,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.960919540229885,757,-402.685546875
42,4,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9977011494252873,884,-668.583984375
42,5,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9938271604938271,900,-351.396484375
42,6,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9963768115942029,897,-570.78125
42,7,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9885057471264368,900,-161.376953125
42,8,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9310344827586207,817,-506.72109375
42,9,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9930555555555556,900,-629.560546875
42,10,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9682539682539683,897,-536.708984375
42,11,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9943977591036415,899,-627.5
42,12,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9949494949494949,899,-413.88671875
42,13,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9356321839080459,677,-314.638671875
42,14,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9975490196078431,897,-729.08203125
1042,0,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9912280701754386,897,-583.544921875
1042,1,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9517241379310345,853,-586.496484375
1042,2,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9970238095238095,899,-652.724609375
1042,3,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9517241379310345,834,-542.238671875
1042,4,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9920634920634921,897,-469.912109375
1042,5,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9916666666666667,899,-238.53515625
1042,6,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.994535519125683,899,-658.095703125
1042,7,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9952380952380953,899,-667.05078125
1042,8,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9953051643192489,899,-444.51171875
1042,9,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9927536231884058,900,-296.3671875
1042,10,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9080459770114943,805,-486.01796875
1042,11,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9929078014184397,899,-616.73828125
1042,12,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9929078014184397,899,-616.71875
1042,13,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9944444444444445,900,-715.927734375
1042,14,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9770114942528736,879,-665.498046875
2042,0,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9540229885057471,854,-593.351953125
2042,1,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9933333333333333,900,-640.361328125
2042,2,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9939393939393939,899,-676.904296875
2042,3,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9791666666666666,900,-190.13671875
2042,4,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9950980392156863,900,-455.29296875
2042,5,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9940476190476191,898,-677.79296875
2042,6,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9770114942528736,873,-589.384765625
2042,7,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9927536231884058,900,-296.34765625
2042,8,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9705014749262537,899,-695.654296875
2042,9,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9942528735632183,899,-693.203125
2042,10,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9944903581267218,898,-638.22265625
2042,11,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9947916666666666,899,-390.17578125
2042,12,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9939393939393939,899,-597.001953125
2042,13,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9953051643192489,900,-466.50390625
2042,14,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9937106918238994,899,-648.515625
3042,0,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9080459770114943,791,-459.133203125
3042,1,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9976851851851852,898,-714.00390625
3042,2,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9733333333333334,900,-131.23046875
3042,3,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9976019184652278,897,-744.90234375
3042,4,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9950980392156863,899,-413.720703125
3042,5,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9948717948717949,900,-437.2265625
3042,6,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9950617283950617,899,-631.40625
3042,7,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9977011494252873,850,-518.896484375
3042,8,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9977011494252873,861,-586.240234375
3042,9,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9967637540453075,899,-553.857421875
3042,10,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9947089947089947,898,-683.1640625
3042,11,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.994579945799458,899,-704.794921875
3042,12,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9959839357429718,899,-538.1640625
3042,13,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9948320413436692,899,-711.826171875
3042,14,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9944903581267218,898,-690.0
4042,0,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9954022988505747,887,-663.65234375
4042,1,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9915254237288136,898,-573.1640625
4042,2,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.960919540229885,748,-380.5859375
4042,3,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9888888888888889,900,-169.033203125
4042,4,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9916666666666667,900,-534.70703125
4042,5,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9956709956709957,899,-455.380859375
4042,6,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9770114942528736,869,-632.16796875
4042,7,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9975124378109452,897,-685.234375
4042,8,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9976190476190476,898,-717.958984375
4042,9,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9941520467836257,898,-697.3046875
4042,10,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9954022988505747,852,-553.642578125
4042,11,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9965635738831615,897,-586.34765625
4042,12,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9977011494252873,880,-654.921875
4042,13,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9954022988505747,888,-704.00390625
4042,14,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.9968847352024922,897,-620.0
42,0,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9696969696969697,900,-191.26953125
42,1,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.993103448275862,870,-608.203125
42,2,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.993103448275862,897,-738.92578125
42,3,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9954022988505747,757,-402.40234375
42,4,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9977011494252873,886,-669.47265625
42,5,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-351.396484375
42,6,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-572.59765625
42,7,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9885057471264368,900,-161.376953125
42,8,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9908045977011494,817,-505.673828125
42,9,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9965277777777778,899,-628.8671875
42,10,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9920634920634921,897,-537.3046875
42,11,saudi,w/o KL Regularization,15.0,0.42857142857142855,1.0,897,-626.85546875
42,12,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9747474747474747,899,-414.0234375
42,13,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9908045977011494,676,-313.916015625
42,14,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9950980392156863,900,-731.71875
1042,0,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9912280701754386,897,-583.88671875
1042,1,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9908045977011494,854,-586.728515625
1042,2,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-653.45703125
1042,3,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9908045977011494,836,-543.26171875
1042,4,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-471.279296875
1042,5,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9916666666666667,899,-238.61328125
1042,6,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9863387978142076,897,-657.236328125
1042,7,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9880952380952381,896,-665.166015625
1042,8,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9906103286384976,899,-444.6484375
1042,9,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-296.3671875
1042,10,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9908045977011494,806,-485.703125
1042,11,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9964539007092199,900,-617.294921875
1042,12,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9964539007092199,900,-617.275390625
1042,13,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9972222222222222,900,-715.927734375
1042,14,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.993103448275862,882,-666.552734375
2042,0,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9977011494252873,857,-594.6484375
2042,1,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9966666666666667,899,-639.677734375
2042,2,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.996969696969697,899,-676.826171875
2042,3,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9895833333333334,900,-190.13671875
2042,4,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9950980392156863,899,-454.814453125
2042,5,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9970238095238095,900,-679.189453125
2042,6,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9908045977011494,874,-590.15625
2042,7,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-296.34765625
2042,8,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9970501474926253,900,-696.318359375
2042,9,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9885057471264368,899,-693.212890625
2042,10,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,899,-639.04296875
2042,11,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-390.712890625
2042,12,saudi,w/o KL Regularization,15.0,0.42857142857142855,1.0,897,-596.376953125
2042,13,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9953051643192489,900,-466.50390625
2042,14,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9968553459119497,898,-647.978515625
3042,0,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9977011494252873,791,-457.96875
3042,1,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.9976851851851852,898,-714.296875
3042,2,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-131.23046875
3042,3,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9952038369304557,900,-747.646484375
3042,4,saudi,w/o KL Regularization,15.0,0.42857142857142855,1.0,899,-413.8671875
3042,5,saudi,w/o KL Regularization,27.0,0.2857142857142857,1.0,900,-437.2265625
3042,6,saudi,w/o KL Regularization,15.0,0.42857142857142855,1.0,896,-629.6875
3042,7,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.993103448275862,849,-518.623046875
3042,8,saudi,w/o KL Regularization,27.0,0.2857142857142857,0.9977011494252873,864,-587.20703125
3042,9,saudi,w/o KL Regularization,15.0,0.42857142857142855,1.0,897,-553.330078125
