Seed,Mean Episode Reward,Reward Std,Mean Burned Cells,Burned Cells Std,Mean Fire Intensity,Fire Intensity Std
0,-41506.225,4333.453731769425,524.9,32.62958780003204,474.5986083984375,28.553989186400404
1,-40510.0671875,2776.4053793406174,517.5,23.980200165970256,466.71620788574216,21.256987449070152
2,-41053.58671875,4552.092094844622,531.0,40.74800608618783,480.58436889648436,35.34724711066967
3,-39649.20390625,3367.704465681721,518.8,31.647432755280484,471.31398620605466,28.21243549709039
4,-39909.61015625,3931.9326479341717,513.9,34.08944118051805,467.23430786132815,29.136664560167617
