env_steps,episode,episode_return,WEL,ISR
150,1,-44.966666666666654,6.0,0.6666666666666666
300,2,-54.39999999999996,15.0,0.5
450,3,-61.69999999999999,19.0,0.5
592,4,-68.78333333333329,22.0,0.3333333333333333
653,5,-14.383333333333335,6.0,0.8333333333333334
803,6,-34.71666666666669,9.0,0.6666666666666666
860,7,-4.999999999999999,0.0,1.0
986,8,-67.68333333333331,22.0,0.3333333333333333
1136,9,-22.250000000000004,0.0,1.0
1286,10,-61.350000000000016,22.0,0.5
1436,11,-37.21666666666668,16.0,0.6666666666666666
1586,12,-54.650000000000006,16.0,0.5
1669,13,-13.033333333333339,6.0,0.8333333333333334
1818,14,-70.33333333333326,25.0,0.3333333333333333
1968,15,-45.46666666666666,13.0,0.6666666666666666
2118,16,-26.316666666666674,9.0,0.6666666666666666
2268,17,-53.39999999999998,16.0,0.5
2418,18,-10.600000000000003,0.0,1.0
2568,19,-39.81666666666668,13.0,0.6666666666666666
2647,20,-15.233333333333334,6.0,0.8333333333333334
2797,21,-38.16666666666666,13.0,0.6666666666666666
2850,22,-0.15,0.0,1.0
3000,23,-44.86666666666667,9.0,0.6666666666666666
3150,24,-51.01666666666664,13.0,0.6666666666666666
3300,25,-50.06666666666664,16.0,0.6666666666666666
3450,26,-57.15000000000001,22.0,0.5
3600,27,-47.16666666666669,13.0,0.6666666666666666
3750,28,-24.28333333333333,3.0,0.8333333333333334
3900,29,-41.06666666666666,9.0,0.6666666666666666
4026,30,-75.2166666666667,28.0,0.16666666666666666
4074,31,-13.133333333333333,6.0,0.8333333333333334
4224,32,-44.05,16.0,0.5
4374,33,-70.08333333333326,25.0,0.3333333333333333
4524,34,-60.55,19.0,0.5
4674,35,-76.16666666666667,28.0,0.16666666666666666
4824,36,-32.56666666666669,16.0,0.6666666666666666
4895,37,-14.083333333333332,6.0,0.8333333333333334
5045,38,-44.41666666666664,9.0,0.6666666666666666
5195,39,-45.26666666666669,16.0,0.6666666666666666
5345,40,-29.86666666666667,9.0,0.6666666666666666
5495,41,-23.483333333333334,6.0,0.8333333333333334
5550,42,-1.1000000000000003,0.0,1.0
5635,43,-1.1500000000000006,0.0,1.0
5785,44,-25.28333333333337,6.0,0.8333333333333334
5851,45,-12.733333333333336,6.0,0.8333333333333334
6001,46,-74.66666666666663,28.0,0.16666666666666666
6148,47,-51.01666666666667,16.0,0.6666666666666666
6298,48,-49.59999999999998,15.0,0.5
6448,49,-26.41666666666666,9.0,0.6666666666666666
6585,50,-41.06666666666664,6.0,0.6666666666666666
6735,51,-62.150000000000006,22.0,0.5
6808,52,-11.233333333333334,6.0,0.8333333333333334
6958,53,-52.550000000000004,12.0,0.5
7053,54,-2.0,0.0,1.0
7099,55,-1.0000000000000002,0.0,1.0
7249,56,-67.83333333333327,25.0,0.3333333333333333
7331,57,-14.183333333333342,6.0,0.8333333333333334
7481,58,-47.08333333333332,22.0,0.3333333333333333
7631,59,-26.733333333333345,6.0,0.8333333333333334
7781,60,-34.266666666666644,12.0,0.6666666666666666
7931,61,-50.30000000000001,22.0,0.5
7986,62,-1.4000000000000004,0.0,1.0
8136,63,-34.76666666666667,9.0,0.6666666666666666
8274,64,-2.4,0.0,1.0
8424,65,-39.3,12.0,0.5
8574,66,-40.616666666666674,9.0,0.6666666666666666
8724,67,-23.53333333333333,3.0,0.8333333333333334
8786,68,-3.599999999999999,0.0,1.0
8936,69,-49.949999999999974,12.0,0.5
9084,70,-57.94999999999998,19.0,0.5
9234,71,-18.133333333333326,3.0,0.8333333333333334
9384,72,-36.11666666666663,9.0,0.6666666666666666
9534,73,-3.849999999999998,0.0,1.0
9684,74,-55.44999999999999,19.0,0.5
9834,75,-40.049999999999976,12.0,0.5
9984,76,-58.850000000000016,19.0,0.5
10134,77,-50.766666666666666,16.0,0.6666666666666666
10206,78,-13.083333333333334,6.0,0.8333333333333334
10356,79,-17.33333333333334,6.0,0.8333333333333334
10506,80,-50.86666666666662,12.0,0.6666666666666666
10656,81,-30.483333333333334,10.0,0.8333333333333334
10806,82,-6.1000000000000005,0.0,1.0
10956,83,-14.433333333333337,6.0,0.8333333333333334
11106,84,-54.89999999999998,15.0,0.5
11256,85,-62.483333333333334,22.0,0.3333333333333333
11293,86,-1.35,0.0,1.0
11443,87,-59.13333333333333,25.0,0.3333333333333333
11548,88,-15.73333333333334,6.0,0.8333333333333334
11698,89,-60.533333333333346,22.0,0.3333333333333333
11740,90,-13.033333333333335,6.0,0.8333333333333334
11803,91,-2.9999999999999982,0.0,1.0
11953,92,-37.366666666666646,9.0,0.6666666666666666
12083,93,-79.46666666666665,28.0,0.16666666666666666
12157,94,-15.133333333333335,6.0,0.8333333333333334
12307,95,-62.33333333333332,22.0,0.3333333333333333
12365,96,-13.43333333333334,6.0,0.8333333333333334
12515,97,-34.56666666666664,12.0,0.6666666666666666
12665,98,-31.183333333333334,3.0,0.8333333333333334
12815,99,-50.24999999999998,12.0,0.5
12965,100,-34.01666666666669,16.0,0.6666666666666666
12981,101,0.04999999999999999,0.0,1.0
13130,102,-65.2333333333333,22.0,0.3333333333333333
13280,103,-48.01666666666669,13.0,0.6666666666666666
13430,104,-39.51666666666665,6.0,0.6666666666666666
13580,105,-66.88333333333333,22.0,0.3333333333333333
13730,106,-4.649999999999995,0.0,1.0
13880,107,-46.06666666666665,9.0,0.6666666666666666
14030,108,-67.1333333333333,22.0,0.3333333333333333
14180,109,-44.79999999999999,12.0,0.5
14330,110,-14.40000000000001,0.0,1.0
14379,111,-12.133333333333335,6.0,0.8333333333333334
14465,112,-4.149999999999999,0.0,1.0
14489,113,0.04999999999999999,0.0,1.0
14580,114,-3.899999999999999,0.0,1.0
14730,115,-32.800000000000004,15.0,0.5
14880,116,-53.333333333333314,18.0,0.3333333333333333
15030,117,-45.99999999999998,15.0,0.5
15180,118,-35.116666666666674,9.0,0.6666666666666666
15330,119,-45.30000000000002,19.0,0.5
15480,120,-37.51666666666666,9.0,0.6666666666666666
15539,121,-3.1499999999999995,0.0,1.0
15645,122,-14.433333333333335,6.0,0.8333333333333334
15795,123,-24.133333333333354,6.0,0.8333333333333334
15945,124,-32.166666666666664,12.0,0.6666666666666666
16095,125,-68.3333333333333,22.0,0.3333333333333333
16245,126,-64.63333333333331,22.0,0.3333333333333333
16301,127,-15.183333333333334,6.0,0.8333333333333334
16355,128,-13.783333333333337,6.0,0.8333333333333334
16505,129,-20.883333333333336,6.0,0.8333333333333334
16655,130,-44.81666666666667,13.0,0.6666666666666666
16805,131,-43.2,15.0,0.5
16922,132,-81.01666666666665,28.0,0.16666666666666666
17072,133,-33.68333333333333,3.0,0.8333333333333334
17222,134,-53.20000000000002,16.0,0.5
17372,135,-47.766666666666694,16.0,0.6666666666666666
17429,136,-0.75,0.0,1.0
17566,137,-52.10000000000001,12.0,0.5
17716,138,-39.26666666666666,9.0,0.6666666666666666
17865,139,-67.83333333333334,22.0,0.3333333333333333
17942,140,-14.633333333333338,6.0,0.8333333333333334
17999,141,-0.6,0.0,1.0
18149,142,-51.899999999999956,12.0,0.5
18299,143,-44.466666666666654,9.0,0.6666666666666666
18449,144,-48.64999999999999,12.0,0.5
18599,145,-13.850000000000005,0.0,1.0
18749,146,-8.450000000000003,0.0,1.0
18770,147,0.04999999999999999,0.0,1.0
18858,148,-14.033333333333337,6.0,0.8333333333333334
19008,149,-63.73333333333334,25.0,0.3333333333333333
19158,150,-32.46666666666667,6.0,0.6666666666666666
19308,151,-24.583333333333346,6.0,0.8333333333333334
19458,152,-32.26666666666669,9.0,0.6666666666666666
19608,153,-39.199999999999996,12.0,0.5
19758,154,-17.73333333333334,6.0,0.8333333333333334
19908,155,-25.483333333333338,6.0,0.8333333333333334
20058,156,-19.733333333333356,6.0,0.8333333333333334
20208,157,-49.30000000000001,15.0,0.5
20290,158,-14.883333333333338,6.0,0.8333333333333334
20439,159,-32.31666666666666,9.0,0.6666666666666666
20589,160,-22.483333333333338,6.0,0.8333333333333334
20644,161,-13.783333333333339,6.0,0.8333333333333334
20794,162,-48.316666666666684,13.0,0.6666666666666666
20944,163,-52.05,16.0,0.5
21094,164,-33.31666666666669,12.0,0.6666666666666666
21164,165,-14.133333333333331,6.0,0.8333333333333334
21314,166,-49.216666666666676,16.0,0.6666666666666666
21464,167,-30.966666666666676,12.0,0.6666666666666666
21518,168,-2.399999999999999,0.0,1.0
21668,169,-75.56666666666662,28.0,0.16666666666666666
21818,170,-36.36666666666664,16.0,0.6666666666666666
21968,171,-41.16666666666662,6.0,0.6666666666666666
22118,172,-76.06666666666663,28.0,0.16666666666666666
22268,173,-18.9,0.0,1.0
22418,174,-29.383333333333336,3.0,0.8333333333333334
22568,175,-39.93333333333332,10.0,0.8333333333333334
22718,176,-51.44999999999998,16.0,0.5
22868,177,-53.68333333333331,18.0,0.3333333333333333
23018,178,-35.166666666666664,9.0,0.6666666666666666
23065,179,-13.833333333333334,6.0,0.8333333333333334
23215,180,-24.53333333333333,3.0,0.8333333333333334
23266,181,-12.683333333333334,6.0,0.8333333333333334
23326,182,-2.7,0.0,1.0
23375,183,-13.033333333333333,6.0,0.8333333333333334
23525,184,-52.11666666666668,16.0,0.6666666666666666
23675,185,-61.733333333333356,22.0,0.3333333333333333
23825,186,-40.21666666666666,13.0,0.6666666666666666
23975,187,-64.2833333333333,22.0,0.3333333333333333
24125,188,-54.79999999999998,16.0,0.5
24275,189,-47.6,16.0,0.5
24349,190,-4.599999999999999,0.0,1.0
24499,191,-47.85000000000002,19.0,0.5
24576,192,-0.8500000000000001,0.0,1.0
24726,193,-52.89999999999997,16.0,0.5
24876,194,-45.01666666666667,13.0,0.6666666666666666
25026,195,-42.45000000000002,12.0,0.5
25176,196,-43.300000000000004,12.0,0.5
25241,197,-14.283333333333331,6.0,0.8333333333333334
25391,198,-33.366666666666674,9.0,0.6666666666666666
25490,199,-14.433333333333342,6.0,0.8333333333333334
25531,200,-13.133333333333335,6.0,0.8333333333333334
25581,201,-11.883333333333333,6.0,0.8333333333333334
25641,202,-12.583333333333334,6.0,0.8333333333333334
25791,203,-55.31666666666672,16.0,0.6666666666666666
