WEL,ISR,CE,burned,return,region,policy,seed,episode,train_seed
4.0,0.8571428571428571,0.7373068432671082,444,-6.857142857142858,saudi,mappo,4042,9,42.0
4.0,0.8571428571428571,0.7306843267108167,372,-6.857142857142858,saudi,mappo,4042,10,42.0
14.0,0.5714285714285714,1.0,393,-22.571428571428573,saudi,mappo,4042,11,42.0
4.0,0.8571428571428571,1.0,420,-6.857142857142858,saudi,mappo,4042,12,42.0
4.0,0.8571428571428571,1.0,418,-6.857142857142858,saudi,mappo,4042,13,42.0
8.0,0.7142857142857143,0.7328918322295805,513,-13.714285714285714,saudi,mappo,4042,14,42.0
14.0,0.7142857142857143,1.0,379,-19.714285714285715,saudi,mappo,42,0,1042.0
9.0,0.7142857142857143,1.0,253,-14.714285714285714,saudi,mappo,42,1,1042.0
21.0,0.42857142857142855,1.0,327,-32.42857142857143,saudi,mappo,42,2,1042.0
18.0,0.5714285714285714,1.0,406,-26.571428571428577,saudi,mappo,42,3,1042.0
13.0,0.5714285714285714,1.0,307,-21.571428571428573,saudi,mappo,42,4,1042.0
17.0,0.42857142857142855,1.0,495,-28.42857142857143,saudi,mappo,42,5,1042.0
18.0,0.5714285714285714,1.0,390,-26.571428571428577,saudi,mappo,42,6,1042.0
4.0,0.8571428571428571,1.0,336,-6.857142857142858,saudi,mappo,42,7,1042.0
17.0,0.42857142857142855,1.0,390,-28.42857142857143,saudi,mappo,42,8,1042.0
17.0,0.42857142857142855,1.0,570,-28.42857142857143,saudi,mappo,42,9,1042.0
17.0,0.42857142857142855,1.0,434,-28.42857142857143,saudi,mappo,42,10,1042.0
14.0,0.7142857142857143,1.0,369,-19.714285714285715,saudi,mappo,42,11,1042.0
4.0,0.8571428571428571,1.0,517,-6.857142857142858,saudi,mappo,42,12,1042.0
17.0,0.42857142857142855,1.0,593,-28.42857142857143,saudi,mappo,42,13,1042.0
17.0,0.42857142857142855,1.0,411,-28.42857142857143,saudi,mappo,42,14,1042.0
14.0,0.7142857142857143,1.0,423,-19.714285714285715,saudi,mappo,1042,0,1042.0
14.0,0.7142857142857143,1.0,322,-19.714285714285715,saudi,mappo,1042,1,1042.0
17.0,0.42857142857142855,1.0,380,-28.42857142857143,saudi,mappo,1042,2,1042.0
13.0,0.5714285714285714,1.0,430,-21.571428571428573,saudi,mappo,1042,3,1042.0
13.0,0.5714285714285714,1.0,249,-21.571428571428573,saudi,mappo,1042,4,1042.0
17.0,0.42857142857142855,1.0,460,-28.42857142857143,saudi,mappo,1042,5,1042.0
17.0,0.5714285714285714,1.0,299,-25.571428571428577,saudi,mappo,1042,6,1042.0
13.0,0.5714285714285714,1.0,438,-21.571428571428573,saudi,mappo,1042,7,1042.0
4.0,0.8571428571428571,1.0,444,-6.857142857142858,saudi,mappo,1042,8,1042.0
17.0,0.42857142857142855,1.0,466,-28.42857142857143,saudi,mappo,1042,9,1042.0
21.0,0.42857142857142855,1.0,315,-32.42857142857143,saudi,mappo,1042,10,1042.0
14.0,0.7142857142857143,1.0,325,-19.714285714285715,saudi,mappo,1042,11,1042.0
8.0,0.7142857142857143,0.7615894039735099,457,-13.714285714285714,saudi,mappo,1042,12,1042.0
17.0,0.42857142857142855,1.0,413,-28.42857142857143,saudi,mappo,1042,13,1042.0
17.0,0.42857142857142855,1.0,529,-28.42857142857143,saudi,mappo,1042,14,1042.0
17.0,0.42857142857142855,1.0,426,-28.42857142857143,saudi,mappo,2042,0,1042.0
13.0,0.5714285714285714,1.0,319,-21.571428571428573,saudi,mappo,2042,1,1042.0
17.0,0.42857142857142855,1.0,408,-28.42857142857143,saudi,mappo,2042,2,1042.0
4.0,0.8571428571428571,1.0,427,-6.857142857142858,saudi,mappo,2042,3,1042.0
8.0,0.7142857142857143,1.0,573,-13.714285714285714,saudi,mappo,2042,4,1042.0
27.0,0.2857142857142857,1.0,437,-41.285714285714285,saudi,mappo,2042,5,1042.0
21.0,0.42857142857142855,1.0,452,-32.42857142857143,saudi,mappo,2042,6,1042.0
17.0,0.42857142857142855,1.0,460,-28.42857142857143,saudi,mappo,2042,7,1042.0
13.0,0.5714285714285714,1.0,248,-21.571428571428573,saudi,mappo,2042,8,1042.0
14.0,0.7142857142857143,1.0,414,-19.714285714285715,saudi,mappo,2042,9,1042.0
9.0,0.7142857142857143,1.0,257,-14.714285714285714,saudi,mappo,2042,10,1042.0
17.0,0.42857142857142855,1.0,571,-28.42857142857143,saudi,mappo,2042,11,1042.0
18.0,0.5714285714285714,1.0,536,-26.571428571428577,saudi,mappo,2042,12,1042.0
17.0,0.5714285714285714,1.0,357,-25.571428571428577,saudi,mappo,2042,13,1042.0
7.0,0.7142857142857143,1.0,377,-12.714285714285714,saudi,mappo,2042,14,1042.0
13.0,0.5714285714285714,1.0,353,-21.571428571428573,saudi,mappo,3042,0,1042.0
18.0,0.5714285714285714,1.0,358,-26.571428571428577,saudi,mappo,3042,1,1042.0
17.0,0.42857142857142855,1.0,474,-28.42857142857143,saudi,mappo,3042,2,1042.0
17.0,0.5714285714285714,1.0,301,-25.571428571428577,saudi,mappo,3042,3,1042.0
17.0,0.42857142857142855,1.0,463,-28.42857142857143,saudi,mappo,3042,4,1042.0
17.0,0.5714285714285714,1.0,354,-25.571428571428577,saudi,mappo,3042,5,1042.0
13.0,0.5714285714285714,1.0,426,-21.571428571428573,saudi,mappo,3042,6,1042.0
13.0,0.5714285714285714,1.0,218,-21.571428571428573,saudi,mappo,3042,7,1042.0
27.0,0.2857142857142857,0.9911699779249448,440,-41.285714285714285,saudi,mappo,3042,8,1042.0
4.0,0.8571428571428571,1.0,410,-6.857142857142858,saudi,mappo,3042,9,1042.0
18.0,0.5714285714285714,1.0,510,-26.571428571428577,saudi,mappo,3042,10,1042.0
7.0,0.7142857142857143,1.0,366,-12.714285714285714,saudi,mappo,3042,11,1042.0
13.0,0.5714285714285714,1.0,414,-21.571428571428573,saudi,mappo,3042,12,1042.0
27.0,0.2857142857142857,0.9426048565121413,439,-41.285714285714285,saudi,mappo,3042,13,1042.0
18.0,0.5714285714285714,1.0,304,-26.571428571428577,saudi,mappo,3042,14,1042.0
17.0,0.5714285714285714,1.0,299,-25.571428571428577,saudi,mappo,4042,0,1042.0
18.0,0.5714285714285714,1.0,395,-26.571428571428577,saudi,mappo,4042,1,1042.0
17.0,0.42857142857142855,1.0,469,-28.42857142857143,saudi,mappo,4042,2,1042.0
17.0,0.42857142857142855,1.0,321,-28.42857142857143,saudi,mappo,4042,3,1042.0
8.0,0.7142857142857143,1.0,525,-13.714285714285714,saudi,mappo,4042,4,1042.0
21.0,0.42857142857142855,1.0,326,-32.42857142857143,saudi,mappo,4042,5,1042.0
17.0,0.5714285714285714,1.0,306,-25.571428571428577,saudi,mappo,4042,6,1042.0
4.0,0.8571428571428571,1.0,383,-6.857142857142858,saudi,mappo,4042,7,1042.0
27.0,0.2857142857142857,0.8035320088300221,370,-41.285714285714285,saudi,mappo,4042,8,1042.0
17.0,0.42857142857142855,1.0,472,-28.42857142857143,saudi,mappo,4042,9,1042.0
27.0,0.2857142857142857,1.0,450,-41.285714285714285,saudi,mappo,4042,10,1042.0
4.0,0.8571428571428571,1.0,429,-6.857142857142858,saudi,mappo,4042,11,1042.0
23.0,0.42857142857142855,1.0,462,-34.42857142857143,saudi,mappo,4042,12,1042.0
4.0,0.8571428571428571,0.7571743929359823,448,-6.857142857142858,saudi,mappo,4042,13,1042.0
8.0,0.7142857142857143,1.0,513,-13.714285714285714,saudi,mappo,4042,14,1042.0
8.0,0.7142857142857143,0.739514348785872,327,-13.714285714285714,saudi,mappo,42,0,2042.0
13.0,0.5714285714285714,0.8830022075055187,219,-21.571428571428573,saudi,mappo,42,1,2042.0
23.0,0.42857142857142855,1.0,327,-34.42857142857143,saudi,mappo,42,2,2042.0
27.0,0.2857142857142857,1.0,312,-41.285714285714285,saudi,mappo,42,3,2042.0
0.0,1.0,0.7086092715231788,120,-0.2,saudi,mappo,42,4,2042.0
4.0,0.8571428571428571,0.5342163355408388,281,-6.857142857142858,saudi,mappo,42,5,2042.0
0.0,1.0,0.5629139072847682,102,0.0,saudi,mappo,42,6,2042.0
0.0,1.0,0.9977924944812362,218,0.0,saudi,mappo,42,7,2042.0
4.0,0.8571428571428571,1.0,267,-6.857142857142858,saudi,mappo,42,8,2042.0
8.0,0.7142857142857143,0.5165562913907285,485,-13.714285714285714,saudi,mappo,42,9,2042.0
8.0,0.7142857142857143,0.45695364238410596,445,-13.814285714285713,saudi,mappo,42,10,2042.0
18.0,0.5714285714285714,0.9955849889624724,338,-26.571428571428577,saudi,mappo,42,11,2042.0
4.0,0.8571428571428571,0.7505518763796909,499,-6.857142857142858,saudi,mappo,42,12,2042.0
8.0,0.7142857142857143,0.5673289183222958,531,-13.714285714285714,saudi,mappo,42,13,2042.0
8.0,0.7142857142857143,0.4922737306843267,418,-13.714285714285714,saudi,mappo,42,14,2042.0
18.0,0.5714285714285714,0.847682119205298,329,-26.571428571428577,saudi,mappo,1042,0,2042.0
0.0,1.0,0.47902869757174393,86,0.0,saudi,mappo,1042,1,2042.0
4.0,0.8571428571428571,1.0,270,-6.857142857142858,saudi,mappo,1042,2,2042.0
4.0,0.8571428571428571,0.7704194260485652,316,-6.857142857142858,saudi,mappo,1042,3,2042.0
13.0,0.5714285714285714,0.7991169977924945,238,-21.571428571428573,saudi,mappo,1042,4,2042.0
8.0,0.7142857142857143,0.5342163355408388,426,-13.714285714285714,saudi,mappo,1042,5,2042.0
0.0,1.0,0.7814569536423841,99,0.0,saudi,mappo,1042,6,2042.0
18.0,0.5714285714285714,0.695364238410596,450,-26.771428571428572,saudi,mappo,1042,7,2042.0
4.0,0.8571428571428571,0.5231788079470199,398,-6.857142857142858,saudi,mappo,1042,8,2042.0
4.0,0.8571428571428571,0.5916114790286976,213,-6.857142857142858,saudi,mappo,1042,9,2042.0
4.0,0.8571428571428571,0.8145695364238411,263,-6.857142857142858,saudi,mappo,1042,10,2042.0
0.0,1.0,0.48123620309050774,88,0.0,saudi,mappo,1042,11,2042.0
4.0,0.8571428571428571,0.4856512141280353,305,-6.857142857142858,saudi,mappo,1042,12,2042.0
8.0,0.7142857142857143,0.4922737306843267,402,-13.714285714285714,saudi,mappo,1042,13,2042.0
8.0,0.7142857142857143,0.5187637969094923,428,-13.714285714285714,saudi,mappo,1042,14,2042.0
4.0,0.8571428571428571,0.7924944812362031,310,-6.857142857142858,saudi,mappo,2042,0,2042.0
0.0,1.0,0.8013245033112583,126,0.0,saudi,mappo,2042,1,2042.0
4.0,0.8571428571428571,1.0,294,-6.857142857142858,saudi,mappo,2042,2,2042.0
4.0,0.8571428571428571,0.7439293598233996,288,-6.857142857142858,saudi,mappo,2042,3,2042.0
8.0,0.7142857142857143,0.5165562913907285,516,-13.714285714285714,saudi,mappo,2042,4,2042.0
8.0,0.7142857142857143,0.4392935982339956,412,-14.014285714285712,saudi,mappo,2042,5,2042.0
0.0,1.0,0.7483443708609272,137,0.0,saudi,mappo,2042,6,2042.0
4.0,0.8571428571428571,0.5452538631346578,333,-6.857142857142858,saudi,mappo,2042,7,2042.0
13.0,0.5714285714285714,0.7991169977924945,238,-21.571428571428573,saudi,mappo,2042,8,2042.0
18.0,0.5714285714285714,0.8520971302428256,323,-26.571428571428577,saudi,mappo,2042,9,2042.0
4.0,0.8571428571428571,0.7902869757174393,229,-6.857142857142858,saudi,mappo,2042,10,2042.0
8.0,0.7142857142857143,0.5165562913907285,486,-13.714285714285714,saudi,mappo,2042,11,2042.0
4.0,0.8571428571428571,0.5231788079470199,492,-6.857142857142858,saudi,mappo,2042,12,2042.0
0.0,1.0,0.7792494481236203,106,0.0,saudi,mappo,2042,13,2042.0
4.0,0.8571428571428571,0.9867549668874173,259,-6.857142857142858,saudi,mappo,2042,14,2042.0
4.0,0.8571428571428571,0.5077262693156733,202,-6.857142857142858,saudi,mappo,3042,0,2042.0
4.0,0.8571428571428571,0.5474613686534217,344,-6.857142857142858,saudi,mappo,3042,1,2042.0
4.0,0.8571428571428571,0.5408388520971302,392,-6.857142857142858,saudi,mappo,3042,2,2042.0
0.0,1.0,0.7836644591611479,99,0.0,saudi,mappo,3042,3,2042.0
0.0,1.0,0.7615894039735099,224,0.0,saudi,mappo,3042,4,2042.0
0.0,1.0,0.7792494481236203,106,0.0,saudi,mappo,3042,5,2042.0
8.0,0.7142857142857143,0.44370860927152317,467,-13.914285714285715,saudi,mappo,3042,6,2042.0
13.0,0.5714285714285714,0.7041942604856513,246,-21.571428571428573,saudi,mappo,3042,7,2042.0
4.0,0.8571428571428571,0.7880794701986755,438,-6.857142857142858,saudi,mappo,3042,8,2042.0
4.0,0.8571428571428571,0.4503311258278146,287,-7.057142857142858,saudi,mappo,3042,9,2042.0
4.0,0.8571428571428571,0.5121412803532008,469,-6.857142857142858,saudi,mappo,3042,10,2042.0
4.0,0.8571428571428571,0.9867549668874173,255,-6.857142857142858,saudi,mappo,3042,11,2042.0
18.0,0.5714285714285714,0.695364238410596,427,-26.771428571428572,saudi,mappo,3042,12,2042.0
8.0,0.7142857142857143,0.4392935982339956,412,-14.014285714285712,saudi,mappo,3042,13,2042.0
8.0,0.7142857142857143,0.6909492273730684,350,-13.914285714285715,saudi,mappo,3042,14,2042.0
0.0,1.0,0.7814569536423841,99,0.0,saudi,mappo,4042,0,2042.0
4.0,0.8571428571428571,0.5298013245033113,371,-6.857142857142858,saudi,mappo,4042,1,2042.0
4.0,0.8571428571428571,0.7615894039735099,257,-6.857142857142858,saudi,mappo,4042,2,2042.0
4.0,0.8571428571428571,0.7637969094922737,227,-6.857142857142858,saudi,mappo,4042,3,2042.0
8.0,0.7142857142857143,0.543046357615894,499,-13.714285714285714,saudi,mappo,4042,4,2042.0
23.0,0.42857142857142855,0.9271523178807947,308,-34.528571428571425,saudi,mappo,4042,5,2042.0
0.0,1.0,0.7814569536423841,100,0.0,saudi,mappo,4042,6,2042.0
18.0,0.5714285714285714,0.8609271523178808,306,-26.571428571428577,saudi,mappo,4042,7,2042.0
4.0,0.8571428571428571,0.7262693156732892,289,-6.857142857142858,saudi,mappo,4042,8,2042.0
4.0,0.8571428571428571,0.7615894039735099,250,-6.857142857142858,saudi,mappo,4042,9,2042.0
8.0,0.7142857142857143,0.7108167770419426,422,-13.914285714285715,saudi,mappo,4042,10,2042.0
4.0,0.8571428571428571,0.7615894039735099,302,-6.857142857142858,saudi,mappo,4042,11,2042.0
4.0,0.8571428571428571,0.7461368653421634,341,-6.857142857142858,saudi,mappo,4042,12,2042.0
4.0,0.8571428571428571,0.445916114790287,343,-7.057142857142858,saudi,mappo,4042,13,2042.0
8.0,0.7142857142857143,0.543046357615894,469,-13.714285714285714,saudi,mappo,4042,14,2042.0
13.0,0.5714285714285714,1.0,242,-21.571428571428573,saudi,mappo,42,0,3042.0
13.0,0.5714285714285714,1.0,275,-21.571428571428573,saudi,mappo,42,1,3042.0
23.0,0.42857142857142855,1.0,322,-34.42857142857143,saudi,mappo,42,2,3042.0
17.0,0.42857142857142855,1.0,383,-28.42857142857143,saudi,mappo,42,3,3042.0
13.0,0.5714285714285714,1.0,339,-21.571428571428573,saudi,mappo,42,4,3042.0
17.0,0.42857142857142855,1.0,482,-28.42857142857143,saudi,mappo,42,5,3042.0
17.0,0.42857142857142855,1.0,406,-28.42857142857143,saudi,mappo,42,6,3042.0
17.0,0.42857142857142855,1.0,350,-28.42857142857143,saudi,mappo,42,7,3042.0
9.0,0.7142857142857143,1.0,332,-14.714285714285714,saudi,mappo,42,8,3042.0
17.0,0.42857142857142855,1.0,535,-28.42857142857143,saudi,mappo,42,9,3042.0
9.0,0.7142857142857143,1.0,310,-14.714285714285714,saudi,mappo,42,10,3042.0
13.0,0.5714285714285714,1.0,247,-21.571428571428573,saudi,mappo,42,11,3042.0
17.0,0.42857142857142855,1.0,527,-28.42857142857143,saudi,mappo,42,12,3042.0
17.0,0.42857142857142855,1.0,573,-28.42857142857143,saudi,mappo,42,13,3042.0
17.0,0.42857142857142855,1.0,449,-28.42857142857143,saudi,mappo,42,14,3042.0
17.0,0.42857142857142855,1.0,449,-28.42857142857143,saudi,mappo,1042,0,3042.0
17.0,0.42857142857142855,1.0,359,-28.42857142857143,saudi,mappo,1042,1,3042.0
13.0,0.5714285714285714,0.7836644591611479,384,-21.571428571428573,saudi,mappo,1042,2,3042.0
13.0,0.5714285714285714,0.8013245033112583,455,-21.571428571428573,saudi,mappo,1042,3,3042.0
13.0,0.5714285714285714,1.0,318,-21.571428571428573,saudi,mappo,1042,4,3042.0
17.0,0.42857142857142855,0.9911699779249448,431,-28.42857142857143,saudi,mappo,1042,5,3042.0
17.0,0.42857142857142855,0.8278145695364238,381,-28.42857142857143,saudi,mappo,1042,6,3042.0
17.0,0.42857142857142855,1.0,474,-28.42857142857143,saudi,mappo,1042,7,3042.0
17.0,0.42857142857142855,1.0,473,-28.42857142857143,saudi,mappo,1042,8,3042.0
13.0,0.5714285714285714,1.0,420,-21.571428571428573,saudi,mappo,1042,9,3042.0
23.0,0.42857142857142855,1.0,347,-34.42857142857143,saudi,mappo,1042,10,3042.0
17.0,0.42857142857142855,1.0,366,-28.42857142857143,saudi,mappo,1042,11,3042.0
17.0,0.42857142857142855,1.0,453,-28.42857142857143,saudi,mappo,1042,12,3042.0
17.0,0.42857142857142855,0.8763796909492274,436,-28.42857142857143,saudi,mappo,1042,13,3042.0
17.0,0.42857142857142855,1.0,523,-28.42857142857143,saudi,mappo,1042,14,3042.0
13.0,0.5714285714285714,1.0,421,-21.571428571428573,saudi,mappo,2042,0,3042.0
17.0,0.42857142857142855,1.0,355,-28.42857142857143,saudi,mappo,2042,1,3042.0
13.0,0.5714285714285714,0.8035320088300221,413,-21.571428571428573,saudi,mappo,2042,2,3042.0
17.0,0.42857142857142855,0.7991169977924945,428,-28.42857142857143,saudi,mappo,2042,3,3042.0
17.0,0.42857142857142855,1.0,534,-28.42857142857143,saudi,mappo,2042,4,3042.0
13.0,0.5714285714285714,1.0,409,-21.571428571428573,saudi,mappo,2042,5,3042.0
17.0,0.42857142857142855,1.0,450,-28.42857142857143,saudi,mappo,2042,6,3042.0
17.0,0.42857142857142855,0.8807947019867549,465,-28.42857142857143,saudi,mappo,2042,7,3042.0
13.0,0.5714285714285714,1.0,317,-21.571428571428573,saudi,mappo,2042,8,3042.0
17.0,0.42857142857142855,1.0,440,-28.42857142857143,saudi,mappo,2042,9,3042.0
17.0,0.42857142857142855,1.0,326,-28.42857142857143,saudi,mappo,2042,10,3042.0
17.0,0.42857142857142855,1.0,535,-28.42857142857143,saudi,mappo,2042,11,3042.0
17.0,0.42857142857142855,1.0,544,-28.428571428571427,saudi,mappo,2042,12,3042.0
17.0,0.42857142857142855,0.9911699779249448,401,-28.42857142857143,saudi,mappo,2042,13,3042.0
17.0,0.42857142857142855,1.0,366,-28.42857142857143,saudi,mappo,2042,14,3042.0
17.0,0.42857142857142855,1.0,383,-28.42857142857143,saudi,mappo,3042,0,3042.0
17.0,0.42857142857142855,1.0,384,-28.42857142857143,saudi,mappo,3042,1,3042.0
17.0,0.42857142857142855,0.8653421633554084,481,-28.42857142857143,saudi,mappo,3042,2,3042.0
17.0,0.42857142857142855,0.8278145695364238,383,-28.42857142857143,saudi,mappo,3042,3,3042.0
13.0,0.5714285714285714,0.8123620309050773,448,-21.571428571428573,saudi,mappo,3042,4,3042.0
17.0,0.42857142857142855,0.9911699779249448,401,-28.42857142857143,saudi,mappo,3042,5,3042.0
13.0,0.5714285714285714,1.0,437,-21.571428571428573,saudi,mappo,3042,6,3042.0
13.0,0.5714285714285714,0.9536423841059603,295,-21.571428571428573,saudi,mappo,3042,7,3042.0
13.0,0.5714285714285714,1.0,396,-21.571428571428573,saudi,mappo,3042,8,3042.0
17.0,0.42857142857142855,1.0,428,-28.42857142857143,saudi,mappo,3042,9,3042.0
13.0,0.5714285714285714,1.0,500,-21.571428571428573,saudi,mappo,3042,10,3042.0
13.0,0.5714285714285714,1.0,356,-21.571428571428573,saudi,mappo,3042,11,3042.0
17.0,0.42857142857142855,1.0,449,-28.42857142857143,saudi,mappo,3042,12,3042.0
13.0,0.5714285714285714,1.0,410,-21.571428571428573,saudi,mappo,3042,13,3042.0
17.0,0.42857142857142855,1.0,377,-28.42857142857143,saudi,mappo,3042,14,3042.0
17.0,0.42857142857142855,0.8278145695364238,381,-28.42857142857143,saudi,mappo,4042,0,3042.0
17.0,0.42857142857142855,1.0,406,-28.42857142857143,saudi,mappo,4042,1,3042.0
13.0,0.5714285714285714,0.8189845474613686,461,-21.671428571428574,saudi,mappo,4042,2,3042.0
17.0,0.42857142857142855,1.0,327,-28.42857142857143,saudi,mappo,4042,3,3042.0
17.0,0.42857142857142855,1.0,547,-28.42857142857143,saudi,mappo,4042,4,3042.0
23.0,0.42857142857142855,1.0,357,-34.42857142857143,saudi,mappo,4042,5,3042.0
13.0,0.5714285714285714,0.9977924944812362,226,-21.571428571428573,saudi,mappo,4042,6,3042.0
17.0,0.42857142857142855,1.0,422,-28.42857142857143,saudi,mappo,4042,7,3042.0
17.0,0.42857142857142855,1.0,412,-28.42857142857143,saudi,mappo,4042,8,3042.0
13.0,0.5714285714285714,0.8167770419426048,459,-21.671428571428574,saudi,mappo,4042,9,3042.0
13.0,0.5714285714285714,1.0,419,-21.571428571428573,saudi,mappo,4042,10,3042.0
