WEL,ISR,CE,burned,return,region,policy,seed,episode,train_seed
27.0,0.2857142857142857,0.45916114790286977,396,-41.48571428571428,saudi,commnet,2042,3,4042.0
14.0,0.5714285714285714,0.5518763796909493,547,-22.971428571428575,saudi,commnet,2042,4,4042.0
24.0,0.42857142857142855,0.434878587196468,382,-35.628571428571426,saudi,commnet,2042,5,4042.0
27.0,0.2857142857142857,0.9448123620309051,434,-41.48571428571428,saudi,commnet,2042,6,4042.0
24.0,0.42857142857142855,0.6379690949227373,489,-35.82857142857143,saudi,commnet,2042,7,4042.0
19.0,0.5714285714285714,0.9050772626931567,221,-27.771428571428572,saudi,commnet,2042,8,4042.0
20.0,0.5714285714285714,0.7218543046357616,380,-28.771428571428572,saudi,commnet,2042,9,4042.0
19.0,0.5714285714285714,0.9161147902869757,200,-27.771428571428572,saudi,commnet,2042,10,4042.0
14.0,0.5714285714285714,0.739514348785872,523,-22.971428571428575,saudi,commnet,2042,11,4042.0
24.0,0.42857142857142855,0.7086092715231788,549,-35.82857142857143,saudi,commnet,2042,12,4042.0
24.0,0.42857142857142855,0.5055187637969095,368,-35.628571428571426,saudi,commnet,2042,13,4042.0
19.0,0.5714285714285714,0.8852097130242825,232,-28.07142857142858,saudi,commnet,2042,14,4042.0
10.0,0.7142857142857143,0.5320088300220751,207,-16.114285714285714,saudi,commnet,3042,0,4042.0
24.0,0.42857142857142855,0.4105960264900662,362,-35.628571428571426,saudi,commnet,3042,1,4042.0
24.0,0.42857142857142855,0.6887417218543046,513,-35.82857142857143,saudi,commnet,3042,2,4042.0
27.0,0.2857142857142857,0.9293598233995585,308,-41.48571428571428,saudi,commnet,3042,3,4042.0
14.0,0.5714285714285714,0.673289183222958,462,-22.971428571428575,saudi,commnet,3042,4,4042.0
24.0,0.42857142857142855,0.5033112582781457,362,-35.628571428571426,saudi,commnet,3042,5,4042.0
14.0,0.5714285714285714,0.6644591611479028,469,-22.971428571428575,saudi,commnet,3042,6,4042.0
23.0,0.42857142857142855,0.9536423841059603,246,-34.628571428571426,saudi,commnet,3042,7,4042.0
16.0,0.7142857142857143,0.9381898454746137,362,-22.014285714285712,saudi,commnet,3042,8,4042.0
24.0,0.42857142857142855,0.4392935982339956,381,-35.82857142857143,saudi,commnet,3042,9,4042.0
24.0,0.42857142857142855,0.6865342163355408,522,-35.82857142857143,saudi,commnet,3042,10,4042.0
27.0,0.2857142857142857,0.5960264900662252,319,-41.285714285714285,saudi,commnet,3042,11,4042.0
24.0,0.42857142857142855,0.5584988962472406,422,-35.82857142857143,saudi,commnet,3042,12,4042.0
24.0,0.42857142857142855,0.434878587196468,383,-35.628571428571426,saudi,commnet,3042,13,4042.0
6.0,0.8571428571428571,0.5607064017660044,80,-9.257142857142858,saudi,commnet,3042,14,4042.0
27.0,0.2857142857142857,0.9448123620309051,304,-41.48571428571428,saudi,commnet,4042,0,4042.0
24.0,0.42857142857142855,0.40618101545253865,394,-35.628571428571426,saudi,commnet,4042,1,4042.0
14.0,0.5714285714285714,0.6710816777041942,491,-22.971428571428575,saudi,commnet,4042,2,4042.0
13.0,0.5714285714285714,0.977924944812362,244,-21.67142857142857,saudi,commnet,4042,3,4042.0
24.0,0.42857142857142855,0.6181015452538632,556,-35.82857142857143,saudi,commnet,4042,4,4042.0
24.0,0.42857142857142855,0.7041942604856513,332,-35.528571428571425,saudi,commnet,4042,5,4042.0
27.0,0.2857142857142857,0.9293598233995585,306,-41.48571428571428,saudi,commnet,4042,6,4042.0
10.0,0.7142857142857143,0.609271523178808,261,-16.114285714285714,saudi,commnet,4042,7,4042.0
20.0,0.5714285714285714,0.6843267108167771,342,-29.171428571428578,saudi,commnet,4042,8,4042.0
14.0,0.5714285714285714,0.6666666666666666,487,-22.971428571428575,saudi,commnet,4042,9,4042.0
16.0,0.7142857142857143,0.9249448123620309,318,-21.91428571428571,saudi,commnet,4042,10,4042.0
18.0,0.5714285714285714,0.7064017660044151,382,-27.27142857142858,saudi,commnet,4042,11,4042.0
14.0,0.5714285714285714,0.6357615894039735,412,-22.971428571428575,saudi,commnet,4042,12,4042.0
24.0,0.42857142857142855,0.434878587196468,468,-35.82857142857143,saudi,commnet,4042,13,4042.0
24.0,0.42857142857142855,0.7041942604856513,540,-35.82857142857143,saudi,commnet,4042,14,4042.0
4.0,0.8571428571428571,1.0,112,-6.857142857142858,saudi,hiercomm_heur,42,0,42.0
9.0,0.7142857142857143,0.9230769230769231,33,-14.714285714285714,saudi,hiercomm_heur,42,1,42.0
14.0,0.7142857142857143,0.9911699779249448,177,-19.814285714285717,saudi,hiercomm_heur,42,2,42.0
13.0,0.7142857142857143,0.8013245033112583,118,-18.814285714285713,saudi,hiercomm_heur,42,3,42.0
6.0,0.8571428571428571,0.9470198675496688,86,-8.957142857142857,saudi,hiercomm_heur,42,4,42.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,5,42.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,6,42.0
7.0,0.7142857142857143,0.9823399558498896,197,-12.714285714285714,saudi,hiercomm_heur,42,7,42.0
9.0,0.7142857142857143,0.994535519125683,49,-14.714285714285714,saudi,hiercomm_heur,42,8,42.0
4.0,0.8571428571428571,0.9955849889624724,282,-6.857142857142858,saudi,hiercomm_heur,42,9,42.0
0.0,1.0,1.0,128,0.0,saudi,hiercomm_heur,42,10,42.0
4.0,0.8571428571428571,0.9889624724061811,160,-6.957142857142857,saudi,hiercomm_heur,42,11,42.0
7.0,0.7142857142857143,0.9293598233995585,216,-12.914285714285715,saudi,hiercomm_heur,42,12,42.0
8.0,0.7142857142857143,0.9977924944812362,370,-13.714285714285714,saudi,hiercomm_heur,42,13,42.0
4.0,0.8571428571428571,0.9536423841059603,206,-6.857142857142858,saudi,hiercomm_heur,42,14,42.0
8.0,0.7142857142857143,1.0,197,-13.714285714285715,saudi,hiercomm_heur,1042,0,42.0
4.0,0.8571428571428571,0.8763796909492274,143,-6.857142857142859,saudi,hiercomm_heur,1042,1,42.0
9.0,0.7142857142857143,0.8123620309050773,75,-14.814285714285713,saudi,hiercomm_heur,1042,2,42.0
13.0,0.5714285714285714,0.8410596026490066,353,-21.571428571428573,saudi,hiercomm_heur,1042,3,42.0
9.0,0.7142857142857143,0.7902869757174393,76,-14.914285714285713,saudi,hiercomm_heur,1042,4,42.0
8.0,0.7142857142857143,0.9602649006622517,341,-14.114285714285712,saudi,hiercomm_heur,1042,5,42.0
10.0,0.8571428571428571,0.9801324503311258,126,-13.057142857142857,saudi,hiercomm_heur,1042,6,42.0
8.0,0.7142857142857143,0.9690949227373068,282,-13.714285714285714,saudi,hiercomm_heur,1042,7,42.0
3.0,0.8571428571428571,0.9977924944812362,199,-5.857142857142858,saudi,hiercomm_heur,1042,8,42.0
8.0,0.7142857142857143,0.9426048565121413,368,-14.414285714285711,saudi,hiercomm_heur,1042,9,42.0
17.0,0.5714285714285714,0.977924944812362,193,-25.771428571428572,saudi,hiercomm_heur,1042,10,42.0
4.0,0.8571428571428571,1.0,149,-6.857142857142859,saudi,hiercomm_heur,1042,11,42.0
8.0,0.7142857142857143,0.9955849889624724,309,-13.714285714285714,saudi,hiercomm_heur,1042,12,42.0
4.0,0.8571428571428571,0.9470198675496688,175,-6.857142857142858,saudi,hiercomm_heur,1042,13,42.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,1042,14,42.0
13.0,0.5714285714285714,0.8852097130242825,213,-21.771428571428572,saudi,hiercomm_heur,2042,0,42.0
0.0,1.0,0.9933774834437086,41,0.0,saudi,hiercomm_heur,2042,1,42.0
17.0,0.42857142857142855,1.0,348,-28.42857142857143,saudi,hiercomm_heur,2042,2,42.0
7.0,0.7142857142857143,1.0,225,-12.714285714285714,saudi,hiercomm_heur,2042,3,42.0
8.0,0.7142857142857143,0.9668874172185431,361,-14.114285714285712,saudi,hiercomm_heur,2042,4,42.0
14.0,0.7142857142857143,0.9050772626931567,200,-20.31428571428571,saudi,hiercomm_heur,2042,5,42.0
4.0,0.8571428571428571,1.0,202,-6.857142857142858,saudi,hiercomm_heur,2042,6,42.0
18.0,0.5714285714285714,0.9801324503311258,374,-26.67142857142857,saudi,hiercomm_heur,2042,7,42.0
9.0,0.7142857142857143,0.7902869757174393,76,-14.914285714285713,saudi,hiercomm_heur,2042,8,42.0
4.0,0.8571428571428571,0.9867549668874173,187,-6.957142857142859,saudi,hiercomm_heur,2042,9,42.0
9.0,0.7142857142857143,0.8675496688741722,137,-14.714285714285714,saudi,hiercomm_heur,2042,10,42.0
4.0,0.8571428571428571,0.9955849889624724,316,-6.857142857142858,saudi,hiercomm_heur,2042,11,42.0
0.0,1.0,0.9977924944812362,206,0.0,saudi,hiercomm_heur,2042,12,42.0
10.0,0.8571428571428571,0.9713024282560706,144,-13.157142857142857,saudi,hiercomm_heur,2042,13,42.0
3.0,0.8571428571428571,0.9977924944812362,130,-5.857142857142858,saudi,hiercomm_heur,2042,14,42.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,3042,0,42.0
0.0,1.0,1.0,1,0.0,saudi,hiercomm_heur,3042,1,42.0
18.0,0.5714285714285714,0.9690949227373068,381,-26.67142857142857,saudi,hiercomm_heur,3042,2,42.0
14.0,0.7142857142857143,0.977924944812362,199,-19.814285714285713,saudi,hiercomm_heur,3042,3,42.0
4.0,0.8571428571428571,0.9955849889624724,237,-6.857142857142858,saudi,hiercomm_heur,3042,4,42.0
10.0,0.8571428571428571,0.9492273730684326,217,-13.257142857142856,saudi,hiercomm_heur,3042,5,42.0
3.0,0.8571428571428571,0.9116997792494481,179,-5.857142857142858,saudi,hiercomm_heur,3042,6,42.0
9.0,0.7142857142857143,0.8830022075055187,69,-14.814285714285713,saudi,hiercomm_heur,3042,7,42.0
10.0,0.8571428571428571,0.9955849889624724,151,-12.857142857142858,saudi,hiercomm_heur,3042,8,42.0
0.0,1.0,0.8962472406181016,153,0.0,saudi,hiercomm_heur,3042,9,42.0
0.0,1.0,1.0,8,0.0,saudi,hiercomm_heur,3042,10,42.0
3.0,0.8571428571428571,0.9977924944812362,127,-5.857142857142858,saudi,hiercomm_heur,3042,11,42.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,3042,12,42.0
0.0,1.0,0.9624724061810155,154,-0.19999999999999965,saudi,hiercomm_heur,3042,13,42.0
4.0,0.8571428571428571,0.9889624724061811,174,-6.957142857142857,saudi,hiercomm_heur,3042,14,42.0
10.0,0.8571428571428571,0.9646799116997793,200,-13.157142857142857,saudi,hiercomm_heur,4042,0,42.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,4042,1,42.0
0.0,1.0,0.9735099337748344,173,-0.19999999999999965,saudi,hiercomm_heur,4042,2,42.0
13.0,0.5714285714285714,0.7969094922737306,198,-21.67142857142857,saudi,hiercomm_heur,4042,3,42.0
8.0,0.7142857142857143,0.9955849889624724,351,-13.714285714285714,saudi,hiercomm_heur,4042,4,42.0
14.0,0.7142857142857143,0.9801324503311258,216,-19.814285714285713,saudi,hiercomm_heur,4042,5,42.0
10.0,0.8571428571428571,0.9977924944812362,147,-12.857142857142858,saudi,hiercomm_heur,4042,6,42.0
4.0,0.8571428571428571,0.9580573951434879,180,-6.857142857142859,saudi,hiercomm_heur,4042,7,42.0
8.0,0.7142857142857143,0.9293598233995585,223,-13.714285714285714,saudi,hiercomm_heur,4042,8,42.0
4.0,0.8571428571428571,0.9911699779249448,320,-6.957142857142857,saudi,hiercomm_heur,4042,9,42.0
3.0,0.8571428571428571,0.9823399558498896,143,-5.957142857142857,saudi,hiercomm_heur,4042,10,42.0
4.0,0.8571428571428571,0.9161147902869757,190,-6.957142857142857,saudi,hiercomm_heur,4042,11,42.0
0.0,1.0,1.0,147,0.0,saudi,hiercomm_heur,4042,12,42.0
0.0,1.0,0.9911699779249448,129,0.0,saudi,hiercomm_heur,4042,13,42.0
8.0,0.7142857142857143,0.9823399558498896,378,-13.714285714285714,saudi,hiercomm_heur,4042,14,42.0
8.0,0.7142857142857143,0.9646799116997793,287,-14.014285714285714,saudi,hiercomm_heur,42,0,1042.0
9.0,0.7142857142857143,1.0,121,-14.714285714285714,saudi,hiercomm_heur,42,1,1042.0
14.0,0.7142857142857143,0.972972972972973,191,-19.814285714285713,saudi,hiercomm_heur,42,2,1042.0
14.0,0.7142857142857143,0.9690949227373068,174,-20.01428571428572,saudi,hiercomm_heur,42,3,1042.0
13.0,0.5714285714285714,1.0,320,-21.571428571428573,saudi,hiercomm_heur,42,4,1042.0
10.0,0.8571428571428571,1.0,183,-12.857142857142858,saudi,hiercomm_heur,42,5,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,6,1042.0
13.0,0.7142857142857143,0.9514348785871964,173,-18.714285714285715,saudi,hiercomm_heur,42,7,1042.0
9.0,0.7142857142857143,0.9973544973544973,175,-14.714285714285714,saudi,hiercomm_heur,42,8,1042.0
8.0,0.7142857142857143,0.9249448123620309,444,-13.714285714285714,saudi,hiercomm_heur,42,9,1042.0
4.0,0.8571428571428571,0.9911699779249448,227,-6.857142857142858,saudi,hiercomm_heur,42,10,1042.0
8.0,0.7142857142857143,0.9580573951434879,317,-13.914285714285715,saudi,hiercomm_heur,42,11,1042.0
14.0,0.7142857142857143,0.9853479853479854,193,-19.814285714285713,saudi,hiercomm_heur,42,12,1042.0
4.0,0.8571428571428571,0.9050772626931567,227,-6.857142857142858,saudi,hiercomm_heur,42,13,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,14,1042.0
8.0,0.7142857142857143,0.9668874172185431,290,-13.814285714285715,saudi,hiercomm_heur,1042,0,1042.0
4.0,0.8571428571428571,1.0,207,-6.857142857142859,saudi,hiercomm_heur,1042,1,1042.0
19.0,0.5714285714285714,0.9028697571743929,168,-27.571428571428573,saudi,hiercomm_heur,1042,2,1042.0
13.0,0.7142857142857143,0.9580573951434879,369,-18.714285714285715,saudi,hiercomm_heur,1042,3,1042.0
9.0,0.7142857142857143,1.0,132,-14.714285714285714,saudi,hiercomm_heur,1042,4,1042.0
8.0,0.7142857142857143,0.9867549668874173,282,-13.714285714285714,saudi,hiercomm_heur,1042,5,1042.0
14.0,0.7142857142857143,1.0,185,-19.714285714285715,saudi,hiercomm_heur,1042,6,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,1042,7,1042.0
7.0,0.7142857142857143,0.9933774834437086,354,-12.714285714285714,saudi,hiercomm_heur,1042,8,1042.0
14.0,0.7142857142857143,0.9955849889624724,213,-19.714285714285715,saudi,hiercomm_heur,1042,9,1042.0
14.0,0.7142857142857143,0.9889624724061811,149,-19.814285714285713,saudi,hiercomm_heur,1042,10,1042.0
8.0,0.7142857142857143,0.9977924944812362,280,-13.714285714285715,saudi,hiercomm_heur,1042,11,1042.0
14.0,0.7142857142857143,0.9426048565121413,283,-19.714285714285715,saudi,hiercomm_heur,1042,12,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,1042,13,1042.0
4.0,0.8571428571428571,0.9933774834437086,220,-6.857142857142858,saudi,hiercomm_heur,1042,14,1042.0
9.0,0.7142857142857143,1.0,194,-14.714285714285714,saudi,hiercomm_heur,2042,0,1042.0
17.0,0.42857142857142855,0.9006622516556292,245,-28.42857142857143,saudi,hiercomm_heur,2042,1,1042.0
19.0,0.5714285714285714,1.0,226,-27.571428571428573,saudi,hiercomm_heur,2042,2,1042.0
19.0,0.5714285714285714,0.9954337899543378,173,-27.671428571428574,saudi,hiercomm_heur,2042,3,1042.0
14.0,0.7142857142857143,0.9823399558498896,206,-19.714285714285715,saudi,hiercomm_heur,2042,4,1042.0
14.0,0.7142857142857143,0.9955849889624724,328,-19.714285714285715,saudi,hiercomm_heur,2042,5,1042.0
14.0,0.7142857142857143,1.0,258,-19.714285714285715,saudi,hiercomm_heur,2042,6,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,2042,7,1042.0
9.0,0.7142857142857143,1.0,132,-14.714285714285714,saudi,hiercomm_heur,2042,8,1042.0
4.0,0.8571428571428571,0.9977924944812362,241,-6.857142857142859,saudi,hiercomm_heur,2042,9,1042.0
13.0,0.5714285714285714,1.0,259,-21.571428571428573,saudi,hiercomm_heur,2042,10,1042.0
8.0,0.7142857142857143,0.9249448123620309,449,-13.714285714285714,saudi,hiercomm_heur,2042,11,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,2042,12,1042.0
14.0,0.7142857142857143,0.9977924944812362,214,-19.714285714285715,saudi,hiercomm_heur,2042,13,1042.0
14.0,0.7142857142857143,1.0,202,-19.714285714285715,saudi,hiercomm_heur,2042,14,1042.0
14.0,0.7142857142857143,0.9949494949494949,188,-19.714285714285715,saudi,hiercomm_heur,3042,0,1042.0
4.0,0.8571428571428571,0.9911699779249448,167,-6.857142857142858,saudi,hiercomm_heur,3042,1,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,3042,2,1042.0
18.0,0.5714285714285714,1.0,256,-26.571428571428577,saudi,hiercomm_heur,3042,3,1042.0
4.0,0.8571428571428571,1.0,372,-6.857142857142859,saudi,hiercomm_heur,3042,4,1042.0
14.0,0.7142857142857143,0.9823399558498896,224,-19.814285714285717,saudi,hiercomm_heur,3042,5,1042.0
14.0,0.7142857142857143,0.9801324503311258,203,-19.814285714285717,saudi,hiercomm_heur,3042,6,1042.0
13.0,0.5714285714285714,0.8741721854304636,212,-21.571428571428573,saudi,hiercomm_heur,3042,7,1042.0
14.0,0.7142857142857143,1.0,317,-19.714285714285715,saudi,hiercomm_heur,3042,8,1042.0
14.0,0.7142857142857143,0.9602649006622517,246,-19.914285714285718,saudi,hiercomm_heur,3042,9,1042.0
18.0,0.5714285714285714,1.0,403,-26.571428571428573,saudi,hiercomm_heur,3042,10,1042.0
14.0,0.7142857142857143,0.9977924944812362,233,-19.714285714285715,saudi,hiercomm_heur,3042,11,1042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,3042,12,1042.0
14.0,0.7142857142857143,1.0,221,-19.714285714285715,saudi,hiercomm_heur,3042,13,1042.0
8.0,0.7142857142857143,0.9403973509933775,252,-13.714285714285714,saudi,hiercomm_heur,3042,14,1042.0
14.0,0.7142857142857143,1.0,185,-19.714285714285715,saudi,hiercomm_heur,4042,0,1042.0
8.0,0.7142857142857143,0.9823399558498896,318,-13.714285714285714,saudi,hiercomm_heur,4042,1,1042.0
8.0,0.7142857142857143,1.0,339,-13.714285714285714,saudi,hiercomm_heur,4042,2,1042.0
19.0,0.5714285714285714,0.9580573951434879,148,-27.971428571428575,saudi,hiercomm_heur,4042,3,1042.0
8.0,0.7142857142857143,1.0,428,-13.714285714285714,saudi,hiercomm_heur,4042,4,1042.0
14.0,0.7142857142857143,0.9911699779249448,186,-19.714285714285715,saudi,hiercomm_heur,4042,5,1042.0
14.0,0.7142857142857143,1.0,210,-19.714285714285715,saudi,hiercomm_heur,4042,6,1042.0
7.0,0.7142857142857143,0.9828178694158075,211,-12.814285714285715,saudi,hiercomm_heur,4042,7,1042.0
14.0,0.7142857142857143,0.9823399558498896,191,-19.814285714285717,saudi,hiercomm_heur,4042,8,1042.0
14.0,0.7142857142857143,0.9801324503311258,304,-19.914285714285718,saudi,hiercomm_heur,4042,9,1042.0
14.0,0.7142857142857143,1.0,267,-19.714285714285715,saudi,hiercomm_heur,4042,10,1042.0
18.0,0.5714285714285714,1.0,352,-26.571428571428577,saudi,hiercomm_heur,4042,11,1042.0
14.0,0.7142857142857143,0.9845474613686535,273,-19.814285714285717,saudi,hiercomm_heur,4042,12,1042.0
14.0,0.7142857142857143,1.0,202,-19.714285714285715,saudi,hiercomm_heur,4042,13,1042.0
8.0,0.7142857142857143,1.0,417,-13.714285714285714,saudi,hiercomm_heur,4042,14,1042.0
4.0,0.8571428571428571,0.9337748344370861,108,-7.357142857142856,saudi,hiercomm_heur,42,0,2042.0
7.0,0.7142857142857143,1.0,96,-12.714285714285714,saudi,hiercomm_heur,42,1,2042.0
13.0,0.7142857142857143,1.0,80,-18.714285714285715,saudi,hiercomm_heur,42,2,2042.0
13.0,0.7142857142857143,0.9911699779249448,133,-18.714285714285715,saudi,hiercomm_heur,42,3,2042.0
4.0,0.8571428571428571,0.9823399558498896,96,-6.857142857142858,saudi,hiercomm_heur,42,4,2042.0
13.0,0.7142857142857143,0.9955849889624724,172,-18.714285714285715,saudi,hiercomm_heur,42,5,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,6,2042.0
0.0,1.0,0.9691358024691358,107,-0.2,saudi,hiercomm_heur,42,7,2042.0
0.0,1.0,0.9977924944812362,78,0.0,saudi,hiercomm_heur,42,8,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,9,2042.0
0.0,1.0,1.0,54,0.0,saudi,hiercomm_heur,42,10,2042.0
4.0,0.8571428571428571,1.0,135,-6.857142857142858,saudi,hiercomm_heur,42,11,2042.0
0.0,1.0,0.9889624724061811,113,-0.1,saudi,hiercomm_heur,42,12,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,13,2042.0
0.0,1.0,1.0,3,0.0,saudi,hiercomm_heur,42,14,2042.0
13.0,0.7142857142857143,0.9757174392935982,129,-18.814285714285717,saudi,hiercomm_heur,1042,0,2042.0
4.0,0.8571428571428571,1.0,98,-6.857142857142858,saudi,hiercomm_heur,1042,1,2042.0
6.0,0.8571428571428571,1.0,37,-8.857142857142858,saudi,hiercomm_heur,1042,2,2042.0
4.0,0.8571428571428571,1.0,165,-6.857142857142858,saudi,hiercomm_heur,1042,3,2042.0
3.0,0.8571428571428571,1.0,37,-5.857142857142858,saudi,hiercomm_heur,1042,4,2042.0
0.0,1.0,1.0,1,0.0,saudi,hiercomm_heur,1042,5,2042.0
10.0,0.8571428571428571,1.0,163,-12.857142857142858,saudi,hiercomm_heur,1042,6,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,1042,7,2042.0
0.0,1.0,1.0,27,0.0,saudi,hiercomm_heur,1042,8,2042.0
0.0,1.0,1.0,1,0.0,saudi,hiercomm_heur,1042,9,2042.0
10.0,0.8571428571428571,0.9911699779249448,130,-12.857142857142858,saudi,hiercomm_heur,1042,10,2042.0
4.0,0.8571428571428571,1.0,99,-6.857142857142858,saudi,hiercomm_heur,1042,11,2042.0
9.0,0.7142857142857143,1.0,180,-14.714285714285714,saudi,hiercomm_heur,1042,12,2042.0
0.0,1.0,1.0,3,0.0,saudi,hiercomm_heur,1042,13,2042.0
23.0,0.42857142857142855,0.9116997792494481,352,-35.128571428571426,saudi,hiercomm_heur,1042,14,2042.0
4.0,0.8571428571428571,0.9977924944812362,146,-6.857142857142858,saudi,hiercomm_heur,2042,0,2042.0
0.0,1.0,0.9977924944812362,30,0.0,saudi,hiercomm_heur,2042,1,2042.0
10.0,0.8571428571428571,0.9558498896247241,141,-12.85714285714286,saudi,hiercomm_heur,2042,2,2042.0
14.0,0.7142857142857143,0.9668874172185431,234,-19.814285714285713,saudi,hiercomm_heur,2042,3,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,2042,4,2042.0
0.0,1.0,1.0,57,0.0,saudi,hiercomm_heur,2042,5,2042.0
4.0,0.8571428571428571,0.9381898454746137,298,-7.257142857142856,saudi,hiercomm_heur,2042,6,2042.0
0.0,1.0,1.0,3,0.0,saudi,hiercomm_heur,2042,7,2042.0
3.0,0.8571428571428571,1.0,87,-5.857142857142858,saudi,hiercomm_heur,2042,8,2042.0
14.0,0.7142857142857143,1.0,117,-19.714285714285715,saudi,hiercomm_heur,2042,9,2042.0
13.0,0.5714285714285714,0.9668874172185431,239,-21.571428571428573,saudi,hiercomm_heur,2042,10,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,2042,11,2042.0
4.0,0.8571428571428571,0.9801324503311258,327,-6.957142857142857,saudi,hiercomm_heur,2042,12,2042.0
4.0,0.8571428571428571,1.0,268,-6.857142857142858,saudi,hiercomm_heur,2042,13,2042.0
3.0,0.8571428571428571,0.9690949227373068,134,-6.057142857142857,saudi,hiercomm_heur,2042,14,2042.0
0.0,1.0,0.9953379953379954,130,0.0,saudi,hiercomm_heur,3042,0,2042.0
0.0,1.0,1.0,40,0.0,saudi,hiercomm_heur,3042,1,2042.0
0.0,1.0,1.0,3,0.0,saudi,hiercomm_heur,3042,2,2042.0
10.0,0.8571428571428571,0.977924944812362,173,-12.857142857142858,saudi,hiercomm_heur,3042,3,2042.0
0.0,1.0,1.0,117,0.0,saudi,hiercomm_heur,3042,4,2042.0
4.0,0.8571428571428571,1.0,145,-6.857142857142858,saudi,hiercomm_heur,3042,5,2042.0
8.0,0.7142857142857143,1.0,207,-13.714285714285714,saudi,hiercomm_heur,3042,6,2042.0
9.0,0.7142857142857143,1.0,72,-14.714285714285714,saudi,hiercomm_heur,3042,7,2042.0
0.0,1.0,1.0,105,0.0,saudi,hiercomm_heur,3042,8,2042.0
0.0,1.0,1.0,107,0.0,saudi,hiercomm_heur,3042,9,2042.0
0.0,1.0,1.0,239,0.0,saudi,hiercomm_heur,3042,10,2042.0
3.0,0.8571428571428571,1.0,164,-5.857142857142858,saudi,hiercomm_heur,3042,11,2042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,3042,12,2042.0
0.0,1.0,1.0,51,0.0,saudi,hiercomm_heur,3042,13,2042.0
4.0,0.8571428571428571,0.9757174392935982,107,-7.057142857142857,saudi,hiercomm_heur,3042,14,2042.0
10.0,0.8571428571428571,1.0,162,-12.857142857142858,saudi,hiercomm_heur,4042,0,2042.0
0.0,1.0,1.0,9,0.0,saudi,hiercomm_heur,4042,1,2042.0
4.0,0.8571428571428571,1.0,140,-6.857142857142858,saudi,hiercomm_heur,4042,2,2042.0
10.0,0.8571428571428571,0.9487179487179487,79,-12.957142857142857,saudi,hiercomm_heur,4042,3,2042.0
0.0,1.0,1.0,6,0.0,saudi,hiercomm_heur,4042,4,2042.0
16.0,0.7142857142857143,0.9977924944812362,108,-21.714285714285715,saudi,hiercomm_heur,4042,5,2042.0
10.0,0.8571428571428571,1.0,96,-12.857142857142858,saudi,hiercomm_heur,4042,6,2042.0
19.0,0.5714285714285714,1.0,118,-27.571428571428577,saudi,hiercomm_heur,4042,7,2042.0
0.0,1.0,1.0,140,0.0,saudi,hiercomm_heur,4042,8,2042.0
4.0,0.8571428571428571,1.0,137,-6.857142857142858,saudi,hiercomm_heur,4042,9,2042.0
0.0,1.0,1.0,76,0.0,saudi,hiercomm_heur,4042,10,2042.0
4.0,0.8571428571428571,1.0,182,-6.857142857142858,saudi,hiercomm_heur,4042,11,2042.0
0.0,1.0,1.0,35,0.0,saudi,hiercomm_heur,4042,12,2042.0
8.0,0.7142857142857143,1.0,249,-13.714285714285714,saudi,hiercomm_heur,4042,13,2042.0
6.0,0.8571428571428571,1.0,51,-8.857142857142858,saudi,hiercomm_heur,4042,14,2042.0
0.0,1.0,1.0,95,0.0,saudi,hiercomm_heur,42,0,3042.0
9.0,0.7142857142857143,1.0,88,-14.714285714285714,saudi,hiercomm_heur,42,1,3042.0
17.0,0.5714285714285714,1.0,169,-25.571428571428577,saudi,hiercomm_heur,42,2,3042.0
10.0,0.8571428571428571,1.0,123,-12.857142857142858,saudi,hiercomm_heur,42,3,3042.0
0.0,1.0,1.0,37,0.0,saudi,hiercomm_heur,42,4,3042.0
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,5,3042.0
0.0,1.0,1.0,3,0.0,saudi,hiercomm_heur,42,6,3042.0
3.0,0.8571428571428571,0.8631346578366446,151,-6.057142857142857,saudi,hiercomm_heur,42,7,3042.0
