seed,episode,region,policy,WEL,ISR,CE,burned_cells,total_reward
42,0,saudi,Full System (retrained),15.0,0.42857142857142855,0.98989898989899,899,-191.181640625
42,0,saudi,BC-only (no RL fine-tuning),15.0,0.42857142857142855,0.98989898989899,899,-191.181640625
42,0,saudi,w/o BC Pretraining,27.0,0.2857142857142857,0.98989898989899,900,-191.26953125
42,0,saudi,w/o KL Regularization,15.0,0.42857142857142855,0.98989898989899,899,-191.181640625
42,0,saudi,w/o Entropy Bonus,15.0,0.42857142857142855,0.98989898989899,899,-191.181640625
42,0,saudi,w/o WEL/ISR Reward,15.0,0.42857142857142855,0.98989898989899,899,-191.181640625
42,0,saudi,w/o Target-Seeking,27.0,0.2857142857142857,0.9595959595959596,897,-190.546875
