WEL,ISR,CE,burned,return,region,policy,seed,episode
18.0,0.5714285714285714,0.8167770419426048,316,-26.571428571428577,saudi,mappo,1042,10
21.0,0.42857142857142855,0.9889624724061811,372,-32.42857142857143,saudi,mappo,1042,11
11.0,0.5714285714285714,1.0,385,-19.571428571428573,saudi,mappo,1042,12
0.0,1.0,0.9050772626931567,334,0.0,saudi,mappo,1042,13
0.0,1.0,0.9933774834437086,447,0.0,saudi,mappo,1042,14
4.0,0.8571428571428571,1.0,405,-6.857142857142858,saudi,mappo,2042,0
4.0,0.8571428571428571,0.8653421633554084,177,-6.857142857142858,saudi,mappo,2042,1
4.0,0.8571428571428571,1.0,369,-6.857142857142858,saudi,mappo,2042,2
4.0,0.8571428571428571,1.0,374,-6.857142857142858,saudi,mappo,2042,3
4.0,0.8571428571428571,1.0,406,-6.857142857142858,saudi,mappo,2042,4
8.0,0.7142857142857143,0.5298013245033113,379,-13.714285714285714,saudi,mappo,2042,5
18.0,0.5714285714285714,1.0,422,-26.571428571428577,saudi,mappo,2042,6
0.0,1.0,0.6335540838852097,401,0.0,saudi,mappo,2042,7
13.0,0.5714285714285714,1.0,322,-21.571428571428573,saudi,mappo,2042,8
18.0,0.5714285714285714,1.0,434,-26.571428571428577,saudi,mappo,2042,9
4.0,0.8571428571428571,1.0,299,-6.857142857142858,saudi,mappo,2042,10
4.0,0.8571428571428571,1.0,389,-6.857142857142858,saudi,mappo,2042,11
4.0,0.8571428571428571,0.7615894039735099,495,-6.857142857142858,saudi,mappo,2042,12
21.0,0.42857142857142855,1.0,386,-32.42857142857143,saudi,mappo,2042,13
17.0,0.5714285714285714,1.0,294,-25.571428571428577,saudi,mappo,2042,14
0.0,1.0,1.0,287,0.0,saudi,mappo,3042,0
21.0,0.42857142857142855,0.7858719646799117,303,-32.42857142857143,saudi,mappo,3042,1
0.0,1.0,0.6247240618101545,420,0.0,saudi,mappo,3042,2
21.0,0.42857142857142855,1.0,367,-32.42857142857143,saudi,mappo,3042,3
4.0,0.8571428571428571,1.0,439,-6.857142857142858,saudi,mappo,3042,4
21.0,0.42857142857142855,1.0,384,-32.42857142857143,saudi,mappo,3042,5
4.0,0.8571428571428571,0.9426048565121413,423,-6.857142857142858,saudi,mappo,3042,6
14.0,0.5714285714285714,0.9867549668874173,305,-22.571428571428573,saudi,mappo,3042,7
18.0,0.5714285714285714,0.8807947019867549,430,-26.571428571428577,saudi,mappo,3042,8
8.0,0.7142857142857143,1.0,374,-13.714285714285714,saudi,mappo,3042,9
4.0,0.8571428571428571,0.7858719646799117,466,-6.857142857142858,saudi,mappo,3042,10
17.0,0.5714285714285714,1.0,281,-25.571428571428577,saudi,mappo,3042,11
0.0,1.0,0.8940397350993378,369,0.0,saudi,mappo,3042,12
8.0,0.7142857142857143,0.5298013245033113,382,-13.714285714285714,saudi,mappo,3042,13
0.0,1.0,1.0,0,0.0,saudi,mappo,3042,14
18.0,0.5714285714285714,1.0,354,-26.571428571428577,saudi,mappo,4042,0
21.0,0.42857142857142855,1.0,325,-32.42857142857143,saudi,mappo,4042,1
4.0,0.8571428571428571,1.0,449,-6.857142857142858,saudi,mappo,4042,2
4.0,0.8571428571428571,1.0,297,-6.857142857142858,saudi,mappo,4042,3
8.0,0.7142857142857143,0.7593818984547461,522,-13.714285714285714,saudi,mappo,4042,4
18.0,0.5714285714285714,0.8233995584988962,322,-26.571428571428577,saudi,mappo,4042,5
21.0,0.42857142857142855,1.0,369,-32.42857142857143,saudi,mappo,4042,6
18.0,0.5714285714285714,1.0,411,-26.571428571428577,saudi,mappo,4042,7
18.0,0.5714285714285714,1.0,371,-26.571428571428577,saudi,mappo,4042,8
4.0,0.8571428571428571,1.0,448,-6.857142857142858,saudi,mappo,4042,9
8.0,0.7142857142857143,0.739514348785872,366,-13.714285714285714,saudi,mappo,4042,10
11.0,0.5714285714285714,1.0,379,-19.571428571428573,saudi,mappo,4042,11
18.0,0.5714285714285714,0.9205298013245033,458,-26.571428571428577,saudi,mappo,4042,12
8.0,0.7142857142857143,0.7328918322295805,429,-13.714285714285714,saudi,mappo,4042,13
8.0,0.7142857142857143,0.7615894039735099,509,-13.714285714285714,saudi,mappo,4042,14
27.0,0.2857142857142857,0.8454746136865342,438,-41.285714285714285,saudi,qmix,42,0
27.0,0.2857142857142857,0.9580573951434879,353,-41.285714285714285,saudi,qmix,42,1
27.0,0.2857142857142857,0.8807947019867549,410,-41.285714285714285,saudi,qmix,42,2
27.0,0.2857142857142857,0.8719646799116998,423,-41.285714285714285,saudi,qmix,42,3
27.0,0.2857142857142857,0.9161147902869757,401,-41.285714285714285,saudi,qmix,42,4
27.0,0.2857142857142857,0.8741721854304636,504,-41.285714285714285,saudi,qmix,42,5
27.0,0.2857142857142857,0.8520971302428256,437,-41.285714285714285,saudi,qmix,42,6
27.0,0.2857142857142857,0.8896247240618101,392,-41.285714285714285,saudi,qmix,42,7
27.0,0.2857142857142857,0.8984547461368654,418,-41.285714285714285,saudi,qmix,42,8
27.0,0.2857142857142857,0.8035320088300221,576,-41.285714285714285,saudi,qmix,42,9
27.0,0.2857142857142857,0.8565121412803532,492,-41.285714285714285,saudi,qmix,42,10
27.0,0.2857142857142857,0.8432671081677704,441,-41.285714285714285,saudi,qmix,42,11
27.0,0.2857142857142857,0.8322295805739515,583,-41.285714285714285,saudi,qmix,42,12
27.0,0.2857142857142857,0.8123620309050773,617,-41.285714285714285,saudi,qmix,42,13
27.0,0.2857142857142857,0.8653421633554084,484,-41.285714285714285,saudi,qmix,42,14
27.0,0.2857142857142857,0.8344370860927153,484,-41.285714285714285,saudi,qmix,1042,0
27.0,0.2857142857142857,0.8785871964679912,397,-41.285714285714285,saudi,qmix,1042,1
27.0,0.2857142857142857,0.891832229580574,426,-41.285714285714285,saudi,qmix,1042,2
27.0,0.2857142857142857,0.8719646799116998,488,-41.285714285714285,saudi,qmix,1042,3
27.0,0.2857142857142857,0.9227373068432672,383,-41.285714285714285,saudi,qmix,1042,4
27.0,0.2857142857142857,0.8587196467991169,495,-41.285714285714285,saudi,qmix,1042,5
27.0,0.2857142857142857,0.8653421633554084,404,-41.285714285714285,saudi,qmix,1042,6
27.0,0.2857142857142857,0.8565121412803532,496,-41.285714285714285,saudi,qmix,1042,7
27.0,0.2857142857142857,0.8498896247240618,506,-41.285714285714285,saudi,qmix,1042,8
27.0,0.2857142857142857,0.8565121412803532,504,-41.285714285714285,saudi,qmix,1042,9
27.0,0.2857142857142857,0.9006622516556292,387,-41.285714285714285,saudi,qmix,1042,10
27.0,0.2857142857142857,0.8741721854304636,401,-41.285714285714285,saudi,qmix,1042,11
27.0,0.2857142857142857,0.8675496688741722,484,-41.285714285714285,saudi,qmix,1042,12
27.0,0.2857142857142857,0.869757174392936,474,-41.285714285714285,saudi,qmix,1042,13
27.0,0.2857142857142857,0.8498896247240618,550,-41.285714285714285,saudi,qmix,1042,14
27.0,0.2857142857142857,0.869757174392936,481,-41.285714285714285,saudi,qmix,2042,0
27.0,0.2857142857142857,0.9161147902869757,410,-41.285714285714285,saudi,qmix,2042,1
27.0,0.2857142857142857,0.8785871964679912,456,-41.285714285714285,saudi,qmix,2042,2
27.0,0.2857142857142857,0.8653421633554084,471,-41.285714285714285,saudi,qmix,2042,3
27.0,0.2857142857142857,0.7902869757174393,594,-41.285714285714285,saudi,qmix,2042,4
27.0,0.2857142857142857,0.8719646799116998,455,-41.285714285714285,saudi,qmix,2042,5
27.0,0.2857142857142857,0.8454746136865342,484,-41.285714285714285,saudi,qmix,2042,6
27.0,0.2857142857142857,0.8587196467991169,531,-41.285714285714285,saudi,qmix,2042,7
27.0,0.2857142857142857,0.9249448123620309,383,-41.285714285714285,saudi,qmix,2042,8
27.0,0.2857142857142857,0.8432671081677704,477,-41.285714285714285,saudi,qmix,2042,9
27.0,0.2857142857142857,0.9580573951434879,360,-41.285714285714285,saudi,qmix,2042,10
27.0,0.2857142857142857,0.8035320088300221,577,-41.285714285714285,saudi,qmix,2042,11
27.0,0.2857142857142857,0.8300220750551877,584,-41.285714285714285,saudi,qmix,2042,12
27.0,0.2857142857142857,0.8520971302428256,427,-41.285714285714285,saudi,qmix,2042,13
27.0,0.2857142857142857,0.8741721854304636,414,-41.285714285714285,saudi,qmix,2042,14
27.0,0.2857142857142857,0.8653421633554084,414,-41.285714285714285,saudi,qmix,3042,0
27.0,0.2857142857142857,0.8609271523178808,418,-41.285714285714285,saudi,qmix,3042,1
27.0,0.2857142857142857,0.8454746136865342,548,-41.285714285714285,saudi,qmix,3042,2
27.0,0.2857142857142857,0.8653421633554084,406,-41.285714285714285,saudi,qmix,3042,3
27.0,0.2857142857142857,0.8631346578366446,521,-41.285714285714285,saudi,qmix,3042,4
27.0,0.2857142857142857,0.8543046357615894,424,-41.285714285714285,saudi,qmix,3042,5
27.0,0.2857142857142857,0.8587196467991169,518,-41.285714285714285,saudi,qmix,3042,6
27.0,0.2857142857142857,0.9448123620309051,366,-41.285714285714285,saudi,qmix,3042,7
27.0,0.2857142857142857,0.8565121412803532,488,-41.285714285714285,saudi,qmix,3042,8
27.0,0.2857142857142857,0.8785871964679912,459,-41.285714285714285,saudi,qmix,3042,9
27.0,0.2857142857142857,0.8432671081677704,557,-41.285714285714285,saudi,qmix,3042,10
27.0,0.2857142857142857,0.8785871964679912,409,-41.285714285714285,saudi,qmix,3042,11
27.0,0.2857142857142857,0.869757174392936,468,-41.285714285714285,saudi,qmix,3042,12
27.0,0.2857142857142857,0.8719646799116998,457,-41.285714285714285,saudi,qmix,3042,13
27.0,0.2857142857142857,0.8741721854304636,396,-41.285714285714285,saudi,qmix,3042,14
27.0,0.2857142857142857,0.8675496688741722,404,-41.285714285714285,saudi,qmix,4042,0
27.0,0.2857142857142857,0.8454746136865342,443,-41.285714285714285,saudi,qmix,4042,1
27.0,0.2857142857142857,0.8587196467991169,535,-41.285714285714285,saudi,qmix,4042,2
27.0,0.2857142857142857,0.9426048565121413,367,-41.285714285714285,saudi,qmix,4042,3
27.0,0.2857142857142857,0.8145695364238411,590,-41.285714285714285,saudi,qmix,4042,4
27.0,0.2857142857142857,0.891832229580574,395,-41.285714285714285,saudi,qmix,4042,5
27.0,0.2857142857142857,0.8631346578366446,408,-41.285714285714285,saudi,qmix,4042,6
27.0,0.2857142857142857,0.8454746136865342,455,-41.285714285714285,saudi,qmix,4042,7
27.0,0.2857142857142857,0.8520971302428256,449,-41.285714285714285,saudi,qmix,4042,8
27.0,0.2857142857142857,0.8609271523178808,533,-41.285714285714285,saudi,qmix,4042,9
27.0,0.2857142857142857,0.8653421633554084,469,-41.285714285714285,saudi,qmix,4042,10
27.0,0.2857142857142857,0.869757174392936,480,-41.285714285714285,saudi,qmix,4042,11
27.0,0.2857142857142857,0.8587196467991169,507,-41.285714285714285,saudi,qmix,4042,12
27.0,0.2857142857142857,0.8675496688741722,507,-41.285714285714285,saudi,qmix,4042,13
27.0,0.2857142857142857,0.8233995584988962,575,-41.285714285714285,saudi,qmix,4042,14
6.0,0.8571428571428571,0.8587196467991169,110,-9.157142857142858,saudi,commnet,42,0
9.0,0.7142857142857143,0.9690949227373068,185,-15.014285714285712,saudi,commnet,42,1
19.0,0.5714285714285714,0.9116997792494481,199,-28.07142857142857,saudi,commnet,42,2
19.0,0.5714285714285714,0.9072847682119205,177,-28.271428571428572,saudi,commnet,42,3
0.0,1.0,0.9668874172185431,111,-0.3000000000000007,saudi,commnet,42,4
0.0,1.0,0.9713024282560706,92,-0.30000000000000004,saudi,commnet,42,5
0.0,1.0,0.9183222958057395,85,-0.5,saudi,commnet,42,6
13.0,0.5714285714285714,0.9315673289183223,187,-21.971428571428575,saudi,commnet,42,7
13.0,0.5714285714285714,0.9735099337748344,252,-21.871428571428574,saudi,commnet,42,8
0.0,1.0,0.9558498896247241,120,-0.30000000000000004,saudi,commnet,42,9
0.0,1.0,0.9690949227373068,128,-0.30000000000000004,saudi,commnet,42,10
6.0,0.8571428571428571,0.8631346578366446,111,-9.157142857142858,saudi,commnet,42,11
0.0,1.0,0.9690949227373068,175,-0.30000000000000004,saudi,commnet,42,12
0.0,1.0,0.9536423841059603,148,-0.30000000000000004,saudi,commnet,42,13
0.0,1.0,0.6931567328918322,106,-0.4,saudi,commnet,42,14
18.0,0.5714285714285714,0.9116997792494481,346,-26.971428571428575,saudi,commnet,1042,0
18.0,0.5714285714285714,0.9757174392935982,295,-26.771428571428572,saudi,commnet,1042,1
4.0,0.8571428571428571,0.9845474613686535,263,-7.057142857142858,saudi,commnet,1042,2
4.0,0.8571428571428571,0.9183222958057395,300,-7.057142857142858,saudi,commnet,1042,3
9.0,0.7142857142857143,0.9690949227373068,109,-15.014285714285712,saudi,commnet,1042,4
0.0,1.0,0.9558498896247241,85,-0.30000000000000004,saudi,commnet,1042,5
18.0,0.5714285714285714,0.9713024282560706,278,-26.771428571428572,saudi,commnet,1042,6
0.0,1.0,0.9426048565121413,105,-0.30000000000000004,saudi,commnet,1042,7
0.0,1.0,0.9713024282560706,115,-0.30000000000000004,saudi,commnet,1042,8
0.0,1.0,0.9558498896247241,75,-0.30000000000000004,saudi,commnet,1042,9
19.0,0.5714285714285714,0.9094922737306843,174,-27.67142857142857,saudi,commnet,1042,10
18.0,0.5714285714285714,0.9050772626931567,302,-26.871428571428574,saudi,commnet,1042,11
17.0,0.42857142857142855,0.8101545253863135,326,-29.028571428571425,saudi,commnet,1042,12
0.0,1.0,0.8830022075055187,88,-0.4,saudi,commnet,1042,13
0.0,1.0,0.9094922737306843,105,-0.4,saudi,commnet,1042,14
9.0,0.7142857142857143,0.9668874172185431,258,-15.114285714285712,saudi,commnet,2042,0
0.0,1.0,0.8498896247240618,127,-0.30000000000000004,saudi,commnet,2042,1
9.0,0.7142857142857143,0.9580573951434879,218,-15.214285714285714,saudi,commnet,2042,2
9.0,0.7142857142857143,0.9448123620309051,162,-15.314285714285713,saudi,commnet,2042,3
0.0,1.0,0.9094922737306843,116,-0.30000000000000004,saudi,commnet,2042,4
19.0,0.5714285714285714,0.8432671081677704,280,-27.971428571428575,saudi,commnet,2042,5
10.0,0.8571428571428571,0.9933774834437086,313,-12.857142857142858,saudi,commnet,2042,6
0.0,1.0,0.9470198675496688,108,-0.30000000000000004,saudi,commnet,2042,7
9.0,0.7142857142857143,0.9690949227373068,109,-15.014285714285712,saudi,commnet,2042,8
18.0,0.5714285714285714,0.9315673289183223,338,-26.971428571428575,saudi,commnet,2042,9
9.0,0.7142857142857143,0.9580573951434879,177,-15.114285714285712,saudi,commnet,2042,10
0.0,1.0,0.9558498896247241,120,-0.30000000000000004,saudi,commnet,2042,11
0.0,1.0,0.9536423841059603,127,-0.30000000000000004,saudi,commnet,2042,12
13.0,0.7142857142857143,0.9249448123620309,264,-18.714285714285715,saudi,commnet,2042,13
9.0,0.7142857142857143,0.6821192052980133,182,-15.314285714285713,saudi,commnet,2042,14
0.0,1.0,0.9757174392935982,81,-0.30000000000000004,saudi,commnet,3042,0
0.0,1.0,0.9690949227373068,88,-0.30000000000000004,saudi,commnet,3042,1
0.0,1.0,0.9558498896247241,113,-0.30000000000000004,saudi,commnet,3042,2
23.0,0.42857142857142855,0.9161147902869757,285,-34.82857142857143,saudi,commnet,3042,3
10.0,0.8571428571428571,0.9337748344370861,324,-13.157142857142857,saudi,commnet,3042,4
13.0,0.7142857142857143,0.9271523178807947,289,-18.714285714285715,saudi,commnet,3042,5
0.0,1.0,0.9713024282560706,144,-0.30000000000000004,saudi,commnet,3042,6
9.0,0.7142857142857143,0.9757174392935982,98,-15.014285714285712,saudi,commnet,3042,7
3.0,0.8571428571428571,0.9492273730684326,301,-6.1571428571428575,saudi,commnet,3042,8
13.0,0.5714285714285714,0.7064017660044151,315,-21.971428571428575,saudi,commnet,3042,9
0.0,1.0,0.9558498896247241,124,-0.30000000000000004,saudi,commnet,3042,10
9.0,0.7142857142857143,0.6821192052980133,178,-15.314285714285713,saudi,commnet,3042,11
0.0,1.0,0.9757174392935982,84,-0.30000000000000004,saudi,commnet,3042,12
19.0,0.5714285714285714,0.8366445916114791,280,-27.971428571428575,saudi,commnet,3042,13
18.0,0.5714285714285714,0.9470198675496688,289,-27.171428571428578,saudi,commnet,3042,14
18.0,0.5714285714285714,0.9713024282560706,278,-26.771428571428572,saudi,commnet,4042,0
0.0,1.0,0.9690949227373068,99,-0.30000000000000004,saudi,commnet,4042,1
14.0,0.7142857142857143,0.7726269315673289,341,-20.014285714285712,saudi,commnet,4042,2
13.0,0.5714285714285714,0.9757174392935982,212,-21.871428571428574,saudi,commnet,4042,3
0.0,1.0,0.9492273730684326,122,-0.30000000000000004,saudi,commnet,4042,4
19.0,0.5714285714285714,0.9072847682119205,254,-28.17142857142857,saudi,commnet,4042,5
10.0,0.8571428571428571,0.9867549668874173,280,-12.857142857142858,saudi,commnet,4042,6
14.0,0.7142857142857143,0.8984547461368654,325,-20.114285714285714,saudi,commnet,4042,7
9.0,0.7142857142857143,0.8874172185430463,197,-15.114285714285714,saudi,commnet,4042,8
14.0,0.7142857142857143,0.9381898454746137,308,-20.114285714285714,saudi,commnet,4042,9
7.0,0.7142857142857143,0.9735099337748344,326,-12.914285714285713,saudi,commnet,4042,10
17.0,0.42857142857142855,0.9492273730684326,331,-28.82857142857143,saudi,commnet,4042,11
9.0,0.7142857142857143,0.9116997792494481,321,-14.914285714285713,saudi,commnet,4042,12
13.0,0.5714285714285714,0.7064017660044151,345,-21.971428571428575,saudi,commnet,4042,13
0.0,1.0,0.9558498896247241,110,-0.30000000000000004,saudi,commnet,4042,14
0.0,1.0,1.0,95,0.0,saudi,hiercomm,42,0
9.0,0.7142857142857143,1.0,127,-14.714285714285714,saudi,hiercomm,42,1
14.0,0.7142857142857143,0.9690949227373068,211,-19.814285714285713,saudi,hiercomm,42,2
17.0,0.5714285714285714,0.977924944812362,189,-25.771428571428572,saudi,hiercomm,42,3
0.0,1.0,1.0,15,0.0,saudi,hiercomm,42,4
8.0,0.7142857142857143,0.9977924944812362,263,-13.714285714285714,saudi,hiercomm,42,5
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,6
3.0,0.8571428571428571,0.9977924944812362,113,-5.857142857142858,saudi,hiercomm,42,7
10.0,0.8571428571428571,0.9799196787148594,46,-12.857142857142858,saudi,hiercomm,42,8
0.0,1.0,0.9959349593495935,0,0.0,saudi,hiercomm,42,9
19.0,0.5714285714285714,1.0,138,-27.571428571428577,saudi,hiercomm,42,10
0.0,1.0,1.0,108,0.0,saudi,hiercomm,42,11
17.0,0.5714285714285714,0.9955849889624724,164,-25.571428571428577,saudi,hiercomm,42,12
4.0,0.8571428571428571,0.8962472406181016,200,-7.057142857142858,saudi,hiercomm,42,13
0.0,1.0,1.0,0,0.0,saudi,hiercomm,42,14
17.0,0.42857142857142855,1.0,194,-28.42857142857143,saudi,hiercomm,1042,0
4.0,0.8571428571428571,0.9912280701754386,116,-6.857142857142858,saudi,hiercomm,1042,1
10.0,0.8571428571428571,0.9948717948717949,57,-12.857142857142858,saudi,hiercomm,1042,2
8.0,0.7142857142857143,1.0,264,-13.714285714285714,saudi,hiercomm,1042,3
9.0,0.7142857142857143,0.9867549668874173,223,-14.714285714285714,saudi,hiercomm,1042,4
11.0,0.5714285714285714,0.9977924944812362,197,-19.571428571428573,saudi,hiercomm,1042,5
4.0,0.8571428571428571,0.9867549668874173,154,-6.857142857142858,saudi,hiercomm,1042,6
0.0,1.0,1.0,0,0.0,saudi,hiercomm,1042,7
4.0,0.8571428571428571,1.0,190,-6.857142857142858,saudi,hiercomm,1042,8
8.0,0.7142857142857143,0.9977924944812362,287,-13.714285714285714,saudi,hiercomm,1042,9
14.0,0.7142857142857143,0.9845474613686535,187,-19.814285714285713,saudi,hiercomm,1042,10
4.0,0.8571428571428571,0.990990990990991,116,-6.857142857142858,saudi,hiercomm,1042,11
3.0,0.8571428571428571,0.9977924944812362,210,-5.857142857142858,saudi,hiercomm,1042,12
0.0,1.0,1.0,0,0.0,saudi,hiercomm,1042,13
8.0,0.7142857142857143,0.9977924944812362,299,-13.714285714285714,saudi,hiercomm,1042,14
13.0,0.5714285714285714,0.9492273730684326,229,-22.071428571428577,saudi,hiercomm,2042,0
0.0,1.0,1.0,1,0.0,saudi,hiercomm,2042,1
3.0,0.8571428571428571,1.0,162,-5.857142857142858,saudi,hiercomm,2042,2
0.0,1.0,0.9977924944812362,121,0.0,saudi,hiercomm,2042,3
8.0,0.7142857142857143,0.9933774834437086,227,-13.714285714285714,saudi,hiercomm,2042,4
10.0,0.8571428571428571,0.9955849889624724,139,-12.857142857142858,saudi,hiercomm,2042,5
4.0,0.8571428571428571,1.0,223,-6.857142857142858,saudi,hiercomm,2042,6
0.0,1.0,1.0,138,0.0,saudi,hiercomm,2042,7
9.0,0.7142857142857143,0.9867549668874173,222,-14.714285714285714,saudi,hiercomm,2042,8
13.0,0.5714285714285714,1.0,174,-21.571428571428573,saudi,hiercomm,2042,9
3.0,0.8571428571428571,0.9977924944812362,103,-5.857142857142858,saudi,hiercomm,2042,10
0.0,1.0,0.9959349593495935,0,0.0,saudi,hiercomm,2042,11
9.0,0.7142857142857143,1.0,98,-14.714285714285714,saudi,hiercomm,2042,12
4.0,0.8571428571428571,1.0,130,-6.857142857142858,saudi,hiercomm,2042,13
10.0,0.8571428571428571,0.9911699779249448,185,-12.857142857142858,saudi,hiercomm,2042,14
0.0,1.0,1.0,0,0.0,saudi,hiercomm,3042,0
8.0,0.7142857142857143,1.0,256,-13.714285714285714,saudi,hiercomm,3042,1
4.0,0.8571428571428571,0.9602649006622517,209,-7.057142857142858,saudi,hiercomm,3042,2
4.0,0.8571428571428571,0.9867549668874173,156,-6.857142857142858,saudi,hiercomm,3042,3
14.0,0.7142857142857143,0.9911699779249448,234,-19.714285714285715,saudi,hiercomm,3042,4
0.0,1.0,1.0,94,0.0,saudi,hiercomm,3042,5
4.0,0.8571428571428571,0.9977924944812362,189,-6.857142857142858,saudi,hiercomm,3042,6
9.0,0.7142857142857143,0.9867549668874173,191,-14.714285714285714,saudi,hiercomm,3042,7
10.0,0.8571428571428571,0.9861111111111112,183,-12.85714285714286,saudi,hiercomm,3042,8
0.0,1.0,1.0,136,0.0,saudi,hiercomm,3042,9
0.0,1.0,1.0,14,0.0,saudi,hiercomm,3042,10
10.0,0.8571428571428571,0.9911699779249448,182,-12.857142857142858,saudi,hiercomm,3042,11
0.0,1.0,1.0,0,0.0,saudi,hiercomm,3042,12
10.0,0.8571428571428571,0.9955849889624724,140,-12.857142857142858,saudi,hiercomm,3042,13
4.0,0.8571428571428571,0.9863013698630136,129,-6.857142857142858,saudi,hiercomm,3042,14
4.0,0.8571428571428571,0.9867549668874173,154,-6.857142857142858,saudi,hiercomm,4042,0
8.0,0.7142857142857143,1.0,294,-13.714285714285714,saudi,hiercomm,4042,1
4.0,0.8571428571428571,0.9743589743589743,194,-6.957142857142857,saudi,hiercomm,4042,2
3.0,0.8571428571428571,0.9104477611940298,40,-5.857142857142858,saudi,hiercomm,4042,3
4.0,0.8571428571428571,0.9823399558498896,302,-6.957142857142857,saudi,hiercomm,4042,4
14.0,0.7142857142857143,0.9845474613686535,165,-19.814285714285713,saudi,hiercomm,4042,5
4.0,0.8571428571428571,0.9867549668874173,158,-6.857142857142858,saudi,hiercomm,4042,6
13.0,0.5714285714285714,1.0,187,-21.571428571428573,saudi,hiercomm,4042,7
14.0,0.7142857142857143,0.9887640449438202,146,-19.714285714285715,saudi,hiercomm,4042,8
4.0,0.8571428571428571,0.9463276836158192,194,-6.957142857142857,saudi,hiercomm,4042,9
14.0,0.7142857142857143,0.9580573951434879,213,-19.814285714285713,saudi,hiercomm,4042,10
3.0,0.8571428571428571,1.0,116,-5.857142857142858,saudi,hiercomm,4042,11
0.0,1.0,1.0,63,0.0,saudi,hiercomm,4042,12
3.0,0.8571428571428571,0.9911699779249448,151,-5.857142857142858,saudi,hiercomm,4042,13
4.0,0.8571428571428571,0.9977924944812362,202,-6.857142857142858,saudi,hiercomm,4042,14
0.0,1.0,1.0,267,0.0,saudi,hiercomm_heur,42,0
9.0,0.7142857142857143,0.9911699779249448,164,-14.814285714285713,saudi,hiercomm_heur,42,1
17.0,0.5714285714285714,0.9668874172185431,246,-25.571428571428577,saudi,hiercomm_heur,42,2
13.0,0.7142857142857143,0.9809523809523809,107,-18.714285714285715,saudi,hiercomm_heur,42,3
3.0,0.8571428571428571,1.0,107,-5.857142857142858,saudi,hiercomm_heur,42,4
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,5
0.0,1.0,1.0,0,0.0,saudi,hiercomm_heur,42,6
7.0,0.7142857142857143,0.8211920529801324,250,-12.714285714285714,saudi,hiercomm_heur,42,7
18.0,0.5714285714285714,1.0,264,-26.571428571428577,saudi,hiercomm_heur,42,8
0.0,1.0,0.9757174392935982,320,-0.30000000000000004,saudi,hiercomm_heur,42,9
4.0,0.8571428571428571,1.0,228,-6.857142857142858,saudi,hiercomm_heur,42,10
0.0,1.0,1.0,244,0.0,saudi,hiercomm_heur,42,11
0.0,1.0,0.9595959595959596,25,-0.1,saudi,hiercomm_heur,42,12
0.0,1.0,1.0,202,0.0,saudi,hiercomm_heur,42,13
0.0,1.0,1.0,3,0.0,saudi,hiercomm_heur,42,14
14.0,0.7142857142857143,0.9536423841059603,385,-19.714285714285715,saudi,hiercomm_heur,1042,0
17.0,0.42857142857142855,0.9713024282560706,231,-28.728571428571428,saudi,hiercomm_heur,1042,1
14.0,0.7142857142857143,1.0,161,-19.714285714285715,saudi,hiercomm_heur,1042,2
13.0,0.5714285714285714,0.9845474613686535,239,-21.67142857142857,saudi,hiercomm_heur,1042,3
