WEL,ISR,CE,burned,return,policy,ckpt_region,train_seed,eval_seed,episode,region,condition
9.0,0.7142857142857143,0.9942528735632185,15,-14.714285714285714,hiercomm_heur,saudi,42.0,3042,0,saudi,wind_plus90
9.0,0.7142857142857143,0.9941520467836256,15,-14.714285714285714,hiercomm_heur,saudi,42.0,3042,1,saudi,wind_plus90
17.0,0.4285714285714285,0.9977924944812362,429,-28.42857142857143,hiercomm_heur,saudi,42.0,3042,2,saudi,wind_plus90
17.0,0.4285714285714285,1.0,530,-28.42857142857143,hiercomm_heur,saudi,42.0,3042,3,saudi,wind_plus90
17.0,0.4285714285714285,0.8785871964679912,529,-28.82857142857144,hiercomm_heur,saudi,42.0,3042,4,saudi,wind_plus90
17.0,0.4285714285714285,0.9183222958057397,510,-29.028571428571432,hiercomm_heur,saudi,42.0,3042,5,saudi,wind_plus90
17.0,0.4285714285714285,0.8785871964679912,529,-28.82857142857144,hiercomm_heur,saudi,42.0,3042,6,saudi,wind_plus90
27.0,0.2857142857142857,1.0,541,-35.42857142857142,hiercomm_heur,saudi,42.0,3042,7,saudi,wind_plus90
13.0,0.5714285714285714,0.814317673378076,547,-22.271428571428583,hiercomm_heur,saudi,42.0,3042,8,saudi,wind_plus90
17.0,0.4285714285714285,0.9955555555555556,526,-28.42857142857143,hiercomm_heur,saudi,42.0,3042,9,saudi,wind_plus90
9.0,0.7142857142857143,0.9941520467836256,15,-14.714285714285714,hiercomm_heur,saudi,42.0,3042,10,saudi,wind_plus90
17.0,0.4285714285714285,0.8984547461368654,500,-29.028571428571432,hiercomm_heur,saudi,42.0,3042,11,saudi,wind_plus90
4.0,0.8571428571428571,0.933774834437086,520,-7.557142857142858,hiercomm_heur,saudi,42.0,3042,12,saudi,wind_plus90
17.0,0.4285714285714285,0.9955555555555556,526,-28.42857142857143,hiercomm_heur,saudi,42.0,3042,13,saudi,wind_plus90
17.0,0.4285714285714285,0.9977924944812362,409,-28.42857142857143,hiercomm_heur,saudi,42.0,3042,14,saudi,wind_plus90
17.0,0.4285714285714285,0.8785871964679912,529,-28.82857142857144,hiercomm_heur,saudi,42.0,4042,0,saudi,wind_plus90
17.0,0.4285714285714285,0.9955849889624724,467,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,1,saudi,wind_plus90
17.0,0.4285714285714285,0.8769574944071589,530,-28.82857142857144,hiercomm_heur,saudi,42.0,4042,2,saudi,wind_plus90
17.0,0.4285714285714285,1.0,519,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,3,saudi,wind_plus90
17.0,0.4285714285714285,0.9977924944812362,409,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,4,saudi,wind_plus90
17.0,0.4285714285714285,1.0,528,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,5,saudi,wind_plus90
17.0,0.4285714285714285,0.9955555555555556,526,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,6,saudi,wind_plus90
17.0,0.4285714285714285,0.9955849889624724,423,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,7,saudi,wind_plus90
13.0,0.5714285714285714,0.9492273730684326,534,-21.771428571428576,hiercomm_heur,saudi,42.0,4042,8,saudi,wind_plus90
17.0,0.4285714285714285,0.9955555555555556,526,-28.42857142857143,hiercomm_heur,saudi,42.0,4042,9,saudi,wind_plus90
17.0,0.4285714285714285,0.9249448123620309,530,-29.12857142857144,hiercomm_heur,saudi,42.0,4042,10,saudi,wind_plus90
17.0,0.4285714285714285,0.9470198675496688,506,-29.028571428571432,hiercomm_heur,saudi,42.0,4042,11,saudi,wind_plus90
17.0,0.4285714285714285,0.9249448123620309,530,-29.12857142857144,hiercomm_heur,saudi,42.0,4042,12,saudi,wind_plus90
17.0,0.4285714285714285,0.9227373068432672,509,-29.028571428571432,hiercomm_heur,saudi,42.0,4042,13,saudi,wind_plus90
9.0,0.7142857142857143,0.9942528735632185,15,-14.714285714285714,hiercomm_heur,saudi,42.0,4042,14,saudi,wind_plus90
13.0,0.5714285714285714,1.0,661,-21.571428571428573,hiercomm_heur,saudi,1042.0,42,0,saudi,wind_plus90
27.0,0.2857142857142857,1.0,662,-35.42857142857143,hiercomm_heur,saudi,1042.0,42,1,saudi,wind_plus90
23.0,0.4285714285714285,1.0,442,-34.42857142857143,hiercomm_heur,saudi,1042.0,42,2,saudi,wind_plus90
23.0,0.4285714285714285,1.0,484,-34.42857142857143,hiercomm_heur,saudi,1042.0,42,3,saudi,wind_plus90
21.0,0.4285714285714285,0.8189845474613686,636,-26.57142857142857,hiercomm_heur,saudi,1042.0,42,4,saudi,wind_plus90
4.0,0.8571428571428571,1.0,576,-6.857142857142858,hiercomm_heur,saudi,1042.0,42,5,saudi,wind_plus90
8.0,0.7142857142857143,1.0,639,-13.714285714285714,hiercomm_heur,saudi,1042.0,42,6,saudi,wind_plus90
13.0,0.5714285714285714,0.9050772626931568,590,-21.571428571428577,hiercomm_heur,saudi,1042.0,42,7,saudi,wind_plus90
17.0,0.4285714285714285,0.9227373068432672,543,-28.728571428571435,hiercomm_heur,saudi,1042.0,42,8,saudi,wind_plus90
4.0,0.8571428571428571,0.9889624724061812,599,-6.857142857142858,hiercomm_heur,saudi,1042.0,42,9,saudi,wind_plus90
23.0,0.4285714285714285,0.9801324503311258,398,-34.62857142857143,hiercomm_heur,saudi,1042.0,42,10,saudi,wind_plus90
17.0,0.4285714285714285,0.958057395143488,731,-28.828571428571436,hiercomm_heur,saudi,1042.0,42,11,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,678,-21.571428571428577,hiercomm_heur,saudi,1042.0,42,12,saudi,wind_plus90
14.0,0.5714285714285714,1.0,679,-22.571428571428573,hiercomm_heur,saudi,1042.0,42,13,saudi,wind_plus90
4.0,0.8571428571428571,1.0,573,-6.857142857142858,hiercomm_heur,saudi,1042.0,42,14,saudi,wind_plus90
4.0,0.8571428571428571,0.9955849889624724,638,-6.857142857142858,hiercomm_heur,saudi,1042.0,1042,0,saudi,wind_plus90
4.0,0.8571428571428571,1.0,573,-6.857142857142858,hiercomm_heur,saudi,1042.0,1042,1,saudi,wind_plus90
23.0,0.4285714285714285,1.0,491,-34.42857142857143,hiercomm_heur,saudi,1042.0,1042,2,saudi,wind_plus90
23.0,0.4285714285714285,1.0,442,-34.42857142857143,hiercomm_heur,saudi,1042.0,1042,3,saudi,wind_plus90
27.0,0.2857142857142857,1.0,549,-35.42857142857143,hiercomm_heur,saudi,1042.0,1042,4,saudi,wind_plus90
4.0,0.8571428571428571,1.0,653,-6.857142857142858,hiercomm_heur,saudi,1042.0,1042,5,saudi,wind_plus90
13.0,0.5714285714285714,0.8719646799116998,589,-21.571428571428577,hiercomm_heur,saudi,1042.0,1042,6,saudi,wind_plus90
8.0,0.7142857142857143,0.9624724061810156,652,-13.814285714285711,hiercomm_heur,saudi,1042.0,1042,7,saudi,wind_plus90
14.0,0.5714285714285714,1.0,673,-22.571428571428573,hiercomm_heur,saudi,1042.0,1042,8,saudi,wind_plus90
4.0,0.8571428571428571,1.0,572,-6.857142857142858,hiercomm_heur,saudi,1042.0,1042,9,saudi,wind_plus90
8.0,0.7142857142857143,1.0,639,-13.714285714285714,hiercomm_heur,saudi,1042.0,1042,10,saudi,wind_plus90
13.0,0.5714285714285714,1.0,661,-21.571428571428573,hiercomm_heur,saudi,1042.0,1042,11,saudi,wind_plus90
23.0,0.4285714285714285,1.0,444,-34.42857142857143,hiercomm_heur,saudi,1042.0,1042,12,saudi,wind_plus90
4.0,0.8571428571428571,1.0,655,-6.857142857142858,hiercomm_heur,saudi,1042.0,1042,13,saudi,wind_plus90
4.0,0.8571428571428571,0.8189845474613686,636,-6.857142857142858,hiercomm_heur,saudi,1042.0,1042,14,saudi,wind_plus90
17.0,0.4285714285714285,0.9955849889624724,692,-28.42857142857143,hiercomm_heur,saudi,1042.0,2042,0,saudi,wind_plus90
27.0,0.2857142857142857,1.0,662,-35.42857142857143,hiercomm_heur,saudi,1042.0,2042,1,saudi,wind_plus90
23.0,0.4285714285714285,1.0,444,-34.42857142857143,hiercomm_heur,saudi,1042.0,2042,2,saudi,wind_plus90
23.0,0.4285714285714285,0.8167770419426048,664,-34.42857142857143,hiercomm_heur,saudi,1042.0,2042,3,saudi,wind_plus90
4.0,0.8571428571428571,1.0,632,-6.857142857142858,hiercomm_heur,saudi,1042.0,2042,4,saudi,wind_plus90
27.0,0.2857142857142857,0.9243498817966904,501,-41.285714285714285,hiercomm_heur,saudi,1042.0,2042,5,saudi,wind_plus90
23.0,0.4285714285714285,1.0,648,-34.42857142857143,hiercomm_heur,saudi,1042.0,2042,6,saudi,wind_plus90
17.0,0.4285714285714285,0.9977924944812362,509,-28.42857142857143,hiercomm_heur,saudi,1042.0,2042,7,saudi,wind_plus90
27.0,0.2857142857142857,1.0,549,-35.42857142857143,hiercomm_heur,saudi,1042.0,2042,8,saudi,wind_plus90
27.0,0.2857142857142857,1.0,694,-41.285714285714285,hiercomm_heur,saudi,1042.0,2042,9,saudi,wind_plus90
27.0,0.2857142857142857,1.0,550,-35.42857142857143,hiercomm_heur,saudi,1042.0,2042,10,saudi,wind_plus90
4.0,0.8571428571428571,0.9889624724061812,602,-6.857142857142858,hiercomm_heur,saudi,1042.0,2042,11,saudi,wind_plus90
14.0,0.5714285714285714,1.0,690,-22.571428571428573,hiercomm_heur,saudi,1042.0,2042,12,saudi,wind_plus90
23.0,0.4285714285714285,1.0,735,-34.42857142857143,hiercomm_heur,saudi,1042.0,2042,13,saudi,wind_plus90
23.0,0.4285714285714285,0.9271523178807948,651,-34.42857142857143,hiercomm_heur,saudi,1042.0,2042,14,saudi,wind_plus90
17.0,0.4285714285714285,0.9977924944812362,510,-28.42857142857143,hiercomm_heur,saudi,1042.0,3042,0,saudi,wind_plus90
4.0,0.8571428571428571,1.0,573,-6.857142857142858,hiercomm_heur,saudi,1042.0,3042,1,saudi,wind_plus90
13.0,0.5714285714285714,1.0,637,-21.571428571428573,hiercomm_heur,saudi,1042.0,3042,2,saudi,wind_plus90
13.0,0.5714285714285714,0.9977924944812362,626,-21.571428571428577,hiercomm_heur,saudi,1042.0,3042,3,saudi,wind_plus90
17.0,0.4285714285714285,0.8874172185430463,534,-29.12857142857144,hiercomm_heur,saudi,1042.0,3042,4,saudi,wind_plus90
23.0,0.4285714285714285,1.0,697,-34.42857142857143,hiercomm_heur,saudi,1042.0,3042,5,saudi,wind_plus90
17.0,0.4285714285714285,0.8874172185430463,534,-29.12857142857144,hiercomm_heur,saudi,1042.0,3042,6,saudi,wind_plus90
17.0,0.5714285714285714,1.0,546,-19.714285714285715,hiercomm_heur,saudi,1042.0,3042,7,saudi,wind_plus90
23.0,0.4285714285714285,1.0,450,-34.42857142857143,hiercomm_heur,saudi,1042.0,3042,8,saudi,wind_plus90
27.0,0.2857142857142857,0.9243498817966904,501,-41.285714285714285,hiercomm_heur,saudi,1042.0,3042,9,saudi,wind_plus90
8.0,0.7142857142857143,1.0,633,-13.714285714285714,hiercomm_heur,saudi,1042.0,3042,10,saudi,wind_plus90
23.0,0.4285714285714285,1.0,735,-34.42857142857143,hiercomm_heur,saudi,1042.0,3042,11,saudi,wind_plus90
4.0,0.8571428571428571,0.9955849889624724,579,-6.857142857142858,hiercomm_heur,saudi,1042.0,3042,12,saudi,wind_plus90
27.0,0.2857142857142857,0.923809523809524,501,-41.285714285714285,hiercomm_heur,saudi,1042.0,3042,13,saudi,wind_plus90
13.0,0.5714285714285714,1.0,661,-21.571428571428573,hiercomm_heur,saudi,1042.0,3042,14,saudi,wind_plus90
13.0,0.5714285714285714,1.0,635,-21.571428571428577,hiercomm_heur,saudi,1042.0,4042,0,saudi,wind_plus90
14.0,0.5714285714285714,1.0,623,-22.571428571428573,hiercomm_heur,saudi,1042.0,4042,1,saudi,wind_plus90
23.0,0.4285714285714285,1.0,497,-34.42857142857143,hiercomm_heur,saudi,1042.0,4042,2,saudi,wind_plus90
17.0,0.4285714285714285,0.9403973509933776,554,-28.728571428571435,hiercomm_heur,saudi,1042.0,4042,3,saudi,wind_plus90
17.0,0.4285714285714285,1.0,672,-28.42857142857143,hiercomm_heur,saudi,1042.0,4042,4,saudi,wind_plus90
23.0,0.4285714285714285,0.977924944812362,602,-34.62857142857143,hiercomm_heur,saudi,1042.0,4042,5,saudi,wind_plus90
27.0,0.2857142857142857,0.9261904761904762,501,-41.285714285714285,hiercomm_heur,saudi,1042.0,4042,6,saudi,wind_plus90
7.0,0.7142857142857143,0.93598233995585,499,-12.714285714285714,hiercomm_heur,saudi,1042.0,4042,7,saudi,wind_plus90
23.0,0.4285714285714285,1.0,455,-34.42857142857143,hiercomm_heur,saudi,1042.0,4042,8,saudi,wind_plus90
27.0,0.2857142857142857,0.9261904761904762,501,-41.285714285714285,hiercomm_heur,saudi,1042.0,4042,9,saudi,wind_plus90
23.0,0.4285714285714285,1.0,629,-34.42857142857143,hiercomm_heur,saudi,1042.0,4042,10,saudi,wind_plus90
23.0,0.4285714285714285,1.0,736,-34.42857142857143,hiercomm_heur,saudi,1042.0,4042,11,saudi,wind_plus90
23.0,0.4285714285714285,1.0,702,-34.42857142857143,hiercomm_heur,saudi,1042.0,4042,12,saudi,wind_plus90
23.0,0.4285714285714285,1.0,562,-34.42857142857143,hiercomm_heur,saudi,1042.0,4042,13,saudi,wind_plus90
13.0,0.5714285714285714,0.9977924944812362,522,-21.571428571428573,hiercomm_heur,saudi,1042.0,4042,14,saudi,wind_plus90
0.0,1.0,1.0,438,0.0,hiercomm_heur,saudi,2042.0,42,0,saudi,wind_plus90
21.0,0.4285714285714285,0.9602649006622516,434,-26.871428571428574,hiercomm_heur,saudi,2042.0,42,1,saudi,wind_plus90
13.0,0.5714285714285714,0.8145695364238411,625,-21.571428571428573,hiercomm_heur,saudi,2042.0,42,2,saudi,wind_plus90
17.0,0.4285714285714285,1.0,363,-28.42857142857143,hiercomm_heur,saudi,2042.0,42,3,saudi,wind_plus90
21.0,0.4285714285714285,0.868766404199475,455,-26.57142857142857,hiercomm_heur,saudi,2042.0,42,4,saudi,wind_plus90
4.0,0.8571428571428571,0.9977924944812362,427,-6.857142857142858,hiercomm_heur,saudi,2042.0,42,5,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,42,6,saudi,wind_plus90
17.0,0.4285714285714285,0.9911699779249448,607,-28.42857142857143,hiercomm_heur,saudi,2042.0,42,7,saudi,wind_plus90
17.0,0.4285714285714285,0.9791666666666666,473,-28.42857142857143,hiercomm_heur,saudi,2042.0,42,8,saudi,wind_plus90
4.0,0.8571428571428571,1.0,556,-6.857142857142858,hiercomm_heur,saudi,2042.0,42,9,saudi,wind_plus90
8.0,0.7142857142857143,0.9514348785871964,406,-14.014285714285712,hiercomm_heur,saudi,2042.0,42,10,saudi,wind_plus90
0.0,1.0,0.9271523178807948,451,0.0,hiercomm_heur,saudi,2042.0,42,11,saudi,wind_plus90
13.0,0.5714285714285714,0.8475452196382429,528,-21.571428571428573,hiercomm_heur,saudi,2042.0,42,12,saudi,wind_plus90
4.0,0.8571428571428571,1.0,415,-6.857142857142858,hiercomm_heur,saudi,2042.0,42,13,saudi,wind_plus90
0.0,1.0,0.96875,8,0.0,hiercomm_heur,saudi,2042.0,42,14,saudi,wind_plus90
13.0,0.5714285714285714,1.0,466,-21.571428571428573,hiercomm_heur,saudi,2042.0,1042,0,saudi,wind_plus90
0.0,1.0,0.96875,8,0.0,hiercomm_heur,saudi,2042.0,1042,1,saudi,wind_plus90
8.0,0.7142857142857143,0.9602649006622516,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,1042,2,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,616,-21.571428571428573,hiercomm_heur,saudi,2042.0,1042,3,saudi,wind_plus90
21.0,0.4285714285714285,0.95,343,-26.871428571428574,hiercomm_heur,saudi,2042.0,1042,4,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,1042,5,saudi,wind_plus90
17.0,0.4285714285714285,0.9911699779249448,607,-28.42857142857143,hiercomm_heur,saudi,2042.0,1042,6,saudi,wind_plus90
0.0,1.0,0.9690949227373068,528,-0.4,hiercomm_heur,saudi,2042.0,1042,7,saudi,wind_plus90
4.0,0.8571428571428571,0.9933774834437086,478,-6.857142857142858,hiercomm_heur,saudi,2042.0,1042,8,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,1042,9,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,1042,10,saudi,wind_plus90
0.0,1.0,1.0,438,0.0,hiercomm_heur,saudi,2042.0,1042,11,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,594,-21.571428571428573,hiercomm_heur,saudi,2042.0,1042,12,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,1042,13,saudi,wind_plus90
4.0,0.8571428571428571,1.0,563,-6.857142857142858,hiercomm_heur,saudi,2042.0,1042,14,saudi,wind_plus90
13.0,0.5714285714285714,0.9933774834437086,569,-21.571428571428573,hiercomm_heur,saudi,2042.0,2042,0,saudi,wind_plus90
21.0,0.4285714285714285,0.9562841530054644,426,-26.871428571428574,hiercomm_heur,saudi,2042.0,2042,1,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,593,-21.571428571428573,hiercomm_heur,saudi,2042.0,2042,2,saudi,wind_plus90
13.0,0.5714285714285714,0.9074074074074074,532,-22.271428571428576,hiercomm_heur,saudi,2042.0,2042,3,saudi,wind_plus90
4.0,0.8571428571428571,1.0,491,-6.857142857142858,hiercomm_heur,saudi,2042.0,2042,4,saudi,wind_plus90
8.0,0.7142857142857143,0.958057395143488,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,2042,5,saudi,wind_plus90
17.0,0.4285714285714285,1.0,362,-28.42857142857143,hiercomm_heur,saudi,2042.0,2042,6,saudi,wind_plus90
0.0,1.0,0.9705882352941176,8,0.0,hiercomm_heur,saudi,2042.0,2042,7,saudi,wind_plus90
21.0,0.4285714285714285,0.95,343,-26.871428571428574,hiercomm_heur,saudi,2042.0,2042,8,saudi,wind_plus90
13.0,0.5714285714285714,0.9344262295081968,531,-21.97142857142858,hiercomm_heur,saudi,2042.0,2042,9,saudi,wind_plus90
21.0,0.4285714285714285,0.9747899159663864,326,-26.67142857142857,hiercomm_heur,saudi,2042.0,2042,10,saudi,wind_plus90
4.0,0.8571428571428571,1.0,556,-6.857142857142858,hiercomm_heur,saudi,2042.0,2042,11,saudi,wind_plus90
4.0,0.8571428571428571,1.0,487,-6.857142857142858,hiercomm_heur,saudi,2042.0,2042,12,saudi,wind_plus90
13.0,0.5714285714285714,0.9801324503311258,562,-21.67142857142857,hiercomm_heur,saudi,2042.0,2042,13,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,595,-21.571428571428573,hiercomm_heur,saudi,2042.0,2042,14,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,3042,0,saudi,wind_plus90
0.0,1.0,0.96875,8,0.0,hiercomm_heur,saudi,2042.0,3042,1,saudi,wind_plus90
0.0,1.0,0.8432671081677704,399,0.0,hiercomm_heur,saudi,2042.0,3042,2,saudi,wind_plus90
17.0,0.4285714285714285,0.9911699779249448,516,-28.42857142857143,hiercomm_heur,saudi,2042.0,3042,3,saudi,wind_plus90
17.0,0.4285714285714285,0.9624724061810156,595,-28.42857142857143,hiercomm_heur,saudi,2042.0,3042,4,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,369,-21.571428571428573,hiercomm_heur,saudi,2042.0,3042,5,saudi,wind_plus90
17.0,0.4285714285714285,0.9624724061810156,595,-28.42857142857143,hiercomm_heur,saudi,2042.0,3042,6,saudi,wind_plus90
21.0,0.4285714285714285,0.9971509971509972,362,-26.57142857142857,hiercomm_heur,saudi,2042.0,3042,7,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,428,-21.571428571428577,hiercomm_heur,saudi,2042.0,3042,8,saudi,wind_plus90
8.0,0.7142857142857143,0.9602649006622516,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,3042,9,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,3042,10,saudi,wind_plus90
13.0,0.5714285714285714,0.93598233995585,626,-21.571428571428573,hiercomm_heur,saudi,2042.0,3042,11,saudi,wind_plus90
4.0,0.8571428571428571,0.9955849889624724,500,-6.957142857142857,hiercomm_heur,saudi,2042.0,3042,12,saudi,wind_plus90
8.0,0.7142857142857143,0.9602649006622516,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,3042,13,saudi,wind_plus90
0.0,1.0,1.0,438,0.0,hiercomm_heur,saudi,2042.0,3042,14,saudi,wind_plus90
17.0,0.4285714285714285,0.9911699779249448,607,-28.42857142857143,hiercomm_heur,saudi,2042.0,4042,0,saudi,wind_plus90
4.0,0.8571428571428571,0.9933774834437086,490,-6.857142857142858,hiercomm_heur,saudi,2042.0,4042,1,saudi,wind_plus90
8.0,0.7142857142857143,0.9602649006622516,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,4042,2,saudi,wind_plus90
17.0,0.4285714285714285,0.9791666666666666,473,-28.42857142857143,hiercomm_heur,saudi,2042.0,4042,3,saudi,wind_plus90
0.0,1.0,0.9028697571743928,385,0.0,hiercomm_heur,saudi,2042.0,4042,4,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,498,-21.571428571428573,hiercomm_heur,saudi,2042.0,4042,5,saudi,wind_plus90
8.0,0.7142857142857143,0.9602649006622516,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,4042,6,saudi,wind_plus90
4.0,0.8571428571428571,1.0,431,-6.857142857142858,hiercomm_heur,saudi,2042.0,4042,7,saudi,wind_plus90
13.0,0.5714285714285714,0.891832229580574,432,-21.671428571428574,hiercomm_heur,saudi,2042.0,4042,8,saudi,wind_plus90
8.0,0.7142857142857143,0.9602649006622516,406,-13.814285714285711,hiercomm_heur,saudi,2042.0,4042,9,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,495,-21.571428571428573,hiercomm_heur,saudi,2042.0,4042,10,saudi,wind_plus90
13.0,0.5714285714285714,0.977924944812362,562,-21.67142857142857,hiercomm_heur,saudi,2042.0,4042,11,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,495,-21.571428571428573,hiercomm_heur,saudi,2042.0,4042,12,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,496,-21.571428571428573,hiercomm_heur,saudi,2042.0,4042,13,saudi,wind_plus90
0.0,1.0,0.9696969696969696,8,0.0,hiercomm_heur,saudi,2042.0,4042,14,saudi,wind_plus90
13.0,0.5714285714285714,0.9867549668874172,421,-21.67142857142857,hiercomm_heur,saudi,3042.0,42,0,saudi,wind_plus90
23.0,0.4285714285714285,0.926208651399491,373,-28.97142857142857,hiercomm_heur,saudi,3042.0,42,1,saudi,wind_plus90
23.0,0.4285714285714285,0.8035320088300221,622,-34.82857142857143,hiercomm_heur,saudi,3042.0,42,2,saudi,wind_plus90
13.0,0.5714285714285714,0.9977924944812362,688,-21.571428571428573,hiercomm_heur,saudi,3042.0,42,3,saudi,wind_plus90
23.0,0.4285714285714285,0.8774509803921569,408,-28.67142857142857,hiercomm_heur,saudi,3042.0,42,4,saudi,wind_plus90
4.0,0.8571428571428571,1.0,441,-6.857142857142858,hiercomm_heur,saudi,3042.0,42,5,saudi,wind_plus90
23.0,0.4285714285714285,0.8852097130242825,563,-34.92857142857144,hiercomm_heur,saudi,3042.0,42,6,saudi,wind_plus90
13.0,0.5714285714285714,0.8940397350993378,356,-21.571428571428573,hiercomm_heur,saudi,3042.0,42,7,saudi,wind_plus90
13.0,0.5714285714285714,0.9955849889624724,604,-21.571428571428573,hiercomm_heur,saudi,3042.0,42,8,saudi,wind_plus90
4.0,0.8571428571428571,1.0,535,-6.857142857142858,hiercomm_heur,saudi,3042.0,42,9,saudi,wind_plus90
23.0,0.4285714285714285,0.9867549668874172,631,-34.528571428571425,hiercomm_heur,saudi,3042.0,42,10,saudi,wind_plus90
13.0,0.5714285714285714,0.9867549668874172,510,-21.67142857142857,hiercomm_heur,saudi,3042.0,42,11,saudi,wind_plus90
13.0,0.5714285714285714,0.9757174392935982,697,-21.77142857142857,hiercomm_heur,saudi,3042.0,42,12,saudi,wind_plus90
23.0,0.4285714285714285,0.8388520971302428,713,-34.628571428571426,hiercomm_heur,saudi,3042.0,42,13,saudi,wind_plus90
23.0,0.4285714285714285,0.8587196467991169,549,-35.22857142857144,hiercomm_heur,saudi,3042.0,42,14,saudi,wind_plus90
23.0,0.4285714285714285,0.9867549668874172,633,-34.528571428571425,hiercomm_heur,saudi,3042.0,1042,0,saudi,wind_plus90
13.0,0.5714285714285714,0.8785871964679912,621,-21.871428571428577,hiercomm_heur,saudi,3042.0,1042,1,saudi,wind_plus90
23.0,0.4285714285714285,0.9293598233995584,510,-34.628571428571426,hiercomm_heur,saudi,3042.0,1042,2,saudi,wind_plus90
23.0,0.4285714285714285,0.8454746136865342,649,-34.628571428571426,hiercomm_heur,saudi,3042.0,1042,3,saudi,wind_plus90
23.0,0.4285714285714285,0.8940397350993378,419,-29.171428571428574,hiercomm_heur,saudi,3042.0,1042,4,saudi,wind_plus90
23.0,0.4285714285714285,0.9161147902869756,649,-34.62857142857143,hiercomm_heur,saudi,3042.0,1042,5,saudi,wind_plus90
13.0,0.5714285714285714,0.8940397350993378,356,-21.571428571428573,hiercomm_heur,saudi,3042.0,1042,6,saudi,wind_plus90
4.0,0.8571428571428571,1.0,440,-6.857142857142858,hiercomm_heur,saudi,3042.0,1042,7,saudi,wind_plus90
13.0,0.5714285714285714,0.9757174392935982,620,-21.67142857142857,hiercomm_heur,saudi,3042.0,1042,8,saudi,wind_plus90
23.0,0.4285714285714285,0.891832229580574,543,-34.728571428571435,hiercomm_heur,saudi,3042.0,1042,9,saudi,wind_plus90
23.0,0.4285714285714285,0.891832229580574,556,-34.82857142857144,hiercomm_heur,saudi,3042.0,1042,10,saudi,wind_plus90
13.0,0.5714285714285714,0.9867549668874172,421,-21.67142857142857,hiercomm_heur,saudi,3042.0,1042,11,saudi,wind_plus90
23.0,0.4285714285714285,0.9381898454746136,662,-34.628571428571426,hiercomm_heur,saudi,3042.0,1042,12,saudi,wind_plus90
23.0,0.4285714285714285,0.9977924944812362,633,-34.42857142857143,hiercomm_heur,saudi,3042.0,1042,13,saudi,wind_plus90
0.0,1.0,1.0,447,0.0,hiercomm_heur,saudi,3042.0,1042,14,saudi,wind_plus90
13.0,0.5714285714285714,0.9757174392935982,635,-21.77142857142857,hiercomm_heur,saudi,3042.0,2042,0,saudi,wind_plus90
23.0,0.4285714285714285,0.926208651399491,373,-28.97142857142857,hiercomm_heur,saudi,3042.0,2042,1,saudi,wind_plus90
23.0,0.4285714285714285,0.9381898454746136,662,-34.628571428571426,hiercomm_heur,saudi,3042.0,2042,2,saudi,wind_plus90
13.0,0.5714285714285714,0.9977924944812362,685,-21.571428571428573,hiercomm_heur,saudi,3042.0,2042,3,saudi,wind_plus90
4.0,0.8571428571428571,0.9977924944812362,447,-6.857142857142858,hiercomm_heur,saudi,3042.0,2042,4,saudi,wind_plus90
23.0,0.4285714285714285,0.7494089834515366,455,-35.12857142857143,hiercomm_heur,saudi,3042.0,2042,5,saudi,wind_plus90
13.0,0.5714285714285714,0.9977924944812362,684,-21.571428571428573,hiercomm_heur,saudi,3042.0,2042,6,saudi,wind_plus90
