WEL,ISR,CE,burned,return,policy,ckpt_region,train_seed,eval_seed,episode,region,condition
27.0,0.2857142857142857,1.0,551,-41.285714285714285,noop,saudi,,3042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,389,-41.285714285714285,noop,saudi,,3042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,523,-41.285714285714285,noop,saudi,,3042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,496,-41.285714285714285,noop,saudi,,3042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,580,-41.28571428571429,noop,saudi,,3042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,440,-41.285714285714285,noop,saudi,,3042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,519,-41.285714285714285,noop,saudi,,3042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,494,-41.285714285714285,noop,saudi,,3042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,436,-41.285714285714285,noop,saudi,,3042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,447,-41.285714285714285,noop,saudi,,4042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,492,-41.28571428571429,noop,saudi,,4042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,565,-41.285714285714285,noop,saudi,,4042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,391,-41.285714285714285,noop,saudi,,4042,3,saudi,cross_region
27.0,0.2857142857142857,1.0,612,-41.285714285714285,noop,saudi,,4042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,423,-41.285714285714285,noop,saudi,,4042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,451,-41.285714285714285,noop,saudi,,4042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,497,-41.285714285714285,noop,saudi,,4042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,483,-41.285714285714285,noop,saudi,,4042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,564,-41.285714285714285,noop,saudi,,4042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,504,-41.285714285714285,noop,saudi,,4042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,514,-41.285714285714285,noop,saudi,,4042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,541,-41.285714285714285,noop,saudi,,4042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,543,-41.285714285714285,noop,saudi,,4042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,599,-41.285714285714285,noop,saudi,,4042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,42.0,42,0,saudi,cross_region
27.0,0.2857142857142857,1.0,345,-41.285714285714285,commnet,california,42.0,42,1,saudi,cross_region
27.0,0.2857142857142857,0.9668874172185432,379,-41.58571428571428,commnet,california,42.0,42,2,saudi,cross_region
27.0,0.2857142857142857,0.8675496688741722,374,-41.385714285714286,commnet,california,42.0,42,3,saudi,cross_region
27.0,0.2857142857142857,1.0,378,-41.285714285714285,commnet,california,42.0,42,4,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,42.0,42,5,saudi,cross_region
27.0,0.2857142857142857,0.9801324503311258,363,-41.48571428571428,commnet,california,42.0,42,6,saudi,cross_region
27.0,0.2857142857142857,1.0,375,-41.285714285714285,commnet,california,42.0,42,7,saudi,cross_region
27.0,0.2857142857142857,1.0,386,-41.285714285714285,commnet,california,42.0,42,8,saudi,cross_region
27.0,0.2857142857142857,1.0,470,-41.285714285714285,commnet,california,42.0,42,9,saudi,cross_region
27.0,0.2857142857142857,1.0,408,-41.285714285714285,commnet,california,42.0,42,10,saudi,cross_region
27.0,0.2857142857142857,1.0,370,-41.285714285714285,commnet,california,42.0,42,11,saudi,cross_region
27.0,0.2857142857142857,1.0,443,-41.285714285714285,commnet,california,42.0,42,12,saudi,cross_region
27.0,0.2857142857142857,0.9271523178807948,460,-41.285714285714285,commnet,california,42.0,42,13,saudi,cross_region
0.0,1.0,0.9444444444444444,0,0.0,commnet,california,42.0,42,14,saudi,cross_region
27.0,0.2857142857142857,1.0,406,-41.285714285714285,commnet,california,42.0,1042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,364,-41.285714285714285,commnet,california,42.0,1042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,389,-41.285714285714285,commnet,california,42.0,1042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,419,-41.285714285714285,commnet,california,42.0,1042,3,saudi,cross_region
27.0,0.2857142857142857,1.0,369,-41.285714285714285,commnet,california,42.0,1042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,379,-41.285714285714285,commnet,california,42.0,1042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,42.0,1042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,448,-41.285714285714285,commnet,california,42.0,1042,7,saudi,cross_region
27.0,0.2857142857142857,0.7417218543046358,416,-41.285714285714285,commnet,california,42.0,1042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,383,-41.285714285714285,commnet,california,42.0,1042,9,saudi,cross_region
27.0,0.2857142857142857,0.9668874172185432,362,-41.58571428571428,commnet,california,42.0,1042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,366,-41.285714285714285,commnet,california,42.0,1042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,417,-41.285714285714285,commnet,california,42.0,1042,12,saudi,cross_region
0.0,1.0,0.9444444444444444,0,0.0,commnet,california,42.0,1042,13,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,42.0,1042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,419,-41.285714285714285,commnet,california,42.0,2042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,385,-41.285714285714285,commnet,california,42.0,2042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,406,-41.285714285714285,commnet,california,42.0,2042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,415,-41.285714285714285,commnet,california,42.0,2042,3,saudi,cross_region
0.0,1.0,1.0,17,0.0,commnet,california,42.0,2042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,399,-41.285714285714285,commnet,california,42.0,2042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,423,-41.285714285714285,commnet,california,42.0,2042,6,saudi,cross_region
0.0,1.0,0.9318181818181818,1,-0.1,commnet,california,42.0,2042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,369,-41.285714285714285,commnet,california,42.0,2042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,402,-41.285714285714285,commnet,california,42.0,2042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,352,-41.285714285714285,commnet,california,42.0,2042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,471,-41.285714285714285,commnet,california,42.0,2042,11,saudi,cross_region
27.0,0.2857142857142857,0.9911699779249448,537,-41.285714285714285,commnet,california,42.0,2042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,379,-41.285714285714285,commnet,california,42.0,2042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,396,-41.285714285714285,commnet,california,42.0,2042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,343,-41.285714285714285,commnet,california,42.0,3042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,362,-41.285714285714285,commnet,california,42.0,3042,1,saudi,cross_region
0.0,1.0,0.9285714285714286,1,-0.1,commnet,california,42.0,3042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,368,-41.285714285714285,commnet,california,42.0,3042,3,saudi,cross_region
27.0,0.2857142857142857,0.9889624724061812,418,-41.285714285714285,commnet,california,42.0,3042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,378,-41.285714285714285,commnet,california,42.0,3042,5,saudi,cross_region
27.0,0.2857142857142857,0.8388520971302428,454,-41.385714285714286,commnet,california,42.0,3042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,356,-41.285714285714285,commnet,california,42.0,3042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,419,-41.285714285714285,commnet,california,42.0,3042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,402,-41.285714285714285,commnet,california,42.0,3042,9,saudi,cross_region
27.0,0.2857142857142857,0.9977924944812362,426,-41.285714285714285,commnet,california,42.0,3042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,393,-41.285714285714285,commnet,california,42.0,3042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,434,-41.285714285714285,commnet,california,42.0,3042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,400,-41.285714285714285,commnet,california,42.0,3042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,361,-41.285714285714285,commnet,california,42.0,3042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,42.0,4042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,392,-41.285714285714285,commnet,california,42.0,4042,1,saudi,cross_region
27.0,0.2857142857142857,0.9889624724061812,423,-41.285714285714285,commnet,california,42.0,4042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,356,-41.285714285714285,commnet,california,42.0,4042,3,saudi,cross_region
27.0,0.2857142857142857,1.0,364,-41.285714285714285,commnet,california,42.0,4042,4,saudi,cross_region
27.0,0.2857142857142857,0.9668874172185432,370,-41.58571428571428,commnet,california,42.0,4042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,370,-41.285714285714285,commnet,california,42.0,4042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,393,-41.285714285714285,commnet,california,42.0,4042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,408,-41.285714285714285,commnet,california,42.0,4042,8,saudi,cross_region
27.0,0.2857142857142857,0.9889624724061812,421,-41.285714285714285,commnet,california,42.0,4042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,408,-41.285714285714285,commnet,california,42.0,4042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,414,-41.285714285714285,commnet,california,42.0,4042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,417,-41.285714285714285,commnet,california,42.0,4042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,418,-41.285714285714285,commnet,california,42.0,4042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,357,-41.285714285714285,commnet,california,42.0,4042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,359,-41.285714285714285,commnet,california,1042.0,42,0,saudi,cross_region
27.0,0.2857142857142857,0.7218543046357616,316,-41.285714285714285,commnet,california,1042.0,42,1,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,1042.0,42,2,saudi,cross_region
27.0,0.2857142857142857,1.0,370,-41.285714285714285,commnet,california,1042.0,42,3,saudi,cross_region
27.0,0.2857142857142857,1.0,339,-41.285714285714285,commnet,california,1042.0,42,4,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,42,5,saudi,cross_region
27.0,0.2857142857142857,1.0,349,-41.285714285714285,commnet,california,1042.0,42,6,saudi,cross_region
27.0,0.2857142857142857,1.0,336,-41.285714285714285,commnet,california,1042.0,42,7,saudi,cross_region
27.0,0.2857142857142857,1.0,333,-41.285714285714285,commnet,california,1042.0,42,8,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,42,9,saudi,cross_region
27.0,0.2857142857142857,1.0,365,-41.285714285714285,commnet,california,1042.0,42,10,saudi,cross_region
27.0,0.2857142857142857,1.0,364,-41.285714285714285,commnet,california,1042.0,42,11,saudi,cross_region
27.0,0.2857142857142857,1.0,392,-41.285714285714285,commnet,california,1042.0,42,12,saudi,cross_region
27.0,0.2857142857142857,1.0,368,-41.285714285714285,commnet,california,1042.0,42,13,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,42,14,saudi,cross_region
27.0,0.2857142857142857,1.0,382,-41.285714285714285,commnet,california,1042.0,1042,0,saudi,cross_region
27.0,0.2857142857142857,0.7130242825607064,360,-41.285714285714285,commnet,california,1042.0,1042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,336,-41.285714285714285,commnet,california,1042.0,1042,2,saudi,cross_region
27.0,0.2857142857142857,0.7130242825607064,371,-41.285714285714285,commnet,california,1042.0,1042,3,saudi,cross_region
27.0,0.2857142857142857,1.0,329,-41.285714285714285,commnet,california,1042.0,1042,4,saudi,cross_region
27.0,0.2857142857142857,0.7130242825607064,355,-41.285714285714285,commnet,california,1042.0,1042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,351,-41.285714285714285,commnet,california,1042.0,1042,6,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,1042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,375,-41.285714285714285,commnet,california,1042.0,1042,8,saudi,cross_region
27.0,0.2857142857142857,0.7130242825607064,356,-41.285714285714285,commnet,california,1042.0,1042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,352,-41.285714285714285,commnet,california,1042.0,1042,10,saudi,cross_region
27.0,0.2857142857142857,0.7130242825607064,362,-41.285714285714285,commnet,california,1042.0,1042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,360,-41.285714285714285,commnet,california,1042.0,1042,12,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,1042,13,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,1042,14,saudi,cross_region
27.0,0.2857142857142857,0.7218543046357616,362,-41.285714285714285,commnet,california,1042.0,2042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,343,-41.285714285714285,commnet,california,1042.0,2042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,349,-41.285714285714285,commnet,california,1042.0,2042,2,saudi,cross_region
27.0,0.2857142857142857,0.7218543046357616,361,-41.285714285714285,commnet,california,1042.0,2042,3,saudi,cross_region
27.0,0.2857142857142857,0.7086092715231788,449,-41.285714285714285,commnet,california,1042.0,2042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,350,-41.285714285714285,commnet,california,1042.0,2042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,381,-41.285714285714285,commnet,california,1042.0,2042,6,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,2042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,329,-41.285714285714285,commnet,california,1042.0,2042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,375,-41.285714285714285,commnet,california,1042.0,2042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,325,-41.285714285714285,commnet,california,1042.0,2042,10,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,2042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,388,-41.285714285714285,commnet,california,1042.0,2042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,361,-41.285714285714285,commnet,california,1042.0,2042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,357,-41.285714285714285,commnet,california,1042.0,2042,14,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,3042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,363,-41.285714285714285,commnet,california,1042.0,3042,1,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,3042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,352,-41.285714285714285,commnet,california,1042.0,3042,3,saudi,cross_region
27.0,0.2857142857142857,1.0,355,-41.285714285714285,commnet,california,1042.0,3042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,359,-41.285714285714285,commnet,california,1042.0,3042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,362,-41.285714285714285,commnet,california,1042.0,3042,6,saudi,cross_region
27.0,0.2857142857142857,0.7218543046357616,319,-41.285714285714285,commnet,california,1042.0,3042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,365,-41.285714285714285,commnet,california,1042.0,3042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,350,-41.285714285714285,commnet,california,1042.0,3042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,376,-41.285714285714285,commnet,california,1042.0,3042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,355,-41.285714285714285,commnet,california,1042.0,3042,11,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,1042.0,3042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,351,-41.285714285714285,commnet,california,1042.0,3042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,365,-41.285714285714285,commnet,california,1042.0,3042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,351,-41.285714285714285,commnet,california,1042.0,4042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,375,-41.285714285714285,commnet,california,1042.0,4042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,364,-41.285714285714285,commnet,california,1042.0,4042,2,saudi,cross_region
27.0,0.2857142857142857,0.7218543046357616,322,-41.285714285714285,commnet,california,1042.0,4042,3,saudi,cross_region
18.0,0.5714285714285714,0.7041942604856513,420,-26.67142857142857,commnet,california,1042.0,4042,4,saudi,cross_region
27.0,0.2857142857142857,0.7196467991169978,356,-41.285714285714285,commnet,california,1042.0,4042,5,saudi,cross_region
27.0,0.2857142857142857,1.0,353,-41.285714285714285,commnet,california,1042.0,4042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,1042.0,4042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,365,-41.285714285714285,commnet,california,1042.0,4042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,362,-41.285714285714285,commnet,california,1042.0,4042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,357,-41.285714285714285,commnet,california,1042.0,4042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,359,-41.285714285714285,commnet,california,1042.0,4042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,358,-41.285714285714285,commnet,california,1042.0,4042,12,saudi,cross_region
27.0,0.2857142857142857,0.7417218543046358,368,-41.285714285714285,commnet,california,1042.0,4042,13,saudi,cross_region
18.0,0.5714285714285714,0.7041942604856513,405,-26.67142857142857,commnet,california,1042.0,4042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,345,-41.285714285714285,commnet,california,2042.0,42,0,saudi,cross_region
27.0,0.2857142857142857,1.0,320,-41.285714285714285,commnet,california,2042.0,42,1,saudi,cross_region
27.0,0.2857142857142857,1.0,349,-41.285714285714285,commnet,california,2042.0,42,2,saudi,cross_region
27.0,0.2857142857142857,1.0,373,-41.285714285714285,commnet,california,2042.0,42,3,saudi,cross_region
27.0,0.2857142857142857,1.0,327,-41.285714285714285,commnet,california,2042.0,42,4,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,42,5,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,42,6,saudi,cross_region
23.0,0.4285714285714285,0.8233995584988962,321,-34.42857142857143,commnet,california,2042.0,42,7,saudi,cross_region
27.0,0.2857142857142857,0.8719646799116998,353,-41.285714285714285,commnet,california,2042.0,42,8,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,42,9,saudi,cross_region
27.0,0.2857142857142857,1.0,381,-41.285714285714285,commnet,california,2042.0,42,10,saudi,cross_region
27.0,0.2857142857142857,0.7704194260485652,364,-41.285714285714285,commnet,california,2042.0,42,11,saudi,cross_region
27.0,0.2857142857142857,1.0,403,-41.285714285714285,commnet,california,2042.0,42,12,saudi,cross_region
0.0,1.0,1.0,1,0.0,commnet,california,2042.0,42,13,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,42,14,saudi,cross_region
27.0,0.2857142857142857,1.0,369,-41.285714285714285,commnet,california,2042.0,1042,0,saudi,cross_region
27.0,0.2857142857142857,0.6975717439293598,355,-41.48571428571428,commnet,california,2042.0,1042,1,saudi,cross_region
27.0,0.2857142857142857,0.8763796909492274,356,-41.285714285714285,commnet,california,2042.0,1042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,376,-41.285714285714285,commnet,california,2042.0,1042,3,saudi,cross_region
27.0,0.2857142857142857,1.0,340,-41.285714285714285,commnet,california,2042.0,1042,4,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,1042,5,saudi,cross_region
27.0,0.2857142857142857,0.7152317880794702,363,-41.285714285714285,commnet,california,2042.0,1042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,340,-41.285714285714285,commnet,california,2042.0,1042,7,saudi,cross_region
27.0,0.2857142857142857,0.7130242825607064,404,-41.68571428571428,commnet,california,2042.0,1042,8,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,1042,9,saudi,cross_region
27.0,0.2857142857142857,0.7019867549668874,353,-41.38571428571428,commnet,california,2042.0,1042,10,saudi,cross_region
27.0,0.2857142857142857,0.6975717439293598,356,-41.48571428571429,commnet,california,2042.0,1042,11,saudi,cross_region
27.0,0.2857142857142857,0.7571743929359823,377,-41.285714285714285,commnet,california,2042.0,1042,12,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,1042,13,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,1042,14,saudi,cross_region
27.0,0.2857142857142857,0.7064017660044151,380,-41.48571428571429,commnet,california,2042.0,2042,0,saudi,cross_region
27.0,0.2857142857142857,0.717439293598234,330,-41.48571428571428,commnet,california,2042.0,2042,1,saudi,cross_region
23.0,0.4285714285714285,1.0,324,-34.42857142857143,commnet,california,2042.0,2042,2,saudi,cross_region
27.0,0.2857142857142857,0.7041942604856513,386,-41.48571428571428,commnet,california,2042.0,2042,3,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,2042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,361,-41.285714285714285,commnet,california,2042.0,2042,5,saudi,cross_region
23.0,0.4285714285714285,1.0,328,-34.42857142857143,commnet,california,2042.0,2042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,292,-41.285714285714285,commnet,california,2042.0,2042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,340,-41.285714285714285,commnet,california,2042.0,2042,8,saudi,cross_region
27.0,0.2857142857142857,1.0,359,-41.285714285714285,commnet,california,2042.0,2042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,325,-41.285714285714285,commnet,california,2042.0,2042,10,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,2042,11,saudi,cross_region
27.0,0.2857142857142857,0.9845474613686536,354,-41.48571428571428,commnet,california,2042.0,2042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,358,-41.285714285714285,commnet,california,2042.0,2042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,2042.0,2042,14,saudi,cross_region
27.0,0.2857142857142857,1.0,325,-41.285714285714285,commnet,california,2042.0,3042,0,saudi,cross_region
27.0,0.2857142857142857,1.0,363,-41.285714285714285,commnet,california,2042.0,3042,1,saudi,cross_region
27.0,0.2857142857142857,1.0,297,-41.285714285714285,commnet,california,2042.0,3042,2,saudi,cross_region
27.0,0.2857142857142857,0.7152317880794702,364,-41.285714285714285,commnet,california,2042.0,3042,3,saudi,cross_region
27.0,0.2857142857142857,0.9735099337748344,393,-41.285714285714285,commnet,california,2042.0,3042,4,saudi,cross_region
27.0,0.2857142857142857,1.0,358,-41.285714285714285,commnet,california,2042.0,3042,5,saudi,cross_region
27.0,0.2857142857142857,0.9823399558498896,378,-41.285714285714285,commnet,california,2042.0,3042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,323,-41.285714285714285,commnet,california,2042.0,3042,7,saudi,cross_region
27.0,0.2857142857142857,1.0,374,-41.285714285714285,commnet,california,2042.0,3042,8,saudi,cross_region
27.0,0.2857142857142857,0.7593818984547461,369,-41.285714285714285,commnet,california,2042.0,3042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,366,-41.285714285714285,commnet,california,2042.0,3042,10,saudi,cross_region
27.0,0.2857142857142857,1.0,366,-41.285714285714285,commnet,california,2042.0,3042,11,saudi,cross_region
27.0,0.2857142857142857,1.0,325,-41.285714285714285,commnet,california,2042.0,3042,12,saudi,cross_region
27.0,0.2857142857142857,1.0,362,-41.285714285714285,commnet,california,2042.0,3042,13,saudi,cross_region
27.0,0.2857142857142857,1.0,351,-41.285714285714285,commnet,california,2042.0,3042,14,saudi,cross_region
27.0,0.2857142857142857,0.7152317880794702,363,-41.285714285714285,commnet,california,2042.0,4042,0,saudi,cross_region
27.0,0.2857142857142857,0.9801324503311258,374,-41.48571428571429,commnet,california,2042.0,4042,1,saudi,cross_region
27.0,0.2857142857142857,0.9624724061810156,398,-41.285714285714285,commnet,california,2042.0,4042,2,saudi,cross_region
27.0,0.2857142857142857,1.0,335,-41.285714285714285,commnet,california,2042.0,4042,3,saudi,cross_region
0.0,1.0,1.0,72,0.0,commnet,california,2042.0,4042,4,saudi,cross_region
27.0,0.2857142857142857,0.7019867549668874,356,-41.38571428571428,commnet,california,2042.0,4042,5,saudi,cross_region
27.0,0.2857142857142857,0.7152317880794702,365,-41.285714285714285,commnet,california,2042.0,4042,6,saudi,cross_region
27.0,0.2857142857142857,1.0,400,-41.285714285714285,commnet,california,2042.0,4042,7,saudi,cross_region
27.0,0.2857142857142857,0.7682119205298014,386,-41.48571428571428,commnet,california,2042.0,4042,8,saudi,cross_region
27.0,0.2857142857142857,0.9646799116997792,396,-41.285714285714285,commnet,california,2042.0,4042,9,saudi,cross_region
27.0,0.2857142857142857,1.0,367,-41.285714285714285,commnet,california,2042.0,4042,10,saudi,cross_region
27.0,0.2857142857142857,0.7615894039735099,376,-41.285714285714285,commnet,california,2042.0,4042,11,saudi,cross_region
27.0,0.2857142857142857,0.7196467991169978,395,-41.58571428571428,commnet,california,2042.0,4042,12,saudi,cross_region
27.0,0.2857142857142857,0.9646799116997792,378,-41.285714285714285,commnet,california,2042.0,4042,13,saudi,cross_region
0.0,1.0,1.0,0,0.0,commnet,california,2042.0,4042,14,saudi,cross_region
27.0,0.2857142857142857,0.955849889624724,381,-41.385714285714286,commnet,california,3042.0,42,0,saudi,cross_region
27.0,0.2857142857142857,0.7041942604856513,326,-41.38571428571428,commnet,california,3042.0,42,1,saudi,cross_region
27.0,0.2857142857142857,0.9381898454746136,379,-41.785714285714285,commnet,california,3042.0,42,2,saudi,cross_region
27.0,0.2857142857142857,0.9492273730684326,390,-41.68571428571428,commnet,california,3042.0,42,3,saudi,cross_region
27.0,0.2857142857142857,0.9006622516556292,346,-41.285714285714285,commnet,california,3042.0,42,4,saudi,cross_region
0.0,1.0,0.8275862068965517,1,-0.2,commnet,california,3042.0,42,5,saudi,cross_region
18.0,0.5714285714285714,0.958057395143488,345,-26.97142857142857,commnet,california,3042.0,42,6,saudi,cross_region
21.0,0.4285714285714285,1.0,353,-32.42857142857143,commnet,california,3042.0,42,7,saudi,cross_region
27.0,0.2857142857142857,0.7041942604856513,361,-41.38571428571428,commnet,california,3042.0,42,8,saudi,cross_region
0.0,1.0,0.8461538461538461,0,-0.2,commnet,california,3042.0,42,9,saudi,cross_region
27.0,0.2857142857142857,0.9403973509933776,389,-41.68571428571428,commnet,california,3042.0,42,10,saudi,cross_region
27.0,0.2857142857142857,0.955849889624724,384,-41.385714285714286,commnet,california,3042.0,42,11,saudi,cross_region
27.0,0.2857142857142857,0.9403973509933776,416,-41.68571428571429,commnet,california,3042.0,42,12,saudi,cross_region
18.0,0.5714285714285714,0.8962472406181016,293,-26.77142857142857,commnet,california,3042.0,42,13,saudi,cross_region
0.0,1.0,1.0,1,0.0,commnet,california,3042.0,42,14,saudi,cross_region
27.0,0.2857142857142857,0.9690949227373068,407,-41.385714285714286,commnet,california,3042.0,1042,0,saudi,cross_region
21.0,0.4285714285714285,0.9293598233995584,332,-32.728571428571435,commnet,california,3042.0,1042,1,saudi,cross_region
