WEL,ISR,CE,burned,return,policy,ckpt_region,train_seed,eval_seed,episode,eval_region
0.0,1.0,0.958057395143488,351,-0.3,commnet,saudi,42,4042,4,saudi
10.0,0.8571428571428571,0.7019867549668874,248,-13.157142857142857,commnet,saudi,42,4042,5,saudi
14.0,0.7142857142857143,0.9690949227373068,248,-19.91428571428571,commnet,saudi,42,4042,6,saudi
18.0,0.5714285714285714,0.6821192052980133,328,-27.071428571428577,commnet,saudi,42,4042,7,saudi
10.0,0.8571428571428571,0.6821192052980133,320,-13.057142857142855,commnet,saudi,42,4042,8,saudi
14.0,0.7142857142857143,0.8123620309050773,409,-20.114285714285717,commnet,saudi,42,4042,9,saudi
20.0,0.5714285714285714,0.7262693156732892,314,-28.77142857142857,commnet,saudi,42,4042,10,saudi
14.0,0.7142857142857143,0.8543046357615894,332,-19.91428571428571,commnet,saudi,42,4042,11,saudi
10.0,0.8571428571428571,0.7593818984547461,348,-13.257142857142856,commnet,saudi,42,4042,12,saudi
20.0,0.5714285714285714,0.6997792494481236,370,-28.77142857142857,commnet,saudi,42,4042,13,saudi
4.0,0.8571428571428571,0.7262693156732892,458,-7.1571428571428575,commnet,saudi,42,4042,14,saudi
10.0,0.7142857142857143,1.0,164,-15.714285714285714,commnet,saudi,1042,42,0,saudi
23.0,0.4285714285714285,1.0,150,-34.42857142857143,commnet,saudi,1042,42,1,saudi
27.0,0.2857142857142857,0.6975717439293598,293,-41.285714285714285,commnet,saudi,1042,42,2,saudi
16.0,0.7142857142857143,1.0,144,-21.714285714285715,commnet,saudi,1042,42,3,saudi
9.0,0.7142857142857143,1.0,107,-14.714285714285714,commnet,saudi,1042,42,4,saudi
10.0,0.7142857142857143,1.0,73,-15.714285714285714,commnet,saudi,1042,42,5,saudi
6.0,0.8571428571428571,1.0,74,-8.857142857142858,commnet,saudi,1042,42,6,saudi
6.0,0.8571428571428571,1.0,134,-8.857142857142858,commnet,saudi,1042,42,7,saudi
9.0,0.7142857142857143,1.0,118,-14.714285714285714,commnet,saudi,1042,42,8,saudi
10.0,0.7142857142857143,1.0,385,-15.714285714285714,commnet,saudi,1042,42,9,saudi
10.0,0.7142857142857143,1.0,207,-15.714285714285714,commnet,saudi,1042,42,10,saudi
10.0,0.7142857142857143,1.0,175,-15.714285714285714,commnet,saudi,1042,42,11,saudi
24.0,0.4285714285714285,1.0,498,-35.42857142857143,commnet,saudi,1042,42,12,saudi
6.0,0.8571428571428571,0.7041942604856513,104,-8.857142857142858,commnet,saudi,1042,42,13,saudi
6.0,0.8571428571428571,1.0,76,-8.857142857142858,commnet,saudi,1042,42,14,saudi
24.0,0.4285714285714285,1.0,337,-35.42857142857143,commnet,saudi,1042,1042,0,saudi
24.0,0.4285714285714285,0.9094922737306844,198,-36.02857142857143,commnet,saudi,1042,1042,1,saudi
23.0,0.4285714285714285,1.0,261,-34.42857142857143,commnet,saudi,1042,1042,2,saudi
27.0,0.2857142857142857,1.0,344,-41.285714285714285,commnet,saudi,1042,1042,3,saudi
23.0,0.4285714285714285,1.0,175,-34.42857142857143,commnet,saudi,1042,1042,4,saudi
10.0,0.7142857142857143,1.0,262,-15.714285714285714,commnet,saudi,1042,1042,5,saudi
14.0,0.5714285714285714,1.0,285,-22.571428571428573,commnet,saudi,1042,1042,6,saudi
6.0,0.8571428571428571,1.0,73,-8.857142857142858,commnet,saudi,1042,1042,7,saudi
24.0,0.4285714285714285,1.0,395,-35.42857142857143,commnet,saudi,1042,1042,8,saudi
10.0,0.7142857142857143,1.0,277,-15.714285714285714,commnet,saudi,1042,1042,9,saudi
18.0,0.5714285714285714,0.9911699779249448,270,-26.67142857142857,commnet,saudi,1042,1042,10,saudi
24.0,0.4285714285714285,0.9161147902869756,205,-35.72857142857143,commnet,saudi,1042,1042,11,saudi
10.0,0.7142857142857143,0.9955849889624724,272,-15.714285714285714,commnet,saudi,1042,1042,12,saudi
6.0,0.8571428571428571,1.0,76,-8.857142857142858,commnet,saudi,1042,1042,13,saudi
10.0,0.7142857142857143,1.0,201,-15.714285714285714,commnet,saudi,1042,1042,14,saudi
17.0,0.4285714285714285,1.0,318,-28.42857142857143,commnet,saudi,1042,2042,0,saudi
6.0,0.8571428571428571,1.0,102,-8.857142857142858,commnet,saudi,1042,2042,1,saudi
9.0,0.7142857142857143,1.0,162,-14.714285714285714,commnet,saudi,1042,2042,2,saudi
6.0,0.8571428571428571,1.0,243,-8.857142857142858,commnet,saudi,1042,2042,3,saudi
14.0,0.7142857142857143,1.0,440,-19.714285714285715,commnet,saudi,1042,2042,4,saudi
24.0,0.4285714285714285,1.0,293,-35.42857142857143,commnet,saudi,1042,2042,5,saudi
14.0,0.5714285714285714,1.0,367,-22.571428571428573,commnet,saudi,1042,2042,6,saudi
10.0,0.7142857142857143,1.0,168,-15.714285714285714,commnet,saudi,1042,2042,7,saudi
23.0,0.4285714285714285,1.0,175,-34.42857142857143,commnet,saudi,1042,2042,8,saudi
24.0,0.4285714285714285,1.0,360,-35.42857142857143,commnet,saudi,1042,2042,9,saudi
9.0,0.7142857142857143,1.0,171,-14.714285714285714,commnet,saudi,1042,2042,10,saudi
10.0,0.7142857142857143,1.0,386,-15.714285714285714,commnet,saudi,1042,2042,11,saudi
6.0,0.8571428571428571,0.7041942604856513,107,-8.857142857142858,commnet,saudi,1042,2042,12,saudi
14.0,0.7142857142857143,1.0,263,-19.714285714285715,commnet,saudi,1042,2042,13,saudi
16.0,0.7142857142857143,1.0,157,-21.714285714285715,commnet,saudi,1042,2042,14,saudi
6.0,0.8571428571428571,1.0,41,-8.857142857142858,commnet,saudi,1042,3042,0,saudi
6.0,0.8571428571428571,1.0,60,-8.857142857142858,commnet,saudi,1042,3042,1,saudi
6.0,0.8571428571428571,1.0,200,-8.857142857142858,commnet,saudi,1042,3042,2,saudi
14.0,0.5714285714285714,1.0,288,-22.571428571428573,commnet,saudi,1042,3042,3,saudi
10.0,0.7142857142857143,1.0,283,-15.714285714285714,commnet,saudi,1042,3042,4,saudi
14.0,0.7142857142857143,1.0,256,-19.714285714285715,commnet,saudi,1042,3042,5,saudi
10.0,0.7142857142857143,1.0,175,-15.714285714285714,commnet,saudi,1042,3042,6,saudi
9.0,0.7142857142857143,1.0,82,-14.714285714285714,commnet,saudi,1042,3042,7,saudi
24.0,0.4285714285714285,1.0,379,-35.42857142857143,commnet,saudi,1042,3042,8,saudi
24.0,0.4285714285714285,0.8013245033112583,297,-35.42857142857143,commnet,saudi,1042,3042,9,saudi
10.0,0.7142857142857143,0.7041942604856513,164,-15.714285714285714,commnet,saudi,1042,3042,10,saudi
16.0,0.7142857142857143,1.0,150,-21.714285714285715,commnet,saudi,1042,3042,11,saudi
6.0,0.8571428571428571,1.0,73,-8.857142857142858,commnet,saudi,1042,3042,12,saudi
24.0,0.4285714285714285,1.0,296,-35.42857142857143,commnet,saudi,1042,3042,13,saudi
20.0,0.5714285714285714,1.0,237,-28.571428571428577,commnet,saudi,1042,3042,14,saudi
14.0,0.5714285714285714,1.0,285,-22.571428571428573,commnet,saudi,1042,4042,0,saudi
6.0,0.8571428571428571,1.0,61,-8.857142857142858,commnet,saudi,1042,4042,1,saudi
10.0,0.7142857142857143,1.0,324,-15.714285714285714,commnet,saudi,1042,4042,2,saudi
9.0,0.7142857142857143,1.0,150,-14.714285714285714,commnet,saudi,1042,4042,3,saudi
10.0,0.7142857142857143,1.0,250,-15.714285714285714,commnet,saudi,1042,4042,4,saudi
16.0,0.7142857142857143,0.977924944812362,273,-21.814285714285717,commnet,saudi,1042,4042,5,saudi
14.0,0.5714285714285714,1.0,290,-22.571428571428573,commnet,saudi,1042,4042,6,saudi
10.0,0.7142857142857143,1.0,204,-15.714285714285714,commnet,saudi,1042,4042,7,saudi
16.0,0.7142857142857143,1.0,201,-21.714285714285715,commnet,saudi,1042,4042,8,saudi
10.0,0.7142857142857143,1.0,316,-15.714285714285714,commnet,saudi,1042,4042,9,saudi
24.0,0.4285714285714285,1.0,279,-35.42857142857143,commnet,saudi,1042,4042,10,saudi
10.0,0.7142857142857143,0.9403973509933776,237,-15.714285714285714,commnet,saudi,1042,4042,11,saudi
10.0,0.7142857142857143,1.0,128,-15.714285714285714,commnet,saudi,1042,4042,12,saudi
24.0,0.4285714285714285,0.7019867549668874,440,-35.42857142857143,commnet,saudi,1042,4042,13,saudi
6.0,0.8571428571428571,1.0,127,-8.857142857142858,commnet,saudi,1042,4042,14,saudi
4.0,0.8571428571428571,0.7130242825607064,184,-7.1571428571428575,commnet,saudi,2042,42,0,saudi
23.0,0.4285714285714285,0.8984547461368654,216,-34.528571428571425,commnet,saudi,2042,42,1,saudi
18.0,0.5714285714285714,0.6997792494481236,339,-26.77142857142857,commnet,saudi,2042,42,2,saudi
14.0,0.7142857142857143,1.0,239,-19.714285714285715,commnet,saudi,2042,42,3,saudi
0.0,1.0,0.7902869757174393,121,-0.3,commnet,saudi,2042,42,4,saudi
6.0,0.8571428571428571,0.739514348785872,152,-9.157142857142858,commnet,saudi,2042,42,5,saudi
6.0,0.8571428571428571,0.7947019867549668,127,-9.157142857142858,commnet,saudi,2042,42,6,saudi
20.0,0.5714285714285714,0.869757174392936,279,-28.67142857142857,commnet,saudi,2042,42,7,saudi
23.0,0.4285714285714285,0.6865342163355408,294,-34.528571428571425,commnet,saudi,2042,42,8,saudi
0.0,1.0,0.6843267108167771,229,-0.3,commnet,saudi,2042,42,9,saudi
18.0,0.5714285714285714,0.8631346578366446,378,-26.67142857142857,commnet,saudi,2042,42,10,saudi
4.0,0.8571428571428571,0.7152317880794702,195,-7.1571428571428575,commnet,saudi,2042,42,11,saudi
4.0,0.8571428571428571,0.8410596026490066,452,-7.1571428571428575,commnet,saudi,2042,42,12,saudi
0.0,1.0,0.8741721854304636,231,-0.2,commnet,saudi,2042,42,13,saudi
6.0,0.8571428571428571,0.8631346578366446,147,-9.157142857142858,commnet,saudi,2042,42,14,saudi
14.0,0.7142857142857143,0.7108167770419426,361,-19.814285714285717,commnet,saudi,2042,1042,0,saudi
18.0,0.5714285714285714,0.6843267108167771,283,-26.871428571428574,commnet,saudi,2042,1042,1,saudi
23.0,0.4285714285714285,0.6865342163355408,303,-34.528571428571425,commnet,saudi,2042,1042,2,saudi
27.0,0.2857142857142857,0.7041942604856513,416,-41.38571428571428,commnet,saudi,2042,1042,3,saudi
23.0,0.4285714285714285,0.6865342163355408,265,-34.528571428571425,commnet,saudi,2042,1042,4,saudi
0.0,1.0,0.6865342163355408,156,-0.3,commnet,saudi,2042,1042,5,saudi
14.0,0.7142857142857143,0.6931567328918322,289,-19.91428571428571,commnet,saudi,2042,1042,6,saudi
6.0,0.8571428571428571,0.8344370860927153,150,-9.157142857142858,commnet,saudi,2042,1042,7,saudi
4.0,0.8571428571428571,0.6887417218543046,274,-7.1571428571428575,commnet,saudi,2042,1042,8,saudi
0.0,1.0,0.6865342163355408,161,-0.3,commnet,saudi,2042,1042,9,saudi
18.0,0.5714285714285714,0.6887417218543046,288,-26.77142857142857,commnet,saudi,2042,1042,10,saudi
18.0,0.5714285714285714,0.9602649006622516,262,-26.77142857142857,commnet,saudi,2042,1042,11,saudi
14.0,0.7142857142857143,0.8278145695364238,396,-19.91428571428571,commnet,saudi,2042,1042,12,saudi
6.0,0.8571428571428571,0.8587196467991169,143,-9.157142857142858,commnet,saudi,2042,1042,13,saudi
6.0,0.8571428571428571,0.7350993377483444,181,-9.157142857142858,commnet,saudi,2042,1042,14,saudi
27.0,0.2857142857142857,0.6865342163355408,403,-41.38571428571428,commnet,saudi,2042,2042,0,saudi
0.0,1.0,0.8079470198675497,127,-0.3,commnet,saudi,2042,2042,1,saudi
27.0,0.2857142857142857,0.6865342163355408,356,-41.38571428571428,commnet,saudi,2042,2042,2,saudi
23.0,0.4285714285714285,0.9757174392935982,367,-34.42857142857143,commnet,saudi,2042,2042,3,saudi
0.0,1.0,0.8565121412803532,245,-0.3,commnet,saudi,2042,2042,4,saudi
18.0,0.5714285714285714,0.9072847682119204,358,-26.77142857142857,commnet,saudi,2042,2042,5,saudi
18.0,0.5714285714285714,0.6931567328918322,388,-26.77142857142857,commnet,saudi,2042,2042,6,saudi
0.0,1.0,0.6843267108167771,176,-0.3,commnet,saudi,2042,2042,7,saudi
23.0,0.4285714285714285,0.6865342163355408,265,-34.528571428571425,commnet,saudi,2042,2042,8,saudi
14.0,0.7142857142857143,0.9271523178807948,366,-19.814285714285717,commnet,saudi,2042,2042,9,saudi
23.0,0.4285714285714285,0.6865342163355408,251,-34.528571428571425,commnet,saudi,2042,2042,10,saudi
0.0,1.0,0.6843267108167771,230,-0.3,commnet,saudi,2042,2042,11,saudi
0.0,1.0,0.8520971302428256,210,-0.2,commnet,saudi,2042,2042,12,saudi
14.0,0.7142857142857143,0.8807947019867549,286,-19.814285714285717,commnet,saudi,2042,2042,13,saudi
27.0,0.2857142857142857,0.6865342163355408,316,-41.285714285714285,commnet,saudi,2042,2042,14,saudi
6.0,0.8571428571428571,0.8167770419426048,110,-9.157142857142858,commnet,saudi,2042,3042,0,saudi
18.0,0.5714285714285714,0.695364238410596,321,-26.77142857142857,commnet,saudi,2042,3042,1,saudi
0.0,1.0,0.6843267108167771,185,-0.3,commnet,saudi,2042,3042,2,saudi
14.0,0.7142857142857143,0.7571743929359823,292,-19.91428571428571,commnet,saudi,2042,3042,3,saudi
0.0,1.0,0.6865342163355408,267,-0.3,commnet,saudi,2042,3042,4,saudi
10.0,0.8571428571428571,0.8807947019867549,280,-12.957142857142856,commnet,saudi,2042,3042,5,saudi
4.0,0.8571428571428571,0.6865342163355408,356,-7.1571428571428575,commnet,saudi,2042,3042,6,saudi
23.0,0.4285714285714285,0.6865342163355408,231,-34.528571428571425,commnet,saudi,2042,3042,7,saudi
14.0,0.7142857142857143,0.9955849889624724,389,-19.714285714285715,commnet,saudi,2042,3042,8,saudi
14.0,0.7142857142857143,0.7019867549668874,338,-19.91428571428571,commnet,saudi,2042,3042,9,saudi
0.0,1.0,0.8388520971302428,195,-0.2,commnet,saudi,2042,3042,10,saudi
14.0,0.7142857142857143,0.695364238410596,282,-19.91428571428571,commnet,saudi,2042,3042,11,saudi
6.0,0.8571428571428571,0.7571743929359823,136,-9.157142857142858,commnet,saudi,2042,3042,12,saudi
18.0,0.5714285714285714,0.9072847682119204,365,-26.77142857142857,commnet,saudi,2042,3042,13,saudi
9.0,0.7142857142857143,0.6843267108167771,82,-14.914285714285713,commnet,saudi,2042,3042,14,saudi
14.0,0.7142857142857143,0.6931567328918322,289,-19.91428571428571,commnet,saudi,2042,4042,0,saudi
18.0,0.5714285714285714,0.6865342163355408,349,-26.871428571428574,commnet,saudi,2042,4042,1,saudi
4.0,0.8571428571428571,0.8211920529801324,301,-7.1571428571428575,commnet,saudi,2042,4042,2,saudi
23.0,0.4285714285714285,0.6865342163355408,254,-34.528571428571425,commnet,saudi,2042,4042,3,saudi
0.0,1.0,0.6887417218543046,220,-0.2,commnet,saudi,2042,4042,4,saudi
18.0,0.5714285714285714,0.6997792494481236,327,-26.77142857142857,commnet,saudi,2042,4042,5,saudi
14.0,0.7142857142857143,0.7615894039735099,293,-19.91428571428571,commnet,saudi,2042,4042,6,saudi
10.0,0.7142857142857143,0.7086092715231788,253,-15.714285714285714,commnet,saudi,2042,4042,7,saudi
18.0,0.5714285714285714,0.6931567328918322,369,-26.67142857142857,commnet,saudi,2042,4042,8,saudi
4.0,0.8571428571428571,0.6865342163355408,296,-7.1571428571428575,commnet,saudi,2042,4042,9,saudi
18.0,0.5714285714285714,0.717439293598234,385,-26.77142857142857,commnet,saudi,2042,4042,10,saudi
14.0,0.7142857142857143,0.7064017660044151,381,-19.91428571428571,commnet,saudi,2042,4042,11,saudi
18.0,0.5714285714285714,0.7019867549668874,430,-26.871428571428574,commnet,saudi,2042,4042,12,saudi
14.0,0.7142857142857143,0.7041942604856513,412,-19.91428571428571,commnet,saudi,2042,4042,13,saudi
0.0,1.0,0.6843267108167771,210,-0.3,commnet,saudi,2042,4042,14,saudi
4.0,0.8571428571428571,1.0,176,-6.857142857142858,commnet,saudi,3042,42,0,saudi
13.0,0.5714285714285714,0.93598233995585,219,-21.571428571428573,commnet,saudi,3042,42,1,saudi
18.0,0.5714285714285714,1.0,328,-26.571428571428577,commnet,saudi,3042,42,2,saudi
6.0,0.8571428571428571,0.9977924944812362,242,-8.857142857142858,commnet,saudi,3042,42,3,saudi
6.0,0.8571428571428571,0.9713024282560706,125,-8.857142857142858,commnet,saudi,3042,42,4,saudi
8.0,0.7142857142857143,1.0,421,-13.714285714285714,commnet,saudi,3042,42,5,saudi
4.0,0.8571428571428571,0.9845474613686536,249,-6.857142857142858,commnet,saudi,3042,42,6,saudi
10.0,0.7142857142857143,0.8631346578366446,228,-15.714285714285714,commnet,saudi,3042,42,7,saudi
13.0,0.5714285714285714,1.0,233,-21.571428571428573,commnet,saudi,3042,42,8,saudi
4.0,0.8571428571428571,1.0,488,-6.857142857142858,commnet,saudi,3042,42,9,saudi
8.0,0.7142857142857143,0.958057395143488,356,-13.714285714285714,commnet,saudi,3042,42,10,saudi
4.0,0.8571428571428571,0.8830022075055187,164,-6.857142857142858,commnet,saudi,3042,42,11,saudi
8.0,0.7142857142857143,1.0,543,-13.714285714285714,commnet,saudi,3042,42,12,saudi
4.0,0.8571428571428571,1.0,362,-6.857142857142858,commnet,saudi,3042,42,13,saudi
0.0,1.0,1.0,190,0.0,commnet,saudi,3042,42,14,saudi
8.0,0.7142857142857143,0.9977924944812362,393,-13.714285714285714,commnet,saudi,3042,1042,0,saudi
8.0,0.7142857142857143,1.0,263,-13.714285714285714,commnet,saudi,3042,1042,1,saudi
13.0,0.5714285714285714,0.7417218543046358,266,-21.571428571428573,commnet,saudi,3042,1042,2,saudi
17.0,0.4285714285714285,0.9867549668874172,421,-28.42857142857143,commnet,saudi,3042,1042,3,saudi
13.0,0.5714285714285714,0.8587196467991169,210,-21.571428571428573,commnet,saudi,3042,1042,4,saudi
8.0,0.7142857142857143,1.0,364,-13.714285714285714,commnet,saudi,3042,1042,5,saudi
0.0,1.0,0.8189845474613686,235,0.0,commnet,saudi,3042,1042,6,saudi
0.0,1.0,1.0,229,0.0,commnet,saudi,3042,1042,7,saudi
8.0,0.7142857142857143,0.8653421633554084,419,-13.714285714285714,commnet,saudi,3042,1042,8,saudi
8.0,0.7142857142857143,1.0,373,-13.714285714285714,commnet,saudi,3042,1042,9,saudi
18.0,0.5714285714285714,1.0,306,-26.571428571428577,commnet,saudi,3042,1042,10,saudi
8.0,0.7142857142857143,0.9889624724061812,283,-13.714285714285714,commnet,saudi,3042,1042,11,saudi
10.0,0.7142857142857143,0.9470198675496688,347,-15.714285714285714,commnet,saudi,3042,1042,12,saudi
0.0,1.0,1.0,196,0.0,commnet,saudi,3042,1042,13,saudi
0.0,1.0,1.0,282,0.0,commnet,saudi,3042,1042,14,saudi
17.0,0.4285714285714285,0.7130242825607064,380,-28.42857142857143,commnet,saudi,3042,2042,0,saudi
0.0,1.0,0.9050772626931568,126,-0.1,commnet,saudi,3042,2042,1,saudi
13.0,0.5714285714285714,1.0,257,-21.571428571428573,commnet,saudi,3042,2042,2,saudi
14.0,0.5714285714285714,1.0,389,-22.571428571428573,commnet,saudi,3042,2042,3,saudi
8.0,0.7142857142857143,1.0,492,-13.714285714285714,commnet,saudi,3042,2042,4,saudi
4.0,0.8571428571428571,1.0,292,-6.857142857142858,commnet,saudi,3042,2042,5,saudi
18.0,0.5714285714285714,1.0,437,-26.571428571428577,commnet,saudi,3042,2042,6,saudi
4.0,0.8571428571428571,0.9249448123620309,281,-6.857142857142858,commnet,saudi,3042,2042,7,saudi
13.0,0.5714285714285714,0.8587196467991169,210,-21.571428571428573,commnet,saudi,3042,2042,8,saudi
8.0,0.7142857142857143,0.9977924944812362,371,-13.714285714285714,commnet,saudi,3042,2042,9,saudi
13.0,0.5714285714285714,0.9448123620309052,206,-21.77142857142857,commnet,saudi,3042,2042,10,saudi
4.0,0.8571428571428571,1.0,489,-6.857142857142858,commnet,saudi,3042,2042,11,saudi
4.0,0.8571428571428571,0.9933774834437086,286,-6.857142857142858,commnet,saudi,3042,2042,12,saudi
18.0,0.5714285714285714,1.0,355,-26.571428571428577,commnet,saudi,3042,2042,13,saudi
6.0,0.8571428571428571,1.0,230,-8.857142857142858,commnet,saudi,3042,2042,14,saudi
0.0,1.0,1.0,130,0.0,commnet,saudi,3042,3042,0,saudi
4.0,0.8571428571428571,1.0,132,-6.857142857142858,commnet,saudi,3042,3042,1,saudi
4.0,0.8571428571428571,1.0,288,-6.857142857142858,commnet,saudi,3042,3042,2,saudi
0.0,1.0,0.8300220750551877,239,0.0,commnet,saudi,3042,3042,3,saudi
18.0,0.5714285714285714,1.0,440,-26.571428571428577,commnet,saudi,3042,3042,4,saudi
18.0,0.5714285714285714,1.0,351,-26.571428571428577,commnet,saudi,3042,3042,5,saudi
8.0,0.7142857142857143,0.8167770419426048,415,-13.714285714285714,commnet,saudi,3042,3042,6,saudi
9.0,0.7142857142857143,0.9889624724061812,98,-14.714285714285714,commnet,saudi,3042,3042,7,saudi
18.0,0.5714285714285714,0.8300220750551877,395,-26.571428571428577,commnet,saudi,3042,3042,8,saudi
8.0,0.7142857142857143,0.8587196467991169,340,-13.714285714285714,commnet,saudi,3042,3042,9,saudi
