fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern
NF,,,,,37.359375,-122.867188,0,,,,,0,0,,,,,20,
NF,,,,,37.359375,-122.695312,0,,,,,0,0,,,,,20,
NF,,,,,37.359375,-122.523438,0,,,,,0,0,,,,,20,
C5,,,,,37.359375,-122.351562,210,,,,,21,71,,,,,20,
C5,,,,,37.359375,-122.179688,279,,,,,19,202,,,,,20,
O1b,,,,,37.359375,-122.007812,46,,,,,2,220,,,0.35,60.0,20,
O1b,,,,,37.359375,-121.835938,150,,,,,9,71,,,0.35,60.0,20,
C7,,,,,37.359375,-121.664062,751,,,,,28,53,,,,,20,
C7,,,,,37.359375,-121.492188,746,,,,,23,68,,,,,20,
O1b,,,,,37.359375,-121.320312,519,,,,,29,276,,,0.35,60.0,20,
C7,,,,,37.359375,-121.148438,140,,,,,12,265,,,,,20,
C7,,,,,37.359375,-120.976562,23,,,,,0,0,,,,,20,
C7,,,,,37.359375,-120.804688,30,,,,,0,0,,,,,20,
C7,,,,,37.359375,-120.632812,46,,,,,1,57,,,,,20,
C7,,,,,37.359375,-120.460938,71,,,,,1,34,,,,,20,
O1b,,,,,37.359375,-120.289062,106,,,,,3,40,,,0.35,60.0,20,
O1b,,,,,37.359375,-120.117188,277,,,,,12,51,,,0.35,60.0,20,
C7,,,,,37.359375,-119.945312,465,,,,,14,355,,,,,20,
C5,,,,,37.359375,-119.773438,685,,,,,21,64,,,,,20,
C5,,,,,37.359375,-119.601562,1207,,,,,21,56,,,,,20,
C5,,,,,37.359375,-119.429688,1798,,,,,24,313,,,,,20,
C7,,,,,37.359375,-119.257812,1810,,,,,30,113,,,,,20,
C7,,,,,37.359375,-119.085938,2355,,,,,23,176,,,,,20,
NF,,,,,37.203125,-124.414062,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-124.242188,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-124.070312,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-123.898438,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-123.726562,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-123.554688,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-123.382812,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-123.210938,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-123.039062,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-122.867188,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-122.695312,0,,,,,0,0,,,,,20,
NF,,,,,37.203125,-122.523438,0,,,,,0,0,,,,,20,
C7,,,,,37.203125,-122.351562,123,,,,,18,74,,,,,20,
C3,,,,,37.203125,-122.179688,412,,,,,29,91,,,,,20,
C5,,,,,37.203125,-122.007812,373,,,,,26,211,,,,,20,
C7,,,,,37.203125,-121.835938,252,,,,,19,207,,,,,20,
C7,,,,,37.203125,-121.664062,325,,,,,17,48,,,,,20,
C7,,,,,37.203125,-121.492188,638,,,,,29,326,,,,,20,
C7,,,,,37.203125,-121.320312,455,,,,,25,282,,,,,20,
O1b,,,,,37.203125,-121.148438,243,,,,,21,250,,,0.35,60.0,20,
C7,,,,,37.203125,-120.976562,32,,,,,0,0,,,,,20,
C7,,,,,37.203125,-120.804688,26,,,,,0,0,,,,,20,
C7,,,,,37.203125,-120.632812,33,,,,,0,0,,,,,20,
C7,,,,,37.203125,-120.460938,49,,,,,0,0,,,,,20,
C7,,,,,37.203125,-120.289062,72,,,,,0,0,,,,,20,
O1b,,,,,37.203125,-120.117188,125,,,,,4,49,,,0.35,60.0,20,
O1b,,,,,37.203125,-119.945312,235,,,,,9,54,,,0.35,60.0,20,
C7,,,,,37.203125,-119.773438,472,,,,,13,62,,,,,20,
C5,,,,,37.203125,-119.601562,733,,,,,21,5,,,,,20,
C5,,,,,37.203125,-119.429688,1094,,,,,26,35,,,,,20,
C5,,,,,37.203125,-119.257812,1885,,,,,30,75,,,,,20,
C7,,,,,37.203125,-119.085938,2696,,,,,20,65,,,,,20,
NF,,,,,37.046875,-124.414062,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-124.242188,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-124.070312,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-123.898438,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-123.726562,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-123.554688,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-123.382812,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-123.210938,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-123.039062,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-122.867188,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-122.695312,0,,,,,0,0,,,,,20,
NF,,,,,37.046875,-122.523438,0,,,,,0,0,,,,,20,
O1a,,,,,37.046875,-122.351562,5,,,,,1,49,,,0.35,60.0,20,
C7,,,,,37.046875,-122.179688,238,,,,,19,25,,,,,20,
C5,,,,,37.046875,-122.007812,186,,,,,20,6,,,,,20,
C5,,,,,37.046875,-121.835938,382,,,,,28,9,,,,,20,
C5,,,,,37.046875,-121.664062,218,,,,,18,241,,,,,20,
C7,,,,,37.046875,-121.492188,291,,,,,18,37,,,,,20,
C7,,,,,37.046875,-121.320312,375,,,,,24,24,,,,,20,
O1b,,,,,37.046875,-121.148438,311,,,,,17,240,,,0.35,60.0,20,
O1b,,,,,37.046875,-120.976562,105,,,,,5,221,,,0.35,60.0,20,
C7,,,,,37.046875,-120.804688,35,,,,,0,0,,,,,20,
C5,,,,,37.046875,-120.632812,34,,,,,0,0,,,,,20,
C5,,,,,37.046875,-120.460938,44,,,,,0,0,,,,,20,
C5,,,,,37.046875,-120.289062,62,,,,,0,0,,,,,20,
C7,,,,,37.046875,-120.117188,84,,,,,1,57,,,,,20,
O1b,,,,,37.046875,-119.945312,118,,,,,3,56,,,0.35,60.0,20,
O1b,,,,,37.046875,-119.773438,221,,,,,7,23,,,0.35,60.0,20,
C7,,,,,37.046875,-119.601562,366,,,,,18,42,,,,,20,
C7,,,,,37.046875,-119.429688,821,,,,,21,67,,,,,20,
C5,,,,,37.046875,-119.257812,1422,,,,,23,31,,,,,20,
C5,,,,,37.046875,-119.085938,2217,,,,,24,43,,,,,20,
NF,,,,,36.890625,-124.414062,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-124.242188,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-124.070312,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-123.898438,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-123.726562,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-123.554688,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-123.382812,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-123.210938,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-123.039062,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-122.867188,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-122.695312,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-122.523438,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-122.351562,0,,,,,0,0,,,,,20,
NF,,,,,36.890625,-122.179688,0,,,,,0,0,,,,,20,
O1a,,,,,36.890625,-122.007812,1,,,,,0,0,,,0.35,60.0,20,
O1b,,,,,36.890625,-121.835938,19,,,,,3,14,,,0.35,60.0,20,
C7,,,,,36.890625,-121.664062,121,,,,,15,45,,,,,20,
C7,,,,,36.890625,-121.492188,92,,,,,7,214,,,,,20,
O1b,,,,,36.890625,-121.320312,283,,,,,14,83,,,0.35,60.0,20,
O1b,,,,,36.890625,-121.148438,575,,,,,25,250,,,0.35,60.0,20,
O1b,,,,,36.890625,-120.976562,351,,,,,16,195,,,0.35,60.0,20,
O1b,,,,,36.890625,-120.804688,158,,,,,7,232,,,0.35,60.0,20,
C7,,,,,36.890625,-120.632812,51,,,,,0,0,,,,,20,
C5,,,,,36.890625,-120.460938,46,,,,,0,0,,,,,20,
C5,,,,,36.890625,-120.289062,53,,,,,0,0,,,,,20,
C7,,,,,36.890625,-120.117188,71,,,,,0,0,,,,,20,
C7,,,,,36.890625,-119.945312,90,,,,,1,64,,,,,20,
O1b,,,,,36.890625,-119.773438,110,,,,,2,47,,,0.35,60.0,20,
O1b,,,,,36.890625,-119.601562,172,,,,,6,42,,,0.35,60.0,20,
O1b,,,,,36.890625,-119.429688,400,,,,,19,47,,,0.35,60.0,20,
C7,,,,,36.890625,-119.257812,610,,,,,31,69,,,,,20,
C5,,,,,36.890625,-119.085938,1092,,,,,42,37,,,,,20,
NF,,,,,36.734375,-124.414062,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-124.242188,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-124.070312,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-123.898438,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-123.726562,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-123.554688,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-123.382812,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-123.210938,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-123.039062,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-122.867188,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-122.695312,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-122.523438,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-122.351562,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-122.179688,0,,,,,0,0,,,,,20,
NF,,,,,36.734375,-122.007812,0,,,,,0,0,,,,,20,
O1a,,,,,36.734375,-121.835938,5,,,,,1,153,,,0.35,60.0,20,
C7,,,,,36.734375,-121.664062,44,,,,,5,53,,,,,20,
C7,,,,,36.734375,-121.492188,435,,,,,28,96,,,,,20,
C7,,,,,36.734375,-121.320312,339,,,,,18,200,,,,,20,
O1b,,,,,36.734375,-121.148438,579,,,,,20,66,,,0.35,60.0,20,
O1b,,,,,36.734375,-120.976562,762,,,,,25,272,,,0.35,60.0,20,
O1b,,,,,36.734375,-120.804688,388,,,,,16,211,,,0.35,60.0,20,
C7,,,,,36.734375,-120.632812,124,,,,,2,238,,,,,20,
C7,,,,,36.734375,-120.460938,69,,,,,0,0,,,,,20,
C7,,,,,36.734375,-120.289062,51,,,,,0,0,,,,,20,
C5,,,,,36.734375,-120.117188,63,,,,,0,0,,,,,20,
C7,,,,,36.734375,-119.945312,77,,,,,0,0,,,,,20,
O1b,,,,,36.734375,-119.773438,92,,,,,0,0,,,0.35,60.0,20,
C7,,,,,36.734375,-119.601562,110,,,,,0,0,,,,,20,
C7,,,,,36.734375,-119.429688,173,,,,,7,56,,,,,20,
C7,,,,,36.734375,-119.257812,444,,,,,22,56,,,,,20,
C5,,,,,36.734375,-119.085938,1012,,,,,26,75,,,,,20,
NF,,,,,36.578125,-124.414062,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-124.242188,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-124.070312,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-123.898438,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-123.726562,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-123.554688,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-123.382812,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-123.210938,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-123.039062,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-122.867188,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-122.695312,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-122.523438,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-122.351562,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-122.179688,0,,,,,0,0,,,,,20,
NF,,,,,36.578125,-122.007812,8,,,,,1,100,,,,,20,
O1b,,,,,36.578125,-121.835938,125,,,,,13,151,,,0.35,60.0,20,
C7,,,,,36.578125,-121.664062,255,,,,,18,178,,,,,20,
C7,,,,,36.578125,-121.492188,136,,,,,10,60,,,,,20,
C7,,,,,36.578125,-121.320312,584,,,,,24,45,,,,,20,
O1b,,,,,36.578125,-121.148438,565,,,,,25,88,,,0.35,60.0,20,
O1b,,,,,36.578125,-120.976562,770,,,,,26,242,,,0.35,60.0,20,
O1a,,,,,36.578125,-120.804688,535,,,,,19,223,,,0.35,60.0,20,
O1b,,,,,36.578125,-120.632812,346,,,,,14,211,,,0.35,60.0,20,
O1b,,,,,36.578125,-120.460938,127,,,,,3,225,,,0.35,60.0,20,
O1b,,,,,36.578125,-120.289062,62,,,,,0,0,,,0.35,60.0,20,
C7,,,,,36.578125,-120.117188,57,,,,,0,0,,,,,20,
C7,,,,,36.578125,-119.945312,67,,,,,0,0,,,,,20,
C7,,,,,36.578125,-119.773438,81,,,,,0,0,,,,,20,
C7,,,,,36.578125,-119.601562,95,,,,,0,0,,,,,20,
C7,,,,,36.578125,-119.429688,106,,,,,1,54,,,,,20,
C7,,,,,36.578125,-119.257812,210,,,,,9,70,,,,,20,
C7,,,,,36.578125,-119.085938,563,,,,,24,35,,,,,20,
